"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100"
0.0558936000066833,0.578745160285738,0.593728025680617,0.3542333235216,0.217146219516798,0.833074922976771,0.241324638980902,0.335038150068039,0.074003938624832,0.639205984834726,0.957535882058472,0.37542363183368,0.955402062792556,0.0323862865048363,0.308059533798542,0.0190379150962764,0.481111510581364,0.903242522194536,0.398293133150341,0.0617786216623065,0.442971096603348,0.246355737621148,0.87748345548914,0.893739108810845,0.265629845993459,0.258746866329061,0.554248125764765,0.615569493213148,0.0674233013813241,0.0959435351796923,0.481191067887781,0.0666197552368442,0.40231305054977,0.0288372877674651,0.0639333419913563,0.81761630595112,0.745701389999503,0.67415235632457,0.903166649076839,0.900034969855388,0.100858130089351,0.885679853304869,0.495487356582177,0.13716787143739,0.498272559919347,0.630838697911723,0.470885728606853,0.987951321901457,0.785260279788075,0.486472924432987,0.596543532501173,5.11549383941379e-06,0.173601522157941,0.189262915844645,0.977129410475846,0.522048707938678,0.906694506189968,0.960554242997501,0.383550817999687,0.0400590978469266,0.863733375849301,0.348570382068628,0.769146159437105,0.684050440435844,0.396208547900588,0.70351217008277,0.0182087250724708,0.220852746813445,0.879631528031068,0.00140908182240251,0.0960502845179976,0.945142808118776,0.707518314862263,0.992828255603353,0.779107375045584,0.236738248636328,0.637470341453807,0.275617260649333,0.866077418189152,0.930479812485675,0.304509152505431,0.205714180904794,0.291992332993345,0.716815908306642,0.437647231619361,0.917162977090112,0.760155503879301,0.422274254619767,0.294016583747395,0.0110534609278214,0.609859645495809,0.0553156922348939,0.914615497407159,0.134017087582255,0.842172332347923,0.53377160242789,0.378911485601805,0.862825448662729,0.0231984182260971,0.864196222313985
0.42477310531328,0.422040455364175,0.345888170185568,0.559095354404649,0.353740823263502,0.915387701674728,0.0557492818373037,0.28466174050225,0.900410955891234,0.701680274409636,0.181964661952835,0.0316051312775322,0.50566193733999,0.503328704269381,0.583332927632338,0.928566448529707,0.736350402603454,0.525804164412519,0.839714707790753,0.699535934095423,0.415731658579933,0.610470776279953,0.524311264338189,0.520298854642844,0.110501436140618,0.567146336194892,0.059803165576655,0.182745376231279,0.33582210900678,0.475530734098037,0.973046248214051,0.0871780607184318,0.664998743060325,0.282337602123422,0.501430341499214,0.944919510889031,0.787579471996184,0.423312972956954,0.365038389718595,0.507186842291122,0.60078487718023,0.465733117747396,0.921082925805306,0.871303018848724,0.371869513422002,0.288743470835616,0.746684838749455,0.314523972336721,0.209400712996578,0.902796514248014,0.583420224020735,0.0388616277568027,0.437637824292803,0.912223990070142,0.773085654444786,0.913462696404369,0.636156747058871,0.376752653118541,0.446448300178392,0.612126386358086,0.154413394634611,0.296822199645453,0.206786973111065,0.635153860021076,0.126686787846374,0.822590160231446,0.636209230076983,0.882479381258115,0.5957160998574,0.307387375969086,0.231140059665496,0.675009166754764,0.573578833576685,0.889387929664962,0.954556653617515,0.90245774584827,0.828953974405594,0.563520922750895,0.472223239418108,0.622114690914027,0.797257401558118,0.570325066618029,0.452411843576528,0.819996402443979,0.640188779654855,0.938344258720642,0.0549620390183054,0.37832356929826,0.96164851220325,0.035163806640888,0.754844713803506,0.73008373164571,0.40359889934925,0.139365218878141,0.546784898336679,0.241754503000173,0.171000331184139,0.772712187974116,0.549764376145222,0.732816944184846
0.0441242744922707,0.8200471814223,0.620086422439456,0.494781816574314,5.14514256171328e-05,0.607546420137002,0.00213471517650909,0.0729941576215514,0.311946619625672,0.0907525622869854,0.200000197386489,0.0171632060239753,0.713413775537359,0.542171759001623,0.173972053901729,0.878812040986212,0.780708928062886,0.408335965519531,0.950317925760243,0.151394019079902,0.0834216153406948,0.142572561299493,0.613792351683149,0.63697996319092,0.743556387378221,0.26295661659691,0.292830593368179,0.291077014683468,0.0006808393714407,0.00232379767921265,0.832781496674528,0.10148639585123,0.600042734451212,0.00768431320300889,0.211342540668606,0.309349814629923,0.0797159169173793,0.00908059016902674,0.230781095921621,0.946404076870391,0.82759422598886,0.192547222705742,0.227771030764272,0.587499799325604,0.148315121498924,0.277121883579089,0.0490198564487858,0.400912859249424,0.692798162868137,0.804783321491278,0.736246420411313,0.0020130482199886,0.340326082886387,0.95841924274912,0.903991222667129,0.631711735378306,0.223991042074048,0.18239786534059,0.283945908715851,0.874648328618119,0.0331627639983175,0.254179464699636,0.950085824328156,0.118603675790864,0.785969525432135,0.232869131820443,0.995333909179432,0.391010769632225,0.750272829842656,0.144365891124482,4.96617709755398e-05,0.556457545918663,2.95289958041067e-08,0.737590726160258,0.0185044145146949,0.0181270717460575,0.119646017150325,0.682342188253191,0.341172096320174,0.591504490078797,0.259636065522363,0.0834837439484423,0.402852795788188,0.248712909219977,0.558001416017642,0.936141928529554,0.0252342311395306,0.268669701603711,0.0624852479301403,0.0525975682488246,0.486723573579319,0.176117888854593,0.438297896628525,0.0377290302357337,0.660788011402885,0.0876471345264882,0.122002875774615,0.97646311579222,0.330904561739325,0.881598732073613
0.0180236996205019,0.808864555085256,0.958417503711313,0.284065229271733,2.00347267349521e-05,0.545059554405479,0.000714463855263081,0.0482589705210902,0.175566522810815,0.0371507715582089,0.199682238476376,0.0105766224853362,0.529599458681183,0.425608680960136,0.0967320990093415,0.628780267874644,0.590823823371345,0.299873800426429,0.787286947396149,0.0814252847046896,0.0509631559441222,0.0788923937321999,0.483705379304215,0.464555218259096,0.499377895952349,0.139528663199592,0.154025534111514,0.371422335539775,0.00014436236580051,0.00103501993115662,0.958541163537325,0.103710450764736,0.741295328815602,0.00533144962386478,0.254851108685407,0.287544680688838,0.0696820020264715,0.0341569140949378,0.174576644962886,0.795498573048339,0.593373788663745,0.175535511841516,0.129716541719736,0.370889783322926,0.132543066534549,0.307426627486795,0.0323822691277844,0.258967806558495,0.579599913143645,0.991629685626319,0.808508330335286,0.00318622575078475,0.275561373477623,0.830268918099381,0.8939234498102,0.495176716784664,0.139147311367024,0.116748101198741,0.17516327185591,0.562511880266913,0.0137252701358027,0.351403645068921,0.691995576481243,0.0909562844242812,0.617627407294467,0.152014661176314,0.822297395576509,0.309236989316971,0.983929610983341,0.079856952049031,7.80095159989003e-05,0.439207329054316,1.1502569563504e-08,0.896399490635048,0.00839739420727204,0.00804287217134381,0.123975366514393,0.433271627397832,0.417883086163863,0.419437455833688,0.118163059549031,0.0379229445441246,0.29653275027085,0.175044253617961,0.446362833643153,0.770012112229702,0.00829327066331165,0.209900243014742,0.0320837993605335,0.0466958717866514,0.295618732173682,0.10025119278453,0.298958289771049,0.0134664584262867,0.529856396264433,0.086634038454892,0.162635748038615,0.87279350350146,0.260693705807696,0.787461696005746
0.773758105348268,0.452607501784142,0.0174184256193247,0.161430531984558,0.648813810049663,0.492475797490836,0.84735336602534,0.733991712980343,0.235437668137465,0.842699953026399,0.695642110873111,0.477033200171518,0.0916530383592852,0.97135008077077,0.972031978950027,0.40551749675487,0.236246713293207,0.808084680360731,0.751803565671505,0.785814512495419,0.793508687230283,0.488450294474581,0.815562753105934,0.735380944804668,0.00759162635363131,0.389145243483353,0.63672004111407,0.0441593392765528,0.942042686999548,0.908033817422522,0.227210816983045,0.169552437192906,0.368694672270795,0.841926496604429,0.669287854196301,0.740349961732359,0.954633396681864,0.908334458072184,0.372339460895289,0.190865485444665,0.490056278849997,0.965007501630035,0.812587009858674,0.964104832544235,0.644551318691405,0.708681463961072,0.930782881490876,0.467180828303051,0.99808374118204,0.647272349152379,0.93637909692271,0.6559487001062,0.966524100160686,0.891241611239375,0.57612770099319,0.229723077836088,0.91986268804433,0.819462308418637,0.491267354477318,0.770488112182951,0.622081946057085,0.880451966643673,0.411885739971681,0.695774306263837,0.421565153442597,0.411663213316437,0.688325602525898,0.353845833281569,0.267832089072485,0.313918856626782,0.54295505444328,0.606461636460016,0.343870979295098,0.298491719596247,0.789256876367982,0.598393019630477,0.0562409961704377,0.184678065288743,0.362239068434901,0.337645893694561,0.734653221250396,0.427300340440152,0.932038125274769,0.611419241716331,0.868480167092153,0.878108375799843,0.761356882660395,0.909424723827255,0.695500758802937,0.955075035236817,0.571681333742817,0.856763670926535,0.334343645301734,0.579739229716184,0.816110437085084,0.984208559954079,0.316443660270581,0.508847222064805,0.238962567150614,0.321575484978222
0.609011535888925,0.45278242169594,0.466449733128465,0.98804622980758,0.597333879689488,0.60692339713345,0.340289751888248,0.870391618838825,0.788888692117324,0.832793502813752,0.503116704242858,0.0508450566607437,0.694758896612457,0.485258802926694,0.664376517408656,0.145786463073004,0.948582301032911,0.7922402298743,0.154870918047061,0.702904298626971,0.595247498202264,0.916399943793895,0.713693078679333,0.301092120160424,0.543066214490297,0.648212100401046,0.567728090361211,0.832477188179742,0.193230833146316,0.49146333241034,0.632928144823926,0.320461382469662,0.969967730571446,0.0741457590915565,0.0120189783001794,0.670536688366056,0.858966020810985,0.233732810665251,0.870300933447524,0.862950518856972,0.93061495904747,0.91374828386428,0.85855938374972,0.784329553217158,0.470298839200858,0.741162940136909,0.311788943618711,0.533265901775964,0.70234970461273,0.753360544652651,0.373390166973238,0.0966148406173645,0.283025532922701,0.887119608660563,0.664625880099288,0.6938169371351,0.344904045643285,0.317575880537956,0.966274020277003,0.285715500918568,0.254301250777024,0.0648398155437908,0.799346585935258,0.798319407149206,0.121389723338049,0.536455091460151,0.41613020403327,0.591460880231347,0.983369883457514,0.306116784880797,0.125365995584911,0.36847555549075,0.591051118701547,0.819052417951216,0.456191624690111,0.308392735575776,0.585789018767253,0.687603524138184,0.520322571617047,0.707465571823346,0.250584375071769,0.732815470955583,0.183390015711794,0.598495808289182,0.720231736225727,0.875179041184249,0.687501341823985,0.296536943450475,0.0831393633976669,0.210990565370049,0.606591680388139,0.619751723567291,0.819419550694922,0.241212310838837,0.362859010497658,0.453767475037428,0.805992176588493,0.582704151157849,0.983751995914837,0.436028738157651
0.57231144850098,0.252858055343083,0.104379318651039,0.61190637148596,0.204916388340341,0.704644533507953,0.553296631258,0.692508382324297,0.93091119439154,0.729842682533437,0.508151085063938,0.79244728140116,0.342182970646442,0.495497869891134,0.930682158178495,0.453217952215139,0.94044712192047,0.954178672127647,0.732761281811673,0.725610084986803,0.586433874085485,0.993025999140621,0.423094980181605,0.905235448557173,0.719918351330972,0.532153787470722,0.869586059797412,0.627292191742836,0.467620205556628,0.321865359995747,0.652688470290013,0.37336711964496,0.334664669217139,0.413800772723596,0.351418329178287,0.800436135901322,0.823037530735825,0.20336337549929,0.827056095924127,0.558515650872735,0.893960322070495,0.692593153821434,0.833465515844814,0.906425290370829,0.84387611987028,0.917842380070187,0.757560088685918,0.901103230895085,0.930216292740592,0.812263341170504,0.738728051860702,0.902220308476692,0.818210760104393,0.326807606393741,0.580926824321787,0.786064779620216,0.762539956518465,0.739450401660769,0.688330478677845,0.230801549344235,0.957904692050914,0.482452497353382,0.418485505881291,0.929862095600427,0.901595440737961,0.580730803697157,0.81770995933667,0.729796713066985,0.668389279058694,0.486633940099681,0.388546217116276,0.557556804344845,0.161504968539254,0.35997607126388,0.770444507795626,0.802997373030894,0.957743117352226,0.557521338623374,0.121059741697534,0.276220143904582,0.970540365120675,0.802115846629457,0.909058666017512,0.476094174982179,0.683939930914244,0.710633558321025,0.58560380935357,0.408863629085932,0.864866201734535,0.369576735913703,0.9272158555934,0.612237607968892,0.739788034603844,0.557934625560122,0.814928792066103,0.587390571815376,0.138981339272694,0.527158168510869,0.614479330158453,0.894855310723653
0.342854560031411,0.423996093863463,0.0989026731254827,0.0281312470053265,0.136383579107099,0.252020304671485,0.775587100767086,0.104153082073581,0.120633310427357,0.190580951177562,0.0461934965741452,0.624757881482952,0.374887606722522,0.292493401965301,0.123187865740214,0.0904370170180351,0.29575734890011,0.110955834635041,0.351475225228492,0.126436789368538,0.685772939435662,0.914099202427964,0.280078036492307,0.108640855925958,0.0322265022076003,0.362960179521481,0.101019961196564,0.0215521575529385,0.92805820967401,0.815559714000035,0.13136268171696,0.252866763113172,0.0262143782083948,0.379834396846572,0.932768186217298,0.218974908344395,0.0845601795977844,0.931497850729555,0.972306504835815,0.0262749504293657,0.513220774326567,0.21535005599438,0.640213828559612,0.156415859402881,0.0917090915335864,0.0689723193623781,0.62779072916987,0.234019317386786,0.363084761889625,0.151490700098799,0.0245322286754467,0.927153443119929,0.271395544175268,0.0691791823356367,0.0926219298399042,0.049049955053216,0.294377939273198,0.120589671964837,0.183008291494944,0.171147103975445,0.402268568742304,0.544995813449427,0.0348729409493836,0.264027416016239,0.00572151290164635,0.50627155683193,0.265689731173887,0.283475204540959,0.0153808874007462,0.0986416583862326,0.97506281050349,0.993877564619519,0.3885293287776,0.264296043177995,0.162601911656838,0.949065318172424,0.182392597488499,0.0793927296992979,0.0523039957751292,0.0604601165346847,0.994564623004213,0.107223195540467,0.783320965196608,0.214928027197778,0.113227546368633,0.652497063694519,0.857099676842503,0.496272833119429,0.57627388681625,0.513671924843445,0.375350922043089,0.196703216481692,0.294876787287311,0.223952617110013,0.368686941475629,0.147353287663287,0.0174838277045781,0.822032216497566,0.100137610602075,0.0579161738743248
0.431377156693835,0.286280240067486,0.0245488667919145,0.0501626679468725,0.836829673959713,0.186344347389393,0.870445655033302,0.324782578630148,0.201854055258795,0.110058209791234,0.0485512887728712,0.553466077842752,0.0737515996815628,0.648969080980543,0.39991907930062,0.0810382476177683,0.19782034966552,0.165852617577997,0.155447730967995,0.296278602795791,0.611202917620368,0.167583762014685,0.0981346855546443,0.26593587882512,0.0315131275142104,0.0698033406768481,0.171901904639332,0.0843159632416025,0.345197502920348,0.172960110814408,0.169163165569065,0.971039352524561,0.132120874676714,0.86603479475001,0.0605644850470506,0.666712965938003,0.168850151925454,0.300443030354959,0.521568003274174,0.0505255050547979,0.302830277600878,0.00116159928563342,0.475556299824205,0.539015165960409,0.348234683254073,0.0803765282990406,0.188878919130938,0.447984416777957,0.0379585547854888,0.171460128958028,0.254175674471175,0.65629997940085,0.108707983731306,0.285535742980668,0.334660440069524,0.143772494829719,0.346821100181183,0.372681690655376,0.167204666584334,0.318153120302121,0.825420351630229,0.259263257391958,0.0436568496513506,0.65825253980127,0.199693539470547,0.688908361323517,0.39231158629297,0.274535423966922,0.0569871339357904,0.444390708260474,0.770852092378259,0.216097409633889,0.577752290111132,0.330845231473035,0.646504955518548,0.11274081989723,0.177768549231429,0.145063428181023,0.1217020807203,0.428755132619711,0.219541278323036,0.106644502295256,0.0351954313714889,0.302924133654934,0.216528807039202,0.136476215236575,0.586081236909308,0.561508397446222,0.0924408649247781,0.420665075559055,0.0729693573418163,0.636985573953513,0.338008428307766,0.184438686251488,0.422372101144886,0.354423854253756,0.0434168339037294,0.439701381860937,0.183626285830235,0.0786295950622773
0.503773488501475,0.429515912721712,0.026093574323494,0.15206640431775,0.0603810185010084,0.205445557108563,0.921295314351879,0.792812581198018,0.316313945726168,0.51927834693522,0.263073075007217,0.499204587341059,0.139938427845533,0.775974406044502,0.633836660878314,0.193188465777123,0.45900803955649,0.272564809477169,0.774888005124204,0.653985090910206,0.707541551010357,0.78234796229446,0.937472317921694,0.37688056967056,0.11393497056884,0.499158128103597,0.210819315139869,0.124061266220774,0.698235182725449,0.581647235978653,0.200799293178093,0.981549064829822,0.206436270322008,0.477671126956148,0.194258729308946,0.885240149433773,0.281880454009933,0.909174334565636,0.512029906286752,0.209620573750625,0.699611142431463,0.309578058280847,0.946755568718359,0.571634887741202,0.719528837770013,0.183921156453557,0.356214861373309,0.620355405123782,0.675359528660712,0.584100874243683,0.718177530601315,0.612554046027429,0.734020383443189,0.461272124009461,0.629689602119674,0.347697782796969,0.303867696119378,0.58463524424697,0.460880258206431,0.116147659735621,0.94839432608583,0.973742945007256,0.0407075340981479,0.438412898628503,0.282507972224354,0.930477434463054,0.361346233550847,0.449576558595145,0.0238652699592677,0.13299994003958,0.522175992075291,0.916439751635821,0.106661283744257,0.304225126804577,0.833706418459126,0.724615117292465,0.446419299563399,0.187158551813798,0.449086162800404,0.252595465581174,0.319106972223218,0.436240807662722,0.722204273319872,0.533303567624259,0.406548816673906,0.628402235902515,0.181142912963026,0.956151656493097,0.636618462213428,0.945438830736321,0.468711930028681,0.588072719429968,0.766312604927111,0.914398117484251,0.693364595419029,0.572359295333494,0.0424097145723201,0.537197392205221,0.327203690368765,0.242951709212988
