metabolites,A002,A005,A008,A014,A015,A016,A019,A026,A028,A029,A036,A037,A039,A044,A046,A048,A049,A051,A052,A054,A055,A056,A057,A058,A064,A066,A067,A069,A073,A075,A076,A078,A086,A090,A094,A095,A098,A099,A104,A106,A111,A116,A117,A120,A121,A122,A124,A134,A135,A138,A145,A147,A251,A255,A261,A264,A265,A266,A272,A278,A288,A296,A297,A298,A302,A303,A304,A305,A306,A313,A318,A320,A323,A330,A333,A334,A339,A343,A347,A354,A355,A356,A357,A363,A365,A372,A375,A382,A383,A384,A386,A387,A389,A391,A392,A394,A400,A401,A402,A408,A411,A412,A416,A420,A434,A436,A437,A441,A445,A446,A451,A452,A454,A458,A461,A462,A463,A464,A465,A467,A470,A477,A485,A487,A490,A494,A495,A496,A497,A498,A499,A500,A501,A503,A511,A513,A515,A524,A529,A530,A531,A532,A534,A543,A548,A554,A559,A560,A563,A571,A573,A577,A578,A584,A587,A588,A593,A596,A598,A599,A600,A601,A606,A612,A613,A617,A624,A626,A635,A637,A639,A641,A642,A643,A649,A650,A657,A658,A659,A660,A662,A664,A674,A677,A683,A684,A687,A693,A699,A711,A728,A731,B008,B049,B100,B101,B103,B109,B116,B120,B131,B135,B143,B179,B201,B285,B313,B359,B382,PRA001,PRA002,PRA003,PRA004,PRA005,PRA006,PRA007,PRA008,PRA009,PRA010,PRA011,PRA012,PRA013,PRA014,PRA015,PRA016,PRA017,PRA018,PRA019,PRA020,PRA021,PRA022,PRA023,PRA024,PRA025,PRA026,PRA027,PRA028,PRA029,PRA030,PRA031,PRA032,PRA033,PRA034,PRA035,PRA036,PRA037,PRA038,PRA039,PRA040,PRA041,PRA042,PRA043,PRA044,PRA045,PRA046,PRA047,PRA048,PRA049,PRA050,PRA051,PRA052,PRA053,PRA054,PRA055,PRA056,HP001,HP002,HP003,HP004,HP005,HP006,HP007,HP008,HP009,HP010,HP011,HP012,HP013,HP014,HP015,HP016,HP017,HP018,HP019,HP020,HP021,HP022,HP023,HP024,HP025,HP026,HP027,HP029,HP030,HP031,HP032,HP033,HP034,HP035,HP036,HP037,HP038,HP039,HP040,HP041,HP042,HP043,HP044,HP045,HP046,HP047,HP048,HP049,HP050,HP051,HP052,HP053,HP054,HP055,HP056,HP057,HP058,HP059,HP060,HP061,HP062,HP063,HP064,HP065,HP066,HP067,HP068,HP069,HP070,HP071,HP072,HP073,HP074,HP075,HP076,HP077,HP078,HP079,HP080,HP081,HP082,HP083,HP084,HP085,HP086,HP087,HP088,HP089,HP090,HP091,HP092,HP093,HP094,HP095,HP096,HP097,HP098,HP099,HP100
Acetoacetate,7.211397662,0.071712539,3.613542284,2.684503019,2.386524364,0.545050624,1.847801903,20.53201405,0.631564999,1.532828106,1.448438354,0.509011477,1.70045118,1.541624431,1.023913248,3.366523237,0.936821187,0.109822641,0.222281193,1.506092684,0.931971924,0.949093161,2.826204155,0.977738071,0.329718552,0.118106194,1.459221103,3.297483845,0.447212397,1.536112886,13.43437923,0.35074708,0.288731376,0.150551386,0.208992511,1.454094604,2.949304603,1.295570655,0.023410145,3.382847817,0.78572976,0.76227219,0.945665822,0.677271353,2.250558163,0.614687435,0.444434719,1.390511569,7.929774414,0.090255066,3.568436138,7.382636478,0.163188965,2.257053307,0.615891303,1.272746159,1.706760978,0.101200146,1.922910615,1.632588867,0.091640029,0.448634733,1.719986083,0.952247611,1.425066172,2.006152099,4.524846938,3.332981249,5.482535693,0.534792088,0.014432713,0.175582603,6.055796536,1.994354735,2.546845155,1.628741423,0.311865882,0.034217753,1.852164637,0.441899395,1.783699688,6.486758881,0.736204563,0.674709421,4.196505109,0.897143735,4.162687581,1.693000809,4.787822821,0.263541026,0.852698726,2.707681826,1.187425186,4.424792349,1.349532141,0.553808061,0.685037247,2.397857392,0.587611237,2.01232256,1.530321316,0.926297715,2.316807375,1.863733038,3.061973374,1.450884412,4.431452858,1.211086349,1.086417125,1.167533182,1.209728809,1.233291806,0.035990058,4.144827675,0.262019542,0.305291973,0.509962162,1.329592488,0.036383554,3.734182291,1.47946768,5.269550019,0.835931634,4.005417528,8.138734881,0.375225336,2.765799456,1.221988012,0.427703777,0.611059628,0.118409081,1.152713787,5.651819973,6.141610717,5.496013327,0.761981628,0.999918818,1.08503304,0.842933093,1.056041813,1.736196311,0.336892102,1.974385096,3.733225229,3.837605781,6.415224338,7.296641371,0.694105571,2.55251375,0.672586237,0.540370288,0.761422983,2.242575326,0.510347498,24.38410862,1.228459741,0.484791265,0.433447787,0.678938225,0.200433159,0.795816575,0.673154914,1.673753042,2.3487023,0.886814246,0.253689477,1.935499225,0.757395501,1.109862427,2.740817975,0.100547051,0.859704742,0.556498574,1.756036756,0.068419589,0.09484816,7.3342402,2.474474307,0.02198248,0.031688853,0.032739544,1.157380227,1.191761603,0.780624587,0.85342077,0.23478883,2.788017952,5.655867149,0.358310531,4.777236479,12.0908792,1.178613495,0.835152477,1.030011245,1.412956257,0.535652726,0.769517528,0.668274903,2.721176262,0.301062799,1.159823654,0.443856108,0.557950114,1.331629647,2.967827964,0.972627403,0.548607235,0.041008173,2.645213714,2.813566747,1.560788378,0.174953058,2.2777071,0.492550054,0.185896322,1.642505572,0.721235952,2.666683136,2.295501543,0.911152771,1.177806634,1.06522721,0.364753919,1.14223431,3.955671452,2.833652941,1.274356111,2.684777906,1.071222499,0.481013008,0.739249864,0.145971549,1.686961858,3.332472425,2.049569521,2.717993345,3.165682192,1.995042931,3.190511977,2.985023121,1.488262482,1.856746808,1.621353609,3.194693659,0.837079232,1.965951735,3.919461722,0.855507443,2.458248782,6.001933618,2.108447126,2.585374914,3.730427145,2.937895054,2.12921796,2.863841586,2.957919025,0.08735044,0.658254665,3.740715454,2.36191001,1.015529788,0.354460333,0.078682572,0.244572428,14.0882609,11.96417541,0.230932398,4.538598679,1.667071848,15.84632082,9.091657725,6.925155425,4.822044917,1.123719174,0.284134807,2.501902903,3.103335439,2.942179367,0.250215299,11.28363814,0.053707111,2.805979565,1.77381654,11.75003799,2.21183056,11.40528932,1.35611766,0.897175612,20.0296131,4.402003604,1.873761892,2.910314923,3.687641469,5.352349161,2.700952529,12.51368487,3.353678564,0.512359404,3.235800656,2.637504974,21.15432946,11.0733121,8.092580277,0.235975759,4.076306955,22.13284286,11.98812245,5.316056962,5.563796822,4.031539707,0.668780944,1.99985273,9.881646315,4.436531885,2.861659668,27.34752171,3.938355702,1.85091118,9.493885105,2.489569492,7.845066716,4.60386209,2.550503845,4.92551064,3.409312873,4.379539453,2.693962979,0.217493423,1.312853639,0.592860993,3.821155057,0.59527902,2.194163,0.352833972,4.322019558,18.08985518,17.27803554,7.6494093,8.208726516,13.88800575,13.50358285,0.201626308,12.25970942,6.380945811,5.542074986,17.64318532,5.366767322,0.52495376,0.509744775,0.6612896,3.891374599,0.980439698,2.330744426,2.704257381,0.216517025,0.061484245,3.992058651,4.712321924,6.561410055,4.079513438,6.606391787,3.89400106,1.313074406
4-Aminobutanoate,4.255819607,0.075436282,13.33468263,7.051318273,1.883490016,0.231887728,5.20632882,3.0732476,4.226580627,7.207406208,6.461885243,2.208957307,5.614607201,1.814136729,2.822300998,5.877725136,4.755532708,1.265353611,0.522139684,5.403573062,0.6390579,11.07414915,11.13161105,2.404000027,2.637405031,0.801694874,0.694281324,2.481977993,3.640780952,5.569495068,1.450583165,2.755782213,1.375874873,0.266533178,0.757639628,0.840033234,19.29253466,3.674599677,0.161190481,1.886315233,6.653055472,2.212421737,4.176129169,6.935286163,3.895393946,2.588802789,0.42427783,4.163041372,2.774959372,2.878520318,1.040777315,6.397237034,0.60653552,5.867864815,2.361121664,0.939633091,4.565320189,10.13177279,4.561398135,3.924044601,0.062261841,0.795702264,4.280317378,0.674807707,2.906239097,6.162081015,2.083271355,9.796052973,3.824152396,2.412407256,0.23708337,0.147045663,2.850649568,2.861822611,4.287745148,2.584016609,16.83753825,0.058802613,5.562044529,6.072272597,1.909431661,3.615751773,8.230697301,4.868106357,8.908442399,6.747772143,4.47986933,2.789044775,2.733903465,3.199422084,3.47290948,10.08284317,2.997456969,5.575735508,1.196741224,1.689102639,2.517090522,3.68600836,2.911019633,4.36494887,2.304789226,2.373273361,2.58489063,3.424900772,2.773374187,2.024496552,2.890367729,1.581085027,1.203859425,2.222990514,2.243402226,1.65694136,0.110260118,3.604060697,0.166779238,0.067791901,1.072664872,8.511449628,0.647597694,6.464167067,1.216243241,0.592684983,11.34890309,1.747780162,2.17761676,5.447382247,4.241597369,3.292003526,8.535580771,3.295371422,0.157485951,1.582868873,2.261963052,3.097941109,0.883172917,0.674874985,3.395809741,2.548869169,3.520921198,10.33468672,2.990209503,0.804525618,8.071224334,3.274505792,7.138575172,3.851563781,2.477514487,8.551537003,1.147869197,2.901079004,8.951979934,2.588421624,20.1243315,0.797939941,1.091650783,0.606245339,3.742331727,5.071891928,2.342317729,2.138741107,3.108213181,2.097704212,2.867035912,1.301023842,4.142810539,2.097349768,2.135939009,1.832787257,3.441266023,27.35587506,0.56233715,5.613844873,8.234588565,7.035184844,0.154730814,0.652041785,1.956400671,1.592801121,0.444197323,0.131446771,0.528943323,4.86264576,1.738016637,2.189664746,4.226077463,0.717088271,3.06755451,5.507336585,16.52085095,3.274164161,1.945690119,4.103907836,9.90184385,4.562628491,1.84170696,4.468515182,15.98364559,7.420984732,12.89319881,3.933271452,3.3346776,0.752831712,0.343818039,3.158171442,18.50956854,0.840576871,7.591240492,0.15964276,3.753468158,4.065715413,1.919965802,0.155534789,3.206035098,4.094490003,4.011551213,12.47473262,0.177400566,14.77433604,21.98707016,3.824872047,5.867630979,3.934691235,0.096232848,1.125943528,6.88251738,8.747812876,0.912610551,8.431905374,4.837303518,3.850132276,3.250479295,0.790499153,8.268241246,14.39568243,2.139019836,1.746051972,1.652910504,4.268289817,2.354874704,7.493911491,1.115705669,0.974497868,4.44439281,6.350988071,4.368888548,11.30332546,6.551179987,2.191286322,5.497293048,5.53728731,7.017609498,1.776425563,3.868884626,11.31009776,3.20024225,3.707150337,3.384727997,0.160955511,2.822204645,2.244166244,4.775327276,1.182123881,3.918405618,0.317706852,3.812546227,3.453250032,1.837724705,0.373198956,2.658570877,3.506444609,3.692613806,2.77428113,1.743331937,0.562091548,1.443083727,0.038409012,1.213591908,2.535801761,2.027979791,0.649283372,2.740683095,0.097637201,1.598205374,0.928214094,0.987642803,0.482010639,1.72081282,2.365572607,0.132866826,2.554378067,4.31582128,1.008579112,4.45036183,2.67992647,1.574675539,3.888601856,0.823097087,1.328436017,0.422776548,4.692603011,3.491963411,1.647253971,4.3149193,0.629065116,0.124265213,15.58179963,5.320037298,10.4408636,3.939464414,3.14299242,2.595024039,0.109322009,5.01681863,8.656721054,6.060436295,3.467794288,3.725955043,6.166390162,1.009742031,1.251499187,9.316073862,3.616566276,2.291944249,1.137134251,5.005333118,4.049405179,2.598416664,1.089937411,0.199237099,0.102122127,0.043805134,4.467450811,1.527948173,1.180736935,0.173092116,4.866005913,15.50211755,2.663632157,7.763664883,1.200844116,3.4701552,4.811058131,0.039220558,4.264213575,0.872152025,4.842114929,2.879419365,2.767818957,1.011028391,0.360151489,4.979280518,0.181805474,2.426818223,4.331982732,2.053771643,0.209823276,1.230050223,7.140297412,4.362172876,0.263788656,2.527816987,5.397995593,3.678483403,0.691786468
Malonic acid,2.149289106,0.106426719,5.085090413,1.06578947,2.130404798,0.131373426,6.600899712,1.058427368,0.889248738,4.650830601,1.313940788,3.047302766,6.185770639,1.514607746,2.727968319,4.390887807,4.630991171,0.504802021,0.145503221,21.56871637,0.197036071,0.84528102,1.733726283,1.858591616,0.626033923,0.874138258,2.015019663,3.958517663,1.296706843,5.372803142,2.285338782,0.683872242,13.38174793,0.233947319,0.11374402,0.791493735,2.79611383,8.504724692,0.444448527,1.170892455,1.280407241,2.296920962,1.062060717,1.642740563,10.58241299,4.184224991,0.830973054,1.268095533,2.387534166,0.721226083,1.770639023,11.10802449,2.522115404,1.883783409,2.010581791,0.683283722,2.154846966,4.01235095,1.506934875,1.53260211,0.355339777,1.408099521,0.920430489,0.481075338,4.542400872,1.692670306,3.442522549,1.577206201,4.499291853,1.625098609,0.052678001,0.212251362,2.139143073,4.965579531,3.487360571,2.26337738,1.812261698,0.080694737,1.264014093,15.20030112,1.105805151,3.133872438,6.237673927,1.992998445,4.609865766,6.701822998,2.976461287,2.528217687,9.797691643,1.648691251,1.408468457,7.494454486,9.471891066,1.42190203,7.945827447,1.195880739,3.035239045,5.490823558,9.855840191,3.812102098,0.969153029,1.076298245,9.988176868,1.177461335,1.776380928,8.400672142,1.59340186,1.46437141,0.773299161,4.476793618,1.416474674,0.929182135,0.24563589,10.14980797,0.126323896,0.077514576,0.327604928,1.30659431,0.265711922,3.566428136,12.57236452,2.153705803,3.826184992,0.871926725,3.429899912,8.494495108,1.980223883,1.368417789,2.6466776,1.918482444,0.92901988,1.067879406,9.045716802,1.779582279,2.207013122,2.312723688,5.719959041,5.28257835,3.57253686,3.173031427,2.50432851,0.353117865,1.677672505,1.457551171,2.503495103,14.4513783,1.805626849,0.648858391,1.187926477,2.088744957,1.314483014,1.17056808,1.535923651,0.792325203,1.14094877,0.656734697,2.821077121,0.704789676,5.853949607,2.132381874,1.625517943,1.64486177,0.995407776,0.92959951,3.023664502,6.062140851,10.6378891,1.503093925,14.13067965,2.132143312,0.264960504,1.594993737,3.409800347,3.310998902,0.229159856,0.333464552,7.15623849,8.115628222,0.105033662,0.0626113,0.272557168,3.631900445,0.735909448,1.50844152,10.31326521,0.193189182,2.231781209,15.46887263,2.752693593,12.75284767,1.923833804,1.00680507,2.17902164,1.444581959,1.983802377,3.230710737,1.666655947,1.561864363,6.820534628,0.948248179,7.101841143,0.389793893,0.136136869,2.7450712,2.631487851,4.051054258,2.857095757,0.173776531,2.241069181,3.906647398,4.573211833,0.059507829,2.441410153,1.322929211,1.23715267,1.823436544,0.06439303,1.517616246,2.049354235,2.207327076,10.19690831,2.16740079,0.338383204,0.855559142,1.481874743,4.85737297,4.079613211,1.29909526,2.330767746,5.658192104,4.245158419,0.245711911,1.964859897,2.233170794,3.199260125,2.248340774,3.198179963,1.405594256,2.81130446,3.108610178,1.191123685,2.742288584,6.854576462,1.618732994,7.748920113,3.260197966,6.98511816,1.343595611,1.570230416,18.49295456,2.683569521,7.126937639,1.871028391,4.721299255,3.825722822,2.642103156,6.296648111,0.034376296,3.633125983,3.904512801,1.609510855,3.450305769,2.968628607,0.106570673,1.080655877,4.607543995,2.99866301,0.090993434,1.344716442,0.866627075,10.61514951,10.16306651,7.459164248,8.927992563,1.078879396,0.07485681,2.060641343,1.90717679,1.506621382,0.152710341,4.878216875,0.108586979,2.211527062,1.863007469,2.326417653,1.380184634,3.759979154,1.730402515,0.106016702,4.408427832,1.343225336,1.677872503,1.171450001,2.345295911,2.70545576,1.547218694,5.616730129,0.891512958,0.077911794,1.477505177,1.843614129,19.27783855,12.98561595,3.114808648,0.076018814,2.818886459,4.300487436,2.554079552,3.14491001,3.452012146,2.194735361,0.375068638,1.836637636,10.58700516,3.518089159,4.132778593,7.861890286,5.344551366,0.960769834,2.765532979,1.480320906,3.332416939,2.201170231,0.982095209,2.023234038,3.36183527,2.678184229,3.483703597,0.266933208,0.192216778,0.573081472,4.103953812,1.373331372,2.024498305,0.682570847,1.654105141,6.81997063,6.085071016,1.838596046,2.333748974,2.96338545,5.352867252,0.307576289,4.708549548,3.50355951,3.801047317,8.295844305,3.330258839,0.467588592,0.524029765,1.586848814,0.205078425,1.124534885,1.742116407,1.997667372,0.185598705,0.171577409,3.61641133,2.661781709,0.622287305,2.785004527,2.840214024,3.188793338,0.410836674
3-Hydroxybutyric acid,2.040202234,0.098236389,5.217168705,0.940990969,2.192192874,0.130825388,6.773504112,0.798402341,0.657906917,4.564174198,1.168644119,2.860410462,5.73381782,1.237605629,2.537861564,4.39431038,4.376028651,0.403081711,0.124767624,25.70909998,0.182133835,0.769830691,1.846356531,1.512149636,0.592451468,0.838012245,1.826038612,3.999394973,0.979942297,5.492090591,2.126300022,0.596726864,15.06247527,0.133642919,0.084088547,0.622656169,2.91679496,8.89731935,0.458936938,1.083714638,0.971390154,2.015000136,0.713186322,1.450950051,10.82457719,4.27555927,0.885101983,1.0730876,2.341455453,0.477336595,1.6288321,13.37780212,2.707004997,1.65353129,1.961994804,0.601422882,2.145983397,3.752030589,1.271335764,0.954623553,0.369470663,1.430948307,0.709541578,0.341512173,4.549723261,1.388831576,3.83721724,1.095956989,4.308605753,1.364801375,0.042568455,0.21811995,1.970610595,5.225405315,3.390001684,1.585585736,0.706271465,0.063824102,0.938934182,17.37256701,0.927514056,3.052384794,6.747802411,1.223055187,4.542230906,6.56021476,3.02726326,1.863620584,10.6167097,1.677631512,1.293359399,8.151940274,10.41408511,1.189748583,7.500490904,1.029855613,2.941368032,5.583616011,10.24180658,3.909165729,0.954331759,1.029170872,10.91952826,0.557875894,1.473013901,8.751694629,1.265832332,1.192653132,0.677405302,4.477360164,1.342323916,0.855547233,0.275882447,10.29824021,0.104946913,0.061002262,0.31388916,0.813838916,0.228429944,3.353384443,13.24397971,2.271004875,3.773961336,0.7766897,3.542012159,10.12124485,1.968781772,0.900249991,2.57435695,1.502104172,0.871532592,0.854844758,9.677318662,1.802563954,2.200493336,2.405643381,6.007836462,5.697541133,3.70413858,2.891659008,2.697721227,0.314495448,1.525336175,1.092490493,2.159931221,16.40019893,1.774989172,0.471180661,0.82367989,1.895887287,1.082660371,0.963902102,1.25848977,0.77336623,0.821335879,0.602310199,2.892242775,0.615981707,6.042488887,1.794357757,1.649819966,1.453742798,0.811534319,0.901913163,2.814899532,6.508843901,11.52970358,0.64355521,14.56253871,1.92432887,0.23684501,1.150257915,3.114533118,3.22462871,0.229746348,0.29126165,7.437483077,9.810433338,0.095534926,0.048219171,0.239239346,3.479315089,0.526555856,1.259181595,11.18491884,0.16882031,1.706558002,18.4835953,2.366032998,14.58860138,1.820652091,0.970065501,2.166264611,1.42097685,1.852183134,3.26052407,1.13608223,1.234245756,6.978273142,0.74965267,8.154243423,0.37833394,0.121019212,2.545693875,2.3315538,4.285912045,2.651672591,0.179546241,2.27297296,4.015726885,5.245220961,0.056628115,2.421697267,1.282238123,1.082959845,1.587916527,0.055246396,1.320164683,1.910537116,2.171089605,10.94075069,1.954899952,0.428533291,0.818337038,1.32634173,4.882629104,4.475245029,1.373899621,2.066324424,5.240662974,4.101365052,0.204319712,1.815800819,2.474386302,3.361394552,2.315472236,3.704083884,1.329048273,2.946800668,3.197141299,0.997742523,2.753512268,7.225668356,1.594336849,7.976259511,3.340765252,7.072633181,1.414359481,1.080245468,20.31177006,2.40568299,7.548636095,1.667315483,4.735327104,3.704558627,2.389566335,6.626485501,0.029779566,3.282737848,3.838297765,1.498594554,3.127127463,2.731699928,0.103473073,0.897165722,4.992373247,3.255669067,0.080782102,1.235900832,0.780353055,11.30478451,10.12622601,8.5218877,9.594015599,1.057610764,0.080635683,1.778757013,1.706063267,1.517692901,0.130420996,5.553362891,0.114220244,2.240614491,2.16450288,2.452506555,1.511400796,4.072924554,1.579662472,0.101796547,4.783210904,1.139558013,1.878299516,1.125274366,2.312341421,2.984095315,1.451248229,5.866493029,0.7373941,0.062625514,1.359029091,2.029625055,23.50455978,13.20329724,3.108698888,0.075528505,2.627295021,4.51371888,2.584796776,3.051414573,2.910100206,2.063818786,0.334307269,1.70057501,12.00977863,3.405080147,4.209220737,8.153394688,5.578537897,0.99546161,2.706043705,1.151696577,3.711945147,2.527339513,1.05014963,2.122254141,3.719912146,2.54198891,3.665247353,0.239491471,0.18722703,0.678352032,4.412053721,1.428610185,2.069460262,0.70465399,1.49736461,6.766093101,5.754823395,1.847584006,2.245348887,2.632062347,5.708732129,0.292314588,5.263259945,4.012251124,3.837507845,8.642029304,3.358817496,0.500379533,0.527546703,1.572177403,0.173941727,1.01164697,1.671410324,2.027026178,0.194453016,0.156188638,3.750818839,2.585407661,0.592465589,2.652128327,3.019743973,3.614535645,0.389879207
Uracil,2.801298268,0.106982705,1.867522273,5.962949651,0.838070431,0.226733465,4.890836159,2.53998994,1.843274202,2.653610062,1.954524269,3.799033252,2.843139754,2.041213752,2.210050192,1.181434061,2.180965703,1.123644288,0.705158627,3.89378755,0.373940611,2.538570864,1.182152359,0.312139287,0.894589469,1.072752702,1.818740533,3.016820162,1.158728672,1.39240663,4.303938853,0.626543676,3.794148016,0.750529145,0.2859415,0.929878693,1.026461898,1.93757143,0.28536979,3.073721865,4.172794479,3.368494569,3.371114112,1.718933241,2.516671134,2.484170387,0.045727583,2.72065737,2.533184277,5.894682774,2.66706354,2.092218892,0.316414329,3.244986258,2.64073614,1.483959278,2.069080957,1.562956596,1.996019384,3.90219073,0.140542424,0.793959916,2.561705936,0.112294426,1.145751247,2.228243067,0.524545242,3.909945354,2.043470715,3.172215249,0.224745445,0.155643067,2.360926594,1.67867228,3.97338879,2.96432835,1.273197831,0.042408763,3.352361166,2.586568648,2.251106271,13.51584036,0.871991401,1.589683662,2.130437159,3.979429713,2.758220741,4.382844219,2.875279798,1.927433119,2.178081736,3.126468766,1.666260255,1.299658597,2.884814766,1.249660164,2.68945741,4.346291432,1.861665491,6.950168799,0.813945932,13.55078957,2.646544067,1.999174185,4.901898842,5.406824576,2.505316675,2.974304402,0.813935731,1.403247089,4.790397973,0.702827689,0.226285111,3.610322605,0.13010463,0.112094788,0.243833214,2.269795821,0.326535653,3.120742158,2.969282923,1.654166811,2.365516825,0.652048748,11.01178172,4.204546459,1.770620506,2.140515314,3.083515929,2.574201736,0.531207785,1.514681551,1.808759678,2.830242003,1.515863394,0.861002951,1.617939379,2.82481159,6.739615394,4.18147807,4.792114243,0.679693819,2.03775751,1.248963304,4.1373411,2.729891561,1.1647513,2.73319858,5.713052566,3.256992948,3.871955724,4.003843948,8.710228943,0.629873245,0.561833254,0.276720954,4.322457007,4.606321608,4.455883553,8.136203724,5.660509864,1.222416717,3.111051467,0.240189201,2.744049479,4.245642399,3.658863024,1.648137392,3.442034191,1.437154242,1.091121718,3.597949839,2.730884016,3.392160721,0.352816807,1.21780939,3.02514711,4.006844312,0.198010068,0.334998992,0.06517721,2.12988877,0.442252197,2.184479423,2.976391924,0.368335369,1.055541427,5.727878624,2.643832346,5.620317648,2.313610027,1.913647498,1.891531473,2.961702068,4.627486203,2.063318265,0.058929325,0.107055933,1.831163112,2.512101082,0.894116605,0.256759187,0.140831533,1.890900341,1.932220948,29.57586498,2.819017467,0.215589826,9.425786668,1.732166386,1.140564357,0.049518874,2.28224639,0.589668123,1.263099815,3.900127369,0.127080688,0.951520431,0.920568044,0.047816532,1.693813336,0.257942038,0.009834309,0.65382312,2.068191612,1.902942033,0.820977591,0.969070172,2.137305558,1.5346749,0.299551884,0.208957651,0.448850652,1.345720524,1.578836076,0.480587206,0.778283958,0.807590642,1.472938576,1.092372895,1.148907924,0.736404049,2.358723765,0.825214505,0.547202237,0.597775061,3.124051458,1.024021682,1.357267951,1.205557023,0.391778479,1.109018259,1.688640055,2.323441699,1.444918226,0.414705639,3.014939022,0.069487136,2.298311541,3.721038319,1.046958391,0.389091018,0.874067415,0.147896098,1.02466451,3.017256094,2.776567844,0.139538592,2.860837431,2.330049598,5.834743193,4.337194551,6.942580197,2.055814413,1.777499382,0.032848515,7.632174378,2.513266949,7.450919863,0.479102011,1.364582404,0.097755735,3.307247944,0.781048326,1.621336577,0.917992042,2.953305114,3.525702892,0.395033484,3.222270082,5.675231119,1.01936759,4.346514079,8.712627756,4.33613605,2.887714794,3.895445568,3.171032968,0.15292202,2.507275755,2.427481373,3.251960591,4.680010881,4.86919357,0.18626727,5.1314077,1.1214985,3.659758677,2.04399796,6.429336163,4.537540468,0.466507726,5.249559932,2.814019938,7.112272888,3.0518192,2.835399114,7.193788645,2.701252333,2.521886422,4.355809046,3.733243262,0.98045398,1.370193759,3.390276682,0.670948315,2.636468666,3.310792898,0.497136476,0.324326547,0.155545813,2.420424501,2.281850779,0.834616888,0.432530992,3.311678073,4.756834954,2.777444212,3.424888533,4.474046893,3.714778849,2.174251169,0.181472682,2.684166497,0.714597843,5.589949026,3.96034147,6.292572303,1.599810181,1.082862575,5.227184407,0.97082212,8.818787464,3.58472564,11.58536756,0.406053331,1.054956338,5.797919985,5.364009003,3.441133411,7.326805059,8.791402691,3.048643932,0.533452669
