"","count","group","number"
"218",216,"RA",0.155172413793103
"219",216,"RA",0.157635467980296
"220",216,"RA",0.160098522167488
"221",217,"RA",0.16256157635468
"222",217,"RA",0.165024630541872
"223",217,"RA",0.167487684729064
"224",217,"RA",0.169950738916256
"225",217,"RA",0.172413793103448
"226",217,"RA",0.17487684729064
"227",217,"RA",0.177339901477833
"228",217,"RA",0.179802955665025
"229",217,"RA",0.182266009852217
"230",217,"RA",0.184729064039409
"231",217,"RA",0.187192118226601
"232",217,"RA",0.189655172413793
"233",217,"RA",0.192118226600985
"234",217,"RA",0.194581280788177
"235",218,"RA",0.197044334975369
"236",219,"RA",0.199507389162562
"237",219,"RA",0.201970443349754
"238",219,"RA",0.204433497536946
"239",219,"RA",0.206896551724138
"240",220,"RA",0.20935960591133
"241",220,"RA",0.211822660098522
"242",220,"RA",0.214285714285714
"243",220,"RA",0.216748768472906
"244",220,"RA",0.219211822660099
"245",220,"RA",0.221674876847291
"246",220,"RA",0.224137931034483
"247",220,"RA",0.226600985221675
"248",220,"RA",0.229064039408867
"249",220,"RA",0.231527093596059
"250",220,"RA",0.233990147783251
"251",220,"RA",0.236453201970443
"252",220,"RA",0.238916256157635
"253",221,"RA",0.241379310344828
"254",221,"RA",0.24384236453202
"255",221,"RA",0.246305418719212
"256",221,"RA",0.248768472906404
"257",221,"RA",0.251231527093596
"258",221,"RA",0.253694581280788
"259",221,"RA",0.25615763546798
"260",221,"RA",0.258620689655172
"261",221,"RA",0.261083743842365
"262",221,"RA",0.263546798029557
"263",221,"RA",0.266009852216749
"264",221,"RA",0.268472906403941
"265",221,"RA",0.270935960591133
"266",221,"RA",0.273399014778325
"267",221,"RA",0.275862068965517
"268",221,"RA",0.278325123152709
"269",221,"RA",0.280788177339901
"270",221,"RA",0.283251231527094
"271",221,"RA",0.285714285714286
"272",221,"RA",0.288177339901478
"273",221,"RA",0.29064039408867
"274",221,"RA",0.293103448275862
"275",221,"RA",0.295566502463054
"276",221,"RA",0.298029556650246
"277",221,"RA",0.300492610837438
"278",221,"RA",0.302955665024631
"279",221,"RA",0.305418719211823
"280",221,"RA",0.307881773399015
"281",221,"RA",0.310344827586207
"282",221,"RA",0.312807881773399
"283",221,"RA",0.315270935960591
"284",221,"RA",0.317733990147783
"285",221,"RA",0.320197044334975
"286",221,"RA",0.322660098522167
"287",221,"RA",0.32512315270936
"288",221,"RA",0.327586206896552
"289",221,"RA",0.330049261083744
"290",221,"RA",0.332512315270936
"291",221,"RA",0.334975369458128
"292",221,"RA",0.33743842364532
"293",221,"RA",0.339901477832512
"294",221,"RA",0.342364532019704
"295",221,"RA",0.344827586206897
"296",221,"RA",0.347290640394089
"297",221,"RA",0.349753694581281
"298",221,"RA",0.352216748768473
"299",221,"RA",0.354679802955665
"300",221,"RA",0.357142857142857
"301",221,"RA",0.359605911330049
"302",221,"RA",0.362068965517241
"303",221,"RA",0.364532019704433
"304",221,"RA",0.366995073891626
"305",221,"RA",0.369458128078818
"306",221,"RA",0.37192118226601
"307",221,"RA",0.374384236453202
"308",221,"RA",0.376847290640394
"309",221,"RA",0.379310344827586
"310",221,"RA",0.381773399014778
"311",221,"RA",0.38423645320197
"312",221,"RA",0.386699507389163
"313",221,"RA",0.389162561576355
"314",221,"RA",0.391625615763547
"315",221,"RA",0.394088669950739
"316",221,"RA",0.396551724137931
"317",221,"RA",0.399014778325123
"318",221,"RA",0.401477832512315
"319",221,"RA",0.403940886699507
"320",221,"RA",0.4064039408867
"321",221,"RA",0.408866995073892
"322",221,"RA",0.411330049261084
"323",221,"RA",0.413793103448276
"324",221,"RA",0.416256157635468
"325",221,"RA",0.41871921182266
"326",221,"RA",0.421182266009852
"327",221,"RA",0.423645320197044
"328",221,"RA",0.426108374384236
"329",221,"RA",0.428571428571429
"330",221,"RA",0.431034482758621
"331",221,"RA",0.433497536945813
"332",221,"RA",0.435960591133005
"333",221,"RA",0.438423645320197
"334",221,"RA",0.440886699507389
"335",221,"RA",0.443349753694581
"336",221,"RA",0.445812807881773
"337",221,"RA",0.448275862068966
"338",221,"RA",0.450738916256158
"339",221,"RA",0.45320197044335
"340",221,"RA",0.455665024630542
"341",221,"RA",0.458128078817734
"342",221,"RA",0.460591133004926
"343",221,"RA",0.463054187192118
"344",221,"RA",0.46551724137931
"345",221,"RA",0.467980295566502
"346",221,"RA",0.470443349753695
"347",221,"RA",0.472906403940887
"348",221,"RA",0.475369458128079
"349",221,"RA",0.477832512315271
"350",221,"RA",0.480295566502463
"351",221,"RA",0.482758620689655
"352",221,"RA",0.485221674876847
"353",221,"RA",0.487684729064039
"354",221,"RA",0.490147783251232
"355",221,"RA",0.492610837438424
"356",221,"RA",0.495073891625616
"357",221,"RA",0.497536945812808
"358",221,"RA",0.5
"359",221,"RA",0.502463054187192
"360",221,"RA",0.504926108374384
"361",221,"RA",0.507389162561576
"362",221,"RA",0.509852216748768
"363",221,"RA",0.512315270935961
"364",221,"RA",0.514778325123153
"365",221,"RA",0.517241379310345
"366",221,"RA",0.519704433497537
"367",221,"RA",0.522167487684729
"368",221,"RA",0.524630541871921
"369",221,"RA",0.527093596059113
"370",221,"RA",0.529556650246305
"371",221,"RA",0.532019704433498
"372",221,"RA",0.53448275862069
"373",221,"RA",0.536945812807882
"374",221,"RA",0.539408866995074
"375",221,"RA",0.541871921182266
"376",221,"RA",0.544334975369458
"377",221,"RA",0.54679802955665
"378",221,"RA",0.549261083743842
"379",221,"RA",0.551724137931034
"380",221,"RA",0.554187192118227
"381",221,"RA",0.556650246305419
"382",221,"RA",0.559113300492611
"383",221,"RA",0.561576354679803
"384",221,"RA",0.564039408866995
"385",221,"RA",0.566502463054187
"386",221,"RA",0.568965517241379
"387",221,"RA",0.571428571428571
"388",221,"RA",0.573891625615764
"389",221,"RA",0.576354679802956
"390",221,"RA",0.578817733990148
"391",221,"RA",0.58128078817734
"392",221,"RA",0.583743842364532
"393",221,"RA",0.586206896551724
"394",221,"RA",0.588669950738916
"395",221,"RA",0.591133004926108
"396",221,"RA",0.5935960591133
"397",221,"RA",0.596059113300493
"398",221,"RA",0.598522167487685
"399",221,"RA",0.600985221674877
"400",221,"RA",0.603448275862069
"401",221,"RA",0.605911330049261
"402",221,"RA",0.608374384236453
"403",221,"RA",0.610837438423645
"404",221,"RA",0.613300492610837
"405",221,"RA",0.61576354679803
"406",221,"RA",0.618226600985222
"407",221,"RA",0.620689655172414
"408",221,"RA",0.623152709359606
"409",221,"RA",0.625615763546798
"410",221,"RA",0.62807881773399
"411",221,"RA",0.630541871921182
"412",221,"RA",0.633004926108374
"413",221,"RA",0.635467980295567
"414",221,"RA",0.637931034482759
"415",221,"RA",0.640394088669951
"416",221,"RA",0.642857142857143
"417",221,"RA",0.645320197044335
"418",221,"RA",0.647783251231527
"419",221,"RA",0.650246305418719
"420",221,"RA",0.652709359605911
"421",221,"RA",0.655172413793103
"422",221,"RA",0.657635467980296
"423",221,"RA",0.660098522167488
"424",221,"RA",0.66256157635468
"425",221,"RA",0.665024630541872
"426",221,"RA",0.667487684729064
"427",221,"RA",0.669950738916256
"428",221,"RA",0.672413793103448
"429",221,"RA",0.67487684729064
"430",221,"RA",0.677339901477833
"431",221,"RA",0.679802955665025
"432",221,"RA",0.682266009852217
"433",221,"RA",0.684729064039409
"434",221,"RA",0.687192118226601
"435",221,"RA",0.689655172413793
"436",221,"RA",0.692118226600985
"437",221,"RA",0.694581280788177
"438",221,"RA",0.697044334975369
"439",221,"RA",0.699507389162562
"440",221,"RA",0.701970443349754
"441",221,"RA",0.704433497536946
"442",221,"RA",0.706896551724138
"443",221,"RA",0.70935960591133
"444",221,"RA",0.711822660098522
"445",221,"RA",0.714285714285714
"446",221,"RA",0.716748768472906
"447",221,"RA",0.719211822660099
"448",221,"RA",0.721674876847291
"449",221,"RA",0.724137931034483
"450",221,"RA",0.726600985221675
"451",221,"RA",0.729064039408867
"452",221,"RA",0.731527093596059
"453",221,"RA",0.733990147783251
"454",221,"RA",0.736453201970443
"455",221,"RA",0.738916256157635
"456",221,"RA",0.741379310344828
"457",221,"RA",0.74384236453202
"458",221,"RA",0.746305418719212
"459",221,"RA",0.748768472906404
"460",221,"RA",0.751231527093596
"461",221,"RA",0.753694581280788
"462",221,"RA",0.75615763546798
"463",221,"RA",0.758620689655172
"464",221,"RA",0.761083743842365
"465",221,"RA",0.763546798029557
"466",221,"RA",0.766009852216749
"467",221,"RA",0.768472906403941
"468",221,"RA",0.770935960591133
"469",221,"RA",0.773399014778325
"470",221,"RA",0.775862068965517
"471",221,"RA",0.778325123152709
"472",221,"RA",0.780788177339901
"473",221,"RA",0.783251231527094
"474",221,"RA",0.785714285714286
"475",221,"RA",0.788177339901478
"476",221,"RA",0.79064039408867
"477",221,"RA",0.793103448275862
"478",221,"RA",0.795566502463054
"479",221,"RA",0.798029556650246
"480",221,"RA",0.800492610837438
"481",221,"RA",0.802955665024631
"482",221,"RA",0.805418719211823
"483",221,"RA",0.807881773399015
"484",221,"RA",0.810344827586207
"485",221,"RA",0.812807881773399
"486",221,"RA",0.815270935960591
"487",221,"RA",0.817733990147783
"488",221,"RA",0.820197044334975
"489",221,"RA",0.822660098522167
"490",221,"RA",0.82512315270936
"491",221,"RA",0.827586206896552
"492",221,"RA",0.830049261083744
"493",221,"RA",0.832512315270936
"494",221,"RA",0.834975369458128
"495",221,"RA",0.83743842364532
"496",221,"RA",0.839901477832512
"497",221,"RA",0.842364532019704
"498",221,"RA",0.844827586206897
"499",221,"RA",0.847290640394089
"500",221,"RA",0.849753694581281
"501",221,"RA",0.852216748768473
"502",221,"RA",0.854679802955665
"503",221,"RA",0.857142857142857
"504",221,"RA",0.859605911330049
"505",221,"RA",0.862068965517241
"506",221,"RA",0.864532019704433
"507",221,"RA",0.866995073891626
"508",221,"RA",0.869458128078818
"509",221,"RA",0.87192118226601
"510",221,"RA",0.874384236453202
"511",221,"RA",0.876847290640394
"512",221,"RA",0.879310344827586
"513",221,"RA",0.881773399014778
"514",221,"RA",0.88423645320197
"515",221,"RA",0.886699507389163
"516",221,"RA",0.889162561576355
"517",221,"RA",0.891625615763547
"518",221,"RA",0.894088669950739
"519",221,"RA",0.896551724137931
"520",221,"RA",0.899014778325123
"521",221,"RA",0.901477832512315
"522",221,"RA",0.903940886699507
"523",221,"RA",0.9064039408867
"524",221,"RA",0.908866995073892
"525",221,"RA",0.911330049261084
"526",221,"RA",0.913793103448276
"527",221,"RA",0.916256157635468
"528",221,"RA",0.91871921182266
"529",221,"RA",0.921182266009852
"530",221,"RA",0.923645320197044
"531",221,"RA",0.926108374384236
"532",221,"RA",0.928571428571429
"533",221,"RA",0.931034482758621
"534",221,"RA",0.933497536945813
"535",221,"RA",0.935960591133005
"536",221,"RA",0.938423645320197
"537",221,"RA",0.940886699507389
"538",221,"RA",0.943349753694581
"539",221,"RA",0.945812807881773
"540",221,"RA",0.948275862068966
"541",221,"RA",0.950738916256158
"542",221,"RA",0.95320197044335
"543",221,"RA",0.955665024630542
"544",221,"RA",0.958128078817734
"545",221,"RA",0.960591133004926
"546",221,"RA",0.963054187192118
"547",221,"RA",0.96551724137931
"548",221,"RA",0.967980295566502
"549",221,"RA",0.970443349753695
"550",221,"RA",0.972906403940887
"551",221,"RA",0.975369458128079
"552",221,"RA",0.977832512315271
"553",221,"RA",0.980295566502463
"554",221,"RA",0.982758620689655
"555",221,"RA",0.985221674876847
"556",221,"RA",0.987684729064039
"557",221,"RA",0.990147783251232
"558",221,"RA",0.992610837438424
"559",221,"RA",0.995073891625616
"560",221,"RA",0.997536945812808
"561",221,"RA",1
