"i","train_auc_full","acc_train_full","test_auc_full","acc_test_full","train_cutoff_full","test_cutoff_full","Sens_train","Spec_train","PPV_train","NPV_train","Sens_test","Spec_test","PPV_test","NPV_test"
19,0.996240601503759,0.96969696969697,0.895833333333333,0.928571428571429,0.419701340721797,0.406488137136336,100,94.7,93.3,100,100,87.5,85.7,100
20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,0.996240601503759,0.96969696969697,0.875,0.857142857142857,0.41774746961936,0.409764907523702,100,94.7,93.3,100,83.3,87.5,83.3,87.5
22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,0.996240601503759,0.96969696969697,0.75,0.785714285714286,0.428612487696382,0.404215135027303,100,94.7,93.3,100,83.3,75,71.4,85.7
25,0.992481203007519,0.96969696969697,0.958333333333333,0.928571428571429,0.44657968716203,0.41398279334971,92.9,100,100,95,100,87.5,85.7,100
26,0.984962406015038,0.939393939393939,0.833333333333333,0.785714285714286,0.40028307032436,0.386238027023731,100,89.5,87.5,100,100,62.5,66.7,100
27,0.988721804511278,0.96969696969697,0.8125,0.785714285714286,0.436805291850529,0.40611504015534,100,94.7,93.3,100,100,62.5,66.7,100
28,0.988721804511278,0.96969696969697,0.958333333333333,0.928571428571429,0.436958180164711,0.433666462382742,92.9,100,100,95,100,87.5,85.7,100
29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,0.981203007518797,0.939393939393939,0.916666666666667,0.857142857142857,0.389377498830423,0.456779711466472,100,89.5,87.5,100,83.3,87.5,83.3,87.5
32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,0.992481203007519,0.96969696969697,0.791666666666667,0.785714285714286,0.431199148596559,0.380711883567857,100,94.7,93.3,100,100,62.5,66.7,100
35,0.996240601503759,0.96969696969697,0.979166666666667,0.928571428571429,0.432723922957688,0.435526365629639,100,94.7,93.3,100,100,87.5,85.7,100
36,0.992481203007519,0.96969696969697,0.875,0.857142857142857,0.457870738393301,0.429881885051539,92.9,100,100,95,83.3,87.5,83.3,87.5
37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,0.981203007518797,0.939393939393939,0.9375,0.857142857142857,0.409166772330251,0.410230754553676,100,89.5,87.5,100,100,75,75,100
40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,0.996240601503759,0.96969696969697,0.9375,0.857142857142857,0.423722982812961,0.43480601843113,100,94.7,93.3,100,100,75,75,100
58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,0.992481203007519,0.96969696969697,0.8125,0.785714285714286,0.447118559891822,0.468123211655789,92.9,100,100,95,66.7,87.5,80,77.8
61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,0.984962406015038,0.939393939393939,0.958333333333333,0.928571428571429,0.413239163993334,0.439847044533877,100,89.5,87.5,100,83.3,100,100,88.9
67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,0.992481203007519,0.96969696969697,0.833333333333333,0.785714285714286,0.464137955591135,0.420970193353072,92.9,100,100,95,83.3,75,71.4,85.7
69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,0.992481203007519,0.96969696969697,0.645833333333333,0.642857142857143,0.437753803531577,0.40560813356981,92.9,100,100,95,83.3,50,55.6,80
73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,0.992481203007519,0.96969696969697,0.854166666666667,0.857142857142857,0.432838054175083,0.396336542875532,92.9,100,100,95,83.3,87.5,83.3,87.5
80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,0.988721804511278,0.96969696969697,0.729166666666667,0.714285714285714,0.412009433168738,0.450963160821533,100,94.7,93.3,100,66.7,75,66.7,75
82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,0.984962406015038,0.939393939393939,0.666666666666667,0.714285714285714,0.410963847819431,0.40433499785477,100,89.5,87.5,100,100,50,60,100
89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,0.996240601503759,0.96969696969697,0.770833333333333,0.785714285714286,0.413646279244506,0.396118148086271,100,94.7,93.3,100,100,62.5,66.7,100
92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,0.973684210526316,0.909090909090909,0.6875,0.642857142857143,0.386884110135436,0.373995963529345,100,84.2,82.4,100,100,37.5,54.5,100
94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,0.992481203007519,0.96969696969697,0.833333333333333,0.785714285714286,0.445482054041467,0.381398177492283,92.9,100,100,95,100,62.5,66.7,100
96,0.996240601503759,0.96969696969697,0.895833333333333,0.857142857142857,0.42289509781861,0.458342925649037,100,94.7,93.3,100,66.7,100,100,80
97,0.996240601503759,0.96969696969697,0.854166666666667,0.857142857142857,0.417751452703906,0.44434408176776,100,94.7,93.3,100,66.7,100,100,80
98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
