"i","train_auc_full","acc_train_full","test_auc_full","acc_test_full","train_cutoff_full","test_cutoff_full","Sens_train","Spec_train","PPV_train","NPV_train","Sens_test","Spec_test","PPV_test","NPV_test"
1,0.992481203007519,0.96969696969697,0.9375,0.857142857142857,0.451279723513478,0.387076173698854,92.9,100,100,95,100,75,75,100
2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,0.981203007518797,0.939393939393939,0.833333333333333,0.785714285714286,0.403351856452194,0.412109154028436,100,89.5,87.5,100,100,62.5,66.7,100
4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,0.996240601503759,0.96969696969697,0.9375,0.928571428571429,0.429036741092632,0.450524917680194,100,94.7,93.3,100,100,87.5,85.7,100
6,0.981203007518797,0.939393939393939,0.895833333333333,0.857142857142857,0.423158450346742,0.445768967199789,100,89.5,87.5,100,83.3,87.5,83.3,87.5
7,0.996240601503759,0.96969696969697,0.958333333333333,0.928571428571429,0.420150204464561,0.399968788730067,100,94.7,93.3,100,100,87.5,85.7,100
8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,0.996240601503759,0.96969696969697,0.770833333333333,0.714285714285714,0.410201980591698,0.389811590352113,100,94.7,93.3,100,100,50,60,100
15,0.992481203007519,0.96969696969697,0.791666666666667,0.785714285714286,0.447898845538539,0.469685056611453,92.9,100,100,95,66.7,87.5,80,77.8
16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,0.984962406015038,0.939393939393939,0.8125,0.785714285714286,0.41263831128844,0.397630581851078,100,89.5,87.5,100,100,62.5,66.7,100
18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,0.996240601503759,0.96969696969697,0.895833333333333,0.928571428571429,0.419947866149979,0.406877208311016,100,94.7,93.3,100,100,87.5,85.7,100
20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,0.996240601503759,0.96969696969697,0.875,0.857142857142857,0.418297433145595,0.410440249591476,100,94.7,93.3,100,83.3,87.5,83.3,87.5
22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,0.996240601503759,0.96969696969697,0.75,0.785714285714286,0.428658779154765,0.404127289367067,100,94.7,93.3,100,83.3,75,71.4,85.7
25,0.992481203007519,0.96969696969697,0.958333333333333,0.928571428571429,0.446436544565932,0.414347580919598,92.9,100,100,95,100,87.5,85.7,100
26,0.984962406015038,0.939393939393939,0.8125,0.714285714285714,0.399943172272433,0.38583268290714,100,89.5,87.5,100,100,50,60,100
27,0.992481203007519,0.96969696969697,0.8125,0.785714285714286,0.436197493694751,0.407161640451131,100,94.7,93.3,100,100,62.5,66.7,100
28,0.988721804511278,0.96969696969697,0.9375,0.928571428571429,0.436348025741236,0.431878594896066,92.9,100,100,95,100,87.5,85.7,100
29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,0.981203007518797,0.939393939393939,0.916666666666667,0.857142857142857,0.390612385688416,0.417882306407332,100,89.5,87.5,100,100,75,75,100
32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,0.992481203007519,0.96969696969697,0.770833333333333,0.785714285714286,0.432718148670065,0.381834670179641,100,94.7,93.3,100,100,62.5,66.7,100
35,0.996240601503759,0.96969696969697,0.958333333333333,0.928571428571429,0.434664433788906,0.43718411443278,100,94.7,93.3,100,100,87.5,85.7,100
36,0.992481203007519,0.96969696969697,0.875,0.857142857142857,0.460801085462696,0.43198818134622,92.9,100,100,95,83.3,87.5,83.3,87.5
37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,0.981203007518797,0.939393939393939,0.916666666666667,0.857142857142857,0.40997620431298,0.408976589896229,100,89.5,87.5,100,100,75,75,100
40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,0.996240601503759,0.96969696969697,0.916666666666667,0.857142857142857,0.425199946176064,0.454112541967459,100,94.7,93.3,100,83.3,87.5,83.3,87.5
58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,0.992481203007519,0.96969696969697,0.8125,0.785714285714286,0.447352649435936,0.466144451716248,92.9,100,100,95,66.7,87.5,80,77.8
61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
