"i","train_auc_full","acc_train_full","test_auc_full","acc_test_full","train_cutoff_full","test_cutoff_full","Sens_train","Spec_train","PPV_train","NPV_train","Sens_test","Spec_test","PPV_test","NPV_test"
40,0.87593984962406,0.818181818181818,0.8125,0.785714285714286,0.420039671074772,0.175091035344034,78.6,84.2,78.6,84.2,100,62.5,66.7,100
41,0.909774436090226,0.878787878787879,0.729166666666667,0.785714285714286,0.456981699708977,0.679325454041964,85.7,89.5,85.7,89.5,66.7,87.5,80,77.8
42,0.894736842105263,0.818181818181818,0.666666666666667,0.785714285714286,0.375880679525818,0.838156383982998,92.9,73.7,72.2,93.3,50,100,100,72.7
43,0.819548872180451,0.787878787878788,0.916666666666667,0.857142857142857,0.435456510177053,0.318837744867158,78.6,78.9,73.3,83.3,100,75,75,100
44,0.804511278195489,0.727272727272727,0.958333333333333,0.928571428571429,0.352363454964066,0.651410550610116,92.9,57.9,61.9,91.7,100,87.5,85.7,100
45,0.864661654135338,0.818181818181818,0.875,0.857142857142857,0.408795855846005,0.365084293507958,85.7,78.9,75,88.2,83.3,87.5,83.3,87.5
46,0.804511278195489,0.757575757575758,0.979166666666667,0.928571428571429,0.433333235951064,0.44416862012554,64.3,84.2,75,76.2,100,87.5,85.7,100
47,0.766917293233083,0.727272727272727,0.979166666666667,0.928571428571429,0.443893557684216,0.332199666085281,71.4,73.7,66.7,77.8,100,87.5,85.7,100
48,0.849624060150376,0.818181818181818,0.854166666666667,0.857142857142857,0.633689601699559,0.471408192854858,57.1,100,100,76,100,75,75,100
49,0.827067669172932,0.757575757575758,0.958333333333333,0.928571428571429,0.346548033906895,0.420274520194678,92.9,63.2,65,92.3,83.3,100,100,88.9
50,0.883458646616541,0.848484848484849,0.854166666666667,0.785714285714286,0.386386830048089,0.193267987033617,85.7,84.2,80,88.9,100,62.5,66.7,100
51,0.906015037593985,0.878787878787879,0.75,0.785714285714286,0.416853132941907,0.251964127228174,92.9,84.2,81.2,94.1,100,62.5,66.7,100
52,0.898496240601504,0.818181818181818,0.729166666666667,0.785714285714286,0.412033660095474,0.86199096208419,85.7,78.9,75,88.2,50,100,100,72.7
53,0.902255639097744,0.848484848484849,0.770833333333333,0.714285714285714,0.405428010310712,0.486443086762768,85.7,84.2,80,88.9,83.3,62.5,62.5,83.3
54,0.815789473684211,0.727272727272727,0.958333333333333,0.928571428571429,0.327950004615169,0.429201606424705,92.9,57.9,61.9,91.7,83.3,100,100,88.9
55,0.924812030075188,0.818181818181818,0.625,0.714285714285714,0.270033799994699,0.408124115638669,100,68.4,70,100,50,87.5,75,70
56,0.883458646616541,0.818181818181818,0.833333333333333,0.785714285714286,0.452892739713421,0.244553036563484,78.6,84.2,78.6,84.2,100,62.5,66.7,100
57,0.868421052631579,0.818181818181818,0.791666666666667,0.785714285714286,0.42677933444615,0.69525047200683,78.6,84.2,78.6,84.2,66.7,87.5,80,77.8
58,0.879699248120301,0.848484848484849,0.833333333333333,0.857142857142857,0.530224410312213,0.427507888002745,71.4,94.7,90.9,81.8,83.3,87.5,83.3,87.5
59,0.943609022556391,0.909090909090909,0.604166666666667,0.642857142857143,0.4882193437088,0.249050293961423,85.7,94.7,92.3,90,100,37.5,54.5,100
60,0.860902255639098,0.818181818181818,0.833333333333333,0.857142857142857,0.460716493349812,0.618705571267085,78.6,84.2,78.6,84.2,66.7,100,100,80
61,0.793233082706767,0.727272727272727,0.958333333333333,0.928571428571429,0.360480308788106,0.441737192398415,85.7,63.2,63.2,85.7,100,87.5,85.7,100
62,0.917293233082707,0.848484848484849,0.708333333333333,0.714285714285714,0.485979944568765,0.452243800294549,78.6,89.5,84.6,85,83.3,62.5,62.5,83.3
63,0.868421052631579,0.818181818181818,0.833333333333333,0.857142857142857,0.382164734945097,0.317712080644078,85.7,78.9,75,88.2,83.3,87.5,83.3,87.5
64,0.87593984962406,0.848484848484849,0.75,0.857142857142857,0.444753958802964,0.761479572944684,78.6,89.5,84.6,85,66.7,100,100,80
65,0.868421052631579,0.818181818181818,0.895833333333333,0.857142857142857,0.398147540648872,0.489266181764245,85.7,78.9,75,88.2,83.3,87.5,83.3,87.5
66,0.857142857142857,0.848484848484849,0.833333333333333,0.785714285714286,0.463486953020887,0.314455896599462,78.6,89.5,84.6,85,100,62.5,66.7,100
67,0.890977443609023,0.878787878787879,0.75,0.785714285714286,0.418573714389852,0.731349084469677,92.9,84.2,81.2,94.1,50,100,100,72.7
68,0.845864661654135,0.757575757575758,0.895833333333333,0.857142857142857,0.323358638347575,0.427043930024869,92.9,63.2,65,92.3,83.3,87.5,83.3,87.5
69,0.857142857142857,0.787878787878788,0.8125,0.857142857142857,0.395906272068858,0.441616096941949,85.7,73.7,70.6,87.5,66.7,100,100,80
70,0.857142857142857,0.818181818181818,0.854166666666667,0.785714285714286,0.455119714188104,0.325443809441767,78.6,84.2,78.6,84.2,100,62.5,66.7,100
71,0.969924812030075,0.909090909090909,0.583333333333333,0.714285714285714,0.357434787567526,0.165027000937107,92.9,89.5,86.7,94.4,100,50,60,100
72,0.860902255639098,0.818181818181818,0.8125,0.857142857142857,0.425673243182068,0.511820424632592,78.6,84.2,78.6,84.2,66.7,100,100,80
73,0.917293233082707,0.878787878787879,0.6875,0.642857142857143,0.385282629513542,0.172172329261614,92.9,84.2,81.2,94.1,100,37.5,54.5,100
74,0.87593984962406,0.848484848484849,0.8125,0.785714285714286,0.379495942230036,0.484671605662957,92.9,78.9,76.5,93.8,66.7,87.5,80,77.8
75,0.853383458646617,0.818181818181818,0.895833333333333,0.857142857142857,0.425752246344486,0.295492719271237,78.6,84.2,78.6,84.2,100,75,75,100
76,0.894736842105263,0.818181818181818,0.854166666666667,0.857142857142857,0.309238618604816,0.730826283390772,100,68.4,70,100,83.3,87.5,83.3,87.5
77,0.845864661654135,0.757575757575758,0.895833333333333,0.857142857142857,0.291643359375154,0.521685034961595,100,57.9,63.6,100,66.7,100,100,80
78,0.890977443609023,0.787878787878788,0.8125,0.785714285714286,0.269976948801617,0.267732386509306,100,63.2,66.7,100,100,62.5,66.7,100
79,0.860902255639098,0.787878787878788,0.8125,0.785714285714286,0.37309394562899,0.420270023933784,85.7,73.7,70.6,87.5,66.7,87.5,80,77.8
80,0.879699248120301,0.787878787878788,0.833333333333333,0.785714285714286,0.342361827114691,0.242113432605019,92.9,68.4,68.4,92.9,100,62.5,66.7,100
81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,0.860902255639098,0.818181818181818,0.833333333333333,0.785714285714286,0.48738876356722,0.472052646988991,71.4,89.5,83.3,81,83.3,75,71.4,85.7
83,0.913533834586466,0.878787878787879,0.645833333333333,0.642857142857143,0.395934931103713,0.0714106296841275,85.7,89.5,85.7,89.5,100,37.5,54.5,100
84,0.87218045112782,0.787878787878788,0.875,0.857142857142857,0.329423419294787,0.4108865027945,92.9,68.4,68.4,92.9,66.7,100,100,80
85,0.838345864661654,0.757575757575758,0.895833333333333,0.857142857142857,0.338197126146552,0.614616911263098,92.9,63.2,65,92.3,83.3,87.5,83.3,87.5
86,0.898496240601504,0.848484848484849,0.770833333333333,0.714285714285714,0.440556996783811,0.24918397006025,78.6,89.5,84.6,85,100,50,60,100
87,0.909774436090226,0.818181818181818,0.666666666666667,0.785714285714286,0.354469432928761,0.419302365657419,92.9,73.7,72.2,93.3,83.3,75,71.4,85.7
88,0.834586466165414,0.787878787878788,0.916666666666667,0.857142857142857,0.511722480998555,0.374936974636477,64.3,89.5,81.8,77.3,100,75,75,100
89,0.909774436090226,0.848484848484849,0.6875,0.714285714285714,0.426606011732961,0.374279019753726,92.9,78.9,76.5,93.8,83.3,62.5,62.5,83.3
90,0.864661654135338,0.818181818181818,0.875,0.785714285714286,0.474668106582453,0.300473066082474,71.4,89.5,83.3,81,100,62.5,66.7,100
91,0.902255639097744,0.848484848484849,0.75,0.714285714285714,0.4294694629072,0.619561291202814,85.7,84.2,80,88.9,66.7,75,66.7,75
92,0.853383458646617,0.787878787878788,0.8125,0.857142857142857,0.417263163088248,0.389037638279376,78.6,78.9,73.3,83.3,83.3,87.5,83.3,87.5
93,0.864661654135338,0.848484848484849,0.833333333333333,0.785714285714286,0.420126294178692,0.545633772976883,85.7,84.2,80,88.9,66.7,87.5,80,77.8
94,0.842105263157895,0.787878787878788,0.875,0.857142857142857,0.413199806973243,0.403887031510975,78.6,78.9,73.3,83.3,83.3,87.5,83.3,87.5
95,0.917293233082707,0.878787878787879,0.645833333333333,0.642857142857143,0.373911657763095,0.167684437115363,92.9,84.2,81.2,94.1,100,37.5,54.5,100
96,0.87218045112782,0.787878787878788,0.791666666666667,0.785714285714286,0.325655122543199,0.664797562079409,92.9,68.4,68.4,92.9,50,100,100,72.7
97,0.864661654135338,0.818181818181818,0.8125,0.785714285714286,0.379636188539157,0.442905366508396,85.7,78.9,75,88.2,66.7,87.5,80,77.8
98,0.921052631578947,0.878787878787879,0.6875,0.642857142857143,0.322060314571387,0.214002234052317,100,78.9,77.8,100,100,37.5,54.5,100
99,0.834586466165414,0.787878787878788,0.875,0.857142857142857,0.449186304130744,0.404792299065899,64.3,89.5,81.8,77.3,83.3,87.5,83.3,87.5
100,0.902255639097744,0.848484848484849,0.791666666666667,0.714285714285714,0.378202596173096,0.224351917430659,92.9,78.9,76.5,93.8,100,50,60,100
