"i","train_auc_full","acc_train_full","test_auc_full","acc_test_full","train_cutoff_full","test_cutoff_full","Sens_train","Spec_train","PPV_train","NPV_train","Sens_test","Spec_test","PPV_test","NPV_test"
35,0.977443609022556,0.96969696969697,0.895833333333333,0.928571428571429,0.560973865342629,0.539393807248395,100,94.7,93.3,100,83.3,100,100,88.9
36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,0.973684210526316,0.939393939393939,0.895833333333333,0.857142857142857,0.482234384633761,0.605919155741631,92.9,94.7,92.9,94.7,83.3,87.5,83.3,87.5
38,0.954887218045113,0.939393939393939,0.958333333333333,0.928571428571429,0.573362518604522,0.578160119425945,92.9,94.7,92.9,94.7,83.3,100,100,88.9
39,0.973684210526316,0.939393939393939,0.916666666666667,0.857142857142857,0.460737967552287,0.399013685518992,92.9,94.7,92.9,94.7,100,75,75,100
40,0.984962406015038,0.96969696969697,0.75,0.785714285714286,0.647597351565778,0.824598126000853,92.9,100,100,95,50,100,100,72.7
41,0.966165413533835,0.939393939393939,0.9375,0.928571428571429,0.52042215077339,0.549194878598411,92.9,94.7,92.9,94.7,100,87.5,85.7,100
42,0.977443609022556,0.939393939393939,0.895833333333333,0.857142857142857,0.342626016382091,0.475234976471897,100,89.5,87.5,100,83.3,87.5,83.3,87.5
43,0.977443609022556,0.939393939393939,0.979166666666667,0.928571428571429,0.450112639145466,0.153019222191953,100,89.5,87.5,100,100,87.5,85.7,100
44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,0.981203007518797,0.96969696969697,0.9375,0.928571428571429,0.5962700769071,0.627418216095048,92.9,100,100,95,83.3,100,100,88.9
46,0.951127819548872,0.939393939393939,0.979166666666667,0.928571428571429,0.529951842123803,0.210361909558806,92.9,94.7,92.9,94.7,100,87.5,85.7,100
47,0.977443609022556,0.96969696969697,0.8125,0.785714285714286,0.549373062131878,0.209903261458171,92.9,100,100,95,100,62.5,66.7,100
48,0.962406015037594,0.939393939393939,0.916666666666667,0.857142857142857,0.423631544106958,0.44033052478152,92.9,94.7,92.9,94.7,100,75,75,100
49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,0.996240601503759,0.96969696969697,0.854166666666667,0.785714285714286,0.599547726956112,0.104066442048506,100,94.7,93.3,100,100,62.5,66.7,100
52,0.992481203007519,0.96969696969697,0.854166666666667,0.785714285714286,0.5997643778629,0.393993123448148,92.9,100,100,95,100,62.5,66.7,100
53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,0.969924812030075,0.939393939393939,0.895833333333333,0.928571428571429,0.566564544916726,0.580852049452421,85.7,100,100,90.5,83.3,100,100,88.9
55,0.969924812030075,0.939393939393939,0.833333333333333,0.785714285714286,0.429060429013505,0.263921481563679,92.9,94.7,92.9,94.7,100,62.5,66.7,100
56,0.969924812030075,0.96969696969697,0.875,0.857142857142857,0.601527110632189,0.185734291206273,92.9,100,100,95,100,75,75,100
57,0.977443609022556,0.96969696969697,0.979166666666667,0.928571428571429,0.363914846643975,0.590445144271455,100,94.7,93.3,100,100,87.5,85.7,100
58,0.984962406015038,0.96969696969697,0.895833333333333,0.857142857142857,0.470623322196006,0.417031940267984,100,94.7,93.3,100,83.3,87.5,83.3,87.5
59,0.988721804511278,0.96969696969697,0.854166666666667,0.785714285714286,0.640750721330039,0.430343185648225,92.9,100,100,95,100,62.5,66.7,100
60,0.966165413533835,0.939393939393939,0.895833333333333,0.928571428571429,0.580053163996383,0.386316161633264,92.9,94.7,92.9,94.7,83.3,100,100,88.9
61,0.954887218045113,0.939393939393939,0.958333333333333,0.928571428571429,0.491477935591631,0.513304387998076,92.9,94.7,92.9,94.7,83.3,100,100,88.9
62,0.984962406015038,0.96969696969697,0.791666666666667,0.785714285714286,0.642083902282898,0.294442720933731,92.9,100,100,95,100,62.5,66.7,100
63,0.966165413533835,0.909090909090909,0.875,0.857142857142857,0.417775334962423,0.457187035824695,92.9,89.5,86.7,94.4,83.3,87.5,83.3,87.5
64,0.969924812030075,0.939393939393939,0.916666666666667,0.857142857142857,0.388146481731218,0.482767385244199,100,89.5,87.5,100,83.3,87.5,83.3,87.5
65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,0.973684210526316,0.939393939393939,0.916666666666667,0.857142857142857,0.510376974390709,0.226319788930546,92.9,94.7,92.9,94.7,100,75,75,100
67,0.966165413533835,0.96969696969697,0.979166666666667,0.928571428571429,0.624084436798571,0.291035060643574,92.9,100,100,95,100,87.5,85.7,100
68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,0.988721804511278,0.96969696969697,0.958333333333333,0.928571428571429,0.589354071354987,0.0802352038537578,100,94.7,93.3,100,100,87.5,85.7,100
70,0.962406015037594,0.939393939393939,0.916666666666667,0.857142857142857,0.54922667218911,0.348549614364696,92.9,94.7,92.9,94.7,83.3,87.5,83.3,87.5
71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,0.984962406015038,0.96969696969697,0.875,0.857142857142857,0.566985173342286,0.452781688347646,92.9,100,100,95,66.7,100,100,80
73,0.977443609022556,0.96969696969697,0.854166666666667,0.857142857142857,0.595356091346149,0.619066130697953,92.9,100,100,95,83.3,87.5,83.3,87.5
74,0.977443609022556,0.96969696969697,0.895833333333333,0.928571428571429,0.529546304801184,0.563056106874632,100,94.7,93.3,100,83.3,100,100,88.9
75,0.981203007518797,0.939393939393939,0.9375,0.928571428571429,0.445239152948708,0.517525642848888,100,89.5,87.5,100,83.3,100,100,88.9
76,0.992481203007519,0.96969696969697,0.916666666666667,0.857142857142857,0.500698002590611,0.618316184955566,92.9,100,100,95,100,75,75,100
77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,0.981203007518797,0.96969696969697,0.9375,0.928571428571429,0.576526045431272,0.865910553361933,92.9,100,100,95,83.3,100,100,88.9
79,0.969924812030075,0.909090909090909,0.979166666666667,0.928571428571429,0.468694604777195,0.328795181536227,92.9,89.5,86.7,94.4,100,87.5,85.7,100
80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,0.962406015037594,0.96969696969697,0.916666666666667,0.857142857142857,0.559412399104025,0.169432178608665,92.9,100,100,95,100,75,75,100
82,0.981203007518797,0.96969696969697,0.958333333333333,0.928571428571429,0.597217613076092,0.946099187210604,92.9,100,100,95,83.3,100,100,88.9
83,0.969924812030075,0.939393939393939,0.770833333333333,0.785714285714286,0.538567632760538,0.533465103345324,92.9,94.7,92.9,94.7,50,100,100,72.7
84,0.988721804511278,0.939393939393939,0.708333333333333,0.785714285714286,0.311413519594437,0.725957903042104,100,89.5,87.5,100,50,100,100,72.7
85,0.962406015037594,0.939393939393939,0.979166666666667,0.928571428571429,0.561797704087503,0.665505205480667,92.9,94.7,92.9,94.7,100,87.5,85.7,100
86,0.954887218045113,0.939393939393939,0.9375,0.928571428571429,0.541996049836771,0.586269856251008,92.9,94.7,92.9,94.7,100,87.5,85.7,100
87,0.962406015037594,0.96969696969697,0.854166666666667,0.857142857142857,0.509967382423971,0.267836635343431,92.9,100,100,95,100,75,75,100
88,0.958646616541353,0.909090909090909,0.958333333333333,0.928571428571429,0.421997622189632,0.438751357978682,92.9,89.5,86.7,94.4,83.3,100,100,88.9
89,0.966165413533835,0.96969696969697,0.8125,0.785714285714286,0.599568475974099,0.332594204201368,92.9,100,100,95,83.3,75,71.4,85.7
90,0.969924812030075,0.939393939393939,0.895833333333333,0.857142857142857,0.330230780658163,0.608383603471374,100,89.5,87.5,100,83.3,87.5,83.3,87.5
91,0.981203007518797,0.96969696969697,0.8125,0.714285714285714,0.536692660320798,0.353748911873593,92.9,100,100,95,100,50,60,100
92,0.977443609022556,0.939393939393939,0.916666666666667,0.857142857142857,0.491553742076686,0.245918211926403,92.9,94.7,92.9,94.7,100,75,75,100
93,0.981203007518797,0.939393939393939,0.916666666666667,0.857142857142857,0.473420271435325,0.467797985334993,92.9,94.7,92.9,94.7,83.3,87.5,83.3,87.5
94,0.913533834586466,0.878787878787879,0.979166666666667,0.928571428571429,0.473953535721948,0.418189077023054,85.7,89.5,85.7,89.5,100,87.5,85.7,100
95,0.977443609022556,0.939393939393939,0.875,0.785714285714286,0.4232240403123,0.169061748044682,100,89.5,87.5,100,100,62.5,66.7,100
96,0.981203007518797,0.939393939393939,0.833333333333333,0.857142857142857,0.482116380267992,0.28633326363452,92.9,94.7,92.9,94.7,100,75,75,100
97,0.973684210526316,0.939393939393939,0.9375,0.928571428571429,0.448309033086122,0.333531613241215,92.9,94.7,92.9,94.7,100,87.5,85.7,100
98,0.984962406015038,0.96969696969697,0.854166666666667,0.857142857142857,0.561009216181046,0.351902963483273,100,94.7,93.3,100,66.7,100,100,80
99,0.958646616541353,0.939393939393939,0.979166666666667,0.928571428571429,0.525947533710036,0.337913001866679,92.9,94.7,92.9,94.7,100,87.5,85.7,100
100,0.984962406015038,0.96969696969697,0.833333333333333,0.857142857142857,0.555585821155159,0.394245399147233,100,94.7,93.3,100,66.7,100,100,80
