"i","train_auc_full","acc_train_full","test_auc_full","acc_test_full","train_cutoff_full","test_cutoff_full","Sens_train","Spec_train","PPV_train","NPV_train","Sens_test","Spec_test","PPV_test","NPV_test"
1,0.932330827067669,0.848484848484849,0.854166666666667,0.857142857142857,0.40641294563248,0.238480633696685,85.7,84.2,80,88.9,100,75,75,100
2,0.883458646616541,0.818181818181818,0.9375,0.928571428571429,0.402912930426071,0.500763059436276,85.7,78.9,75,88.2,83.3,100,100,88.9
3,0.906015037593985,0.848484848484849,0.958333333333333,0.928571428571429,0.373775051731338,0.755511434680501,92.9,78.9,76.5,93.8,83.3,100,100,88.9
4,0.909774436090226,0.878787878787879,0.770833333333333,0.785714285714286,0.423809551167733,0.451161126584269,92.9,84.2,81.2,94.1,66.7,87.5,80,77.8
5,0.883458646616541,0.878787878787879,0.9375,0.857142857142857,0.420181316385289,0.265813677256519,92.9,84.2,81.2,94.1,100,75,75,100
6,0.93984962406015,0.878787878787879,0.833333333333333,0.857142857142857,0.349982040872165,0.403516440042662,92.9,84.2,81.2,94.1,83.3,87.5,83.3,87.5
7,0.906015037593985,0.818181818181818,0.875,0.857142857142857,0.321862082179012,0.443588917807916,100,68.4,70,100,66.7,100,100,80
8,0.913533834586466,0.878787878787879,0.895833333333333,0.857142857142857,0.424679725995544,0.476147322408587,85.7,89.5,85.7,89.5,83.3,87.5,83.3,87.5
9,0.902255639097744,0.878787878787879,0.833333333333333,0.857142857142857,0.416242363933173,0.44331291109136,92.9,84.2,81.2,94.1,66.7,100,100,80
10,0.928571428571429,0.878787878787879,0.916666666666667,0.857142857142857,0.48240423628878,0.69489178507346,78.6,94.7,91.7,85.7,83.3,87.5,83.3,87.5
11,0.917293233082707,0.818181818181818,0.854166666666667,0.785714285714286,0.279085013969245,0.435257412745185,100,68.4,70,100,83.3,75,71.4,85.7
12,0.93984962406015,0.878787878787879,0.854166666666667,0.857142857142857,0.367622914602244,0.690288423358097,85.7,89.5,85.7,89.5,83.3,87.5,83.3,87.5
13,0.947368421052632,0.939393939393939,0.75,0.785714285714286,0.460356283951833,0.570607461741007,100,89.5,87.5,100,66.7,87.5,80,77.8
14,0.93609022556391,0.848484848484849,0.729166666666667,0.714285714285714,0.347969037528207,0.208841518647493,100,73.7,73.7,100,100,50,60,100
15,0.902255639097744,0.848484848484849,0.854166666666667,0.857142857142857,0.362063404659638,0.564608747573952,100,73.7,73.7,100,66.7,100,100,80
16,0.879699248120301,0.818181818181818,0.9375,0.928571428571429,0.429680762428335,0.413296219440283,85.7,78.9,75,88.2,83.3,100,100,88.9
17,0.913533834586466,0.848484848484849,0.875,0.857142857142857,0.419336285803575,0.473634369966869,85.7,84.2,80,88.9,83.3,87.5,83.3,87.5
18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,0.93984962406015,0.909090909090909,0.833333333333333,0.785714285714286,0.424869949024132,0.248443376169899,100,84.2,82.4,100,100,62.5,66.7,100
20,0.890977443609023,0.787878787878788,0.958333333333333,0.928571428571429,0.311722392886819,0.414730112112088,100,63.2,66.7,100,100,87.5,85.7,100
21,0.947368421052632,0.909090909090909,0.6875,0.642857142857143,0.434679265517778,0.243051797399668,92.9,89.5,86.7,94.4,100,37.5,54.5,100
22,0.860902255639098,0.818181818181818,0.958333333333333,0.928571428571429,0.373955483035268,0.56155494149479,92.9,73.7,72.2,93.3,83.3,100,100,88.9
23,0.93984962406015,0.909090909090909,0.729166666666667,0.714285714285714,0.413997282804077,0.236876392639004,100,84.2,82.4,100,66.7,75,66.7,75
24,0.969924812030075,0.939393939393939,0.708333333333333,0.714285714285714,0.325846916573243,0.0904761234940028,100,89.5,87.5,100,100,50,60,100
25,0.924812030075188,0.878787878787879,0.854166666666667,0.785714285714286,0.452424218684913,0.369898624348041,85.7,89.5,85.7,89.5,100,62.5,66.7,100
26,0.864661654135338,0.787878787878788,0.916666666666667,0.857142857142857,0.315270303605794,0.428025678459713,100,63.2,66.7,100,83.3,87.5,83.3,87.5
27,0.898496240601504,0.848484848484849,0.854166666666667,0.857142857142857,0.407311466827786,0.39519460436517,78.6,89.5,84.6,85,100,75,75,100
28,0.928571428571429,0.878787878787879,0.791666666666667,0.785714285714286,0.407483298409611,0.521559499836886,85.7,89.5,85.7,89.5,66.7,87.5,80,77.8
29,0.87593984962406,0.787878787878788,0.9375,0.928571428571429,0.310984093155955,0.424158548687424,100,63.2,66.7,100,100,87.5,85.7,100
30,0.921052631578947,0.878787878787879,0.875,0.857142857142857,0.38136160658247,0.261693481194937,92.9,84.2,81.2,94.1,100,75,75,100
31,0.943609022556391,0.878787878787879,0.833333333333333,0.785714285714286,0.451313754989256,0.594331469244682,85.7,89.5,85.7,89.5,83.3,75,71.4,85.7
32,0.951127819548872,0.939393939393939,0.833333333333333,0.785714285714286,0.376865444229029,0.792237677816125,92.9,94.7,92.9,94.7,66.7,87.5,80,77.8
33,0.864661654135338,0.818181818181818,0.958333333333333,0.928571428571429,0.447890204511729,0.345579878686363,78.6,84.2,78.6,84.2,100,87.5,85.7,100
34,0.909774436090226,0.878787878787879,0.875,0.857142857142857,0.448562725002231,0.291214203926085,78.6,94.7,91.7,85.7,100,75,75,100
35,0.898496240601504,0.909090909090909,0.854166666666667,0.857142857142857,0.419691679312264,0.735542474213127,92.9,89.5,86.7,94.4,66.7,100,100,80
36,0.909774436090226,0.878787878787879,0.916666666666667,0.928571428571429,0.438837727653811,0.299152367723594,85.7,89.5,85.7,89.5,100,87.5,85.7,100
37,0.890977443609023,0.848484848484849,0.916666666666667,0.928571428571429,0.477455102072637,0.413747755804649,78.6,89.5,84.6,85,100,87.5,85.7,100
38,0.894736842105263,0.848484848484849,0.875,0.857142857142857,0.456197812123731,0.781221859134673,85.7,84.2,80,88.9,66.7,100,100,80
39,0.906015037593985,0.848484848484849,0.958333333333333,0.928571428571429,0.375378503738803,0.453273346969396,92.9,78.9,76.5,93.8,100,87.5,85.7,100
40,0.973684210526316,0.939393939393939,0.625,0.714285714285714,0.422398538892012,0.944237930895624,92.9,94.7,92.9,94.7,33.3,100,100,66.7
41,0.93609022556391,0.939393939393939,0.75,0.785714285714286,0.485148230197726,0.784170824795685,92.9,94.7,92.9,94.7,66.7,87.5,80,77.8
42,0.947368421052632,0.878787878787879,0.770833333333333,0.785714285714286,0.407581035114716,0.82753563066181,92.9,84.2,81.2,94.1,50,100,100,72.7
43,0.857142857142857,0.818181818181818,0.979166666666667,0.928571428571429,0.434400180629717,0.346587213707112,85.7,78.9,75,88.2,100,87.5,85.7,100
44,0.87593984962406,0.818181818181818,0.979166666666667,0.928571428571429,0.364813890137866,0.686657490831721,92.9,73.7,72.2,93.3,100,87.5,85.7,100
45,0.902255639097744,0.878787878787879,0.979166666666667,0.928571428571429,0.391984576400689,0.25368839082593,92.9,84.2,81.2,94.1,100,87.5,85.7,100
46,0.868421052631579,0.818181818181818,0.9375,0.928571428571429,0.425877479315617,0.447928963502671,85.7,78.9,75,88.2,83.3,100,100,88.9
47,0.890977443609023,0.818181818181818,0.958333333333333,0.928571428571429,0.313559243846383,0.255449991045393,100,68.4,70,100,100,87.5,85.7,100
