"i","train_auc_full","acc_train_full","test_auc_full","acc_test_full","train_cutoff_full","test_cutoff_full","Sens_train","Spec_train","PPV_train","NPV_train","Sens_test","Spec_test","PPV_test","NPV_test"
20,0.992481203007519,0.96969696969697,0.895833333333333,0.928571428571429,0.512891999769219,0.811307863477358,100,94.7,93.3,100,83.3,100,100,88.9
21,0.996240601503759,0.96969696969697,0.895833333333333,0.857142857142857,0.480479463683205,0.490850312890205,100,94.7,93.3,100,83.3,87.5,83.3,87.5
22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,0.992481203007519,0.96969696969697,0.854166666666667,0.857142857142857,0.450389484311267,0.33544209812409,100,94.7,93.3,100,83.3,87.5,83.3,87.5
25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,0.988721804511278,0.96969696969697,0.854166666666667,0.928571428571429,0.555962946405949,0.722821087377069,92.9,100,100,95,83.3,100,100,88.9
27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,0.988721804511278,0.96969696969697,0.958333333333333,0.928571428571429,0.406628975730488,0.555730451731857,100,94.7,93.3,100,100,87.5,85.7,100
33,0.981203007518797,0.939393939393939,0.979166666666667,0.928571428571429,0.562889123743321,0.291433351593894,92.9,94.7,92.9,94.7,100,87.5,85.7,100
34,0.996240601503759,0.96969696969697,0.916666666666667,0.928571428571429,0.506302873732808,0.247744821679022,100,94.7,93.3,100,100,87.5,85.7,100
35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,0.996240601503759,0.96969696969697,0.958333333333333,0.928571428571429,0.49750151986043,0.335747473463327,100,94.7,93.3,100,100,87.5,85.7,100
37,0.988721804511278,0.96969696969697,0.895833333333333,0.857142857142857,0.457673367137874,0.741070092342978,100,94.7,93.3,100,66.7,100,100,80
38,0.996240601503759,0.96969696969697,0.895833333333333,0.928571428571429,0.470944044715332,0.688346474358962,100,94.7,93.3,100,83.3,100,100,88.9
39,0.984962406015038,0.96969696969697,0.9375,0.928571428571429,0.408908351610584,0.514910823872412,100,94.7,93.3,100,100,87.5,85.7,100
40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,0.988721804511278,0.96969696969697,0.9375,0.928571428571429,0.386810893259187,0.589968621228384,100,94.7,93.3,100,100,87.5,85.7,100
42,0.992481203007519,0.96969696969697,0.9375,0.857142857142857,0.454301522114315,0.31710529600845,100,94.7,93.3,100,100,75,75,100
43,0.984962406015038,0.939393939393939,0.979166666666667,0.928571428571429,0.376952056541775,0.2849419267643,100,89.5,87.5,100,100,87.5,85.7,100
44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,0.988721804511278,0.939393939393939,0.895833333333333,0.857142857142857,0.326123006387542,0.690565277174377,100,89.5,87.5,100,83.3,87.5,83.3,87.5
49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,0.996240601503759,0.96969696969697,0.854166666666667,0.857142857142857,0.471532962378606,0.489890821824317,100,94.7,93.3,100,83.3,87.5,83.3,87.5
56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,0.984962406015038,0.96969696969697,0.958333333333333,0.928571428571429,0.532318565423005,0.812926425466285,100,94.7,93.3,100,83.3,100,100,88.9
58,0.988721804511278,0.96969696969697,0.9375,0.928571428571429,0.416856576339069,0.408941501746451,100,94.7,93.3,100,100,87.5,85.7,100
59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,0.996240601503759,0.96969696969697,0.895833333333333,0.928571428571429,0.446019406969339,0.823760130359256,100,94.7,93.3,100,83.3,100,100,88.9
62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,0.988721804511278,0.939393939393939,0.9375,0.857142857142857,0.367113166984843,0.318964651591547,100,89.5,87.5,100,100,75,75,100
65,0.973684210526316,0.939393939393939,0.9375,0.928571428571429,0.422872525645966,0.51800546799469,100,89.5,87.5,100,100,87.5,85.7,100
66,0.996240601503759,0.96969696969697,0.9375,0.928571428571429,0.451129208482516,0.73750665126796,100,94.7,93.3,100,83.3,100,100,88.9
67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,0.992481203007519,0.96969696969697,0.9375,0.928571428571429,0.550233066788388,0.620498961212969,100,94.7,93.3,100,83.3,100,100,88.9
70,0.996240601503759,0.96969696969697,0.875,0.857142857142857,0.434983118858089,0.766620689625423,100,94.7,93.3,100,66.7,100,100,80
71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,0.996240601503759,0.96969696969697,0.958333333333333,0.928571428571429,0.437177688556748,0.265408333163822,100,94.7,93.3,100,100,87.5,85.7,100
73,0.996240601503759,0.96969696969697,0.895833333333333,0.857142857142857,0.414553792919945,0.336469172881951,100,94.7,93.3,100,100,75,75,100
74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,0.992481203007519,0.96969696969697,0.958333333333333,0.928571428571429,0.504488027111476,0.315456992360933,92.9,100,100,95,100,87.5,85.7,100
80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,0.988721804511278,0.96969696969697,0.9375,0.928571428571429,0.473744780515118,0.273503262363757,100,94.7,93.3,100,83.3,100,100,88.9
84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,0.984962406015038,0.96969696969697,0.979166666666667,0.928571428571429,0.531411258817155,0.433943870323907,100,94.7,93.3,100,100,87.5,85.7,100
86,0.992481203007519,0.96969696969697,0.916666666666667,0.857142857142857,0.442630704080867,0.279685441534219,100,94.7,93.3,100,100,75,75,100
87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,0.984962406015038,0.939393939393939,0.75,0.785714285714286,0.343608404310944,0.347398194049742,100,89.5,87.5,100,100,62.5,66.7,100
89,0.992481203007519,0.96969696969697,0.854166666666667,0.857142857142857,0.634137544976034,0.125722881017187,92.9,100,100,95,100,75,75,100
90,0.981203007518797,0.96969696969697,0.958333333333333,0.928571428571429,0.413174945007523,0.531852226178313,100,94.7,93.3,100,100,87.5,85.7,100
91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,0.996240601503759,0.96969696969697,0.791666666666667,0.857142857142857,0.500670588812184,0.878416973140488,100,94.7,93.3,100,66.7,100,100,80
93,0.984962406015038,0.96969696969697,0.958333333333333,0.928571428571429,0.487173206928547,0.321257989613482,100,94.7,93.3,100,100,87.5,85.7,100
94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,0.984962406015038,0.939393939393939,0.9375,0.928571428571429,0.38112558464074,0.399641975200563,100,89.5,87.5,100,83.3,100,100,88.9
96,0.992481203007519,0.96969696969697,0.875,0.785714285714286,0.478036310950387,0.100521821624065,100,94.7,93.3,100,100,62.5,66.7,100
97,0.992481203007519,0.96969696969697,0.9375,0.928571428571429,0.41368293083284,0.335905857793333,100,94.7,93.3,100,100,87.5,85.7,100
98,0.992481203007519,0.96969696969697,0.916666666666667,0.857142857142857,0.545085826904915,0.247318399478078,100,94.7,93.3,100,83.3,87.5,83.3,87.5
99,0.984962406015038,0.96969696969697,0.916666666666667,0.928571428571429,0.540820554372816,0.765558576170255,100,94.7,93.3,100,83.3,100,100,88.9
100,0.996240601503759,0.96969696969697,0.916666666666667,0.928571428571429,0.60596458792446,0.293685561486926,100,94.7,93.3,100,83.3,100,100,88.9
