"i","train_auc_full","acc_train_full","test_auc_full","acc_test_full","train_cutoff_full","test_cutoff_full","Sens_train","Spec_train","PPV_train","NPV_train","Sens_test","Spec_test","PPV_test","NPV_test"
25,0.93609022556391,0.878787878787879,0.854166666666667,0.785714285714286,0.440258423560519,0.322695142818372,85.7,89.5,85.7,89.5,100,62.5,66.7,100
26,0.868421052631579,0.787878787878788,0.916666666666667,0.857142857142857,0.303896096090966,0.433311826045251,100,63.2,66.7,100,83.3,87.5,83.3,87.5
27,0.894736842105263,0.848484848484849,0.854166666666667,0.857142857142857,0.413517879811872,0.392801315905109,78.6,89.5,84.6,85,100,75,75,100
28,0.924812030075188,0.878787878787879,0.8125,0.785714285714286,0.395698375142267,0.556919995095988,85.7,89.5,85.7,89.5,66.7,87.5,80,77.8
29,0.890977443609023,0.848484848484849,0.916666666666667,0.857142857142857,0.366524153057893,0.419140015280948,85.7,84.2,80,88.9,100,75,75,100
30,0.921052631578947,0.878787878787879,0.875,0.857142857142857,0.372685129279999,0.263125823102481,92.9,84.2,81.2,94.1,100,75,75,100
31,0.947368421052632,0.878787878787879,0.833333333333333,0.785714285714286,0.316348123877492,0.572850683321272,100,78.9,77.8,100,83.3,75,71.4,85.7
32,0.951127819548872,0.909090909090909,0.833333333333333,0.785714285714286,0.41068556674787,0.844374011034529,92.9,89.5,86.7,94.4,66.7,87.5,80,77.8
33,0.87593984962406,0.818181818181818,0.916666666666667,0.857142857142857,0.420718962480614,0.317831885376592,85.7,78.9,75,88.2,100,75,75,100
34,0.906015037593985,0.878787878787879,0.875,0.857142857142857,0.446197844122179,0.275400570302717,78.6,94.7,91.7,85.7,100,75,75,100
35,0.906015037593985,0.878787878787879,0.895833333333333,0.857142857142857,0.442012032546069,0.479978246508692,85.7,89.5,85.7,89.5,83.3,87.5,83.3,87.5
36,0.913533834586466,0.848484848484849,0.895833333333333,0.928571428571429,0.426940427984726,0.283659084235613,85.7,84.2,80,88.9,100,87.5,85.7,100
37,0.898496240601504,0.848484848484849,0.916666666666667,0.928571428571429,0.488956910949592,0.405108220953431,78.6,89.5,84.6,85,100,87.5,85.7,100
38,0.883458646616541,0.818181818181818,0.895833333333333,0.857142857142857,0.377293892719904,0.755944760589433,92.9,73.7,72.2,93.3,66.7,100,100,80
39,0.913533834586466,0.848484848484849,0.958333333333333,0.928571428571429,0.37039931052942,0.452100221670942,92.9,78.9,76.5,93.8,100,87.5,85.7,100
40,0.966165413533835,0.939393939393939,0.645833333333333,0.642857142857143,0.553803396136374,0.271855760309903,85.7,100,100,90.5,83.3,50,55.6,80
41,0.93609022556391,0.939393939393939,0.770833333333333,0.785714285714286,0.449563392092114,0.813114249089556,92.9,94.7,92.9,94.7,66.7,87.5,80,77.8
42,0.947368421052632,0.878787878787879,0.770833333333333,0.785714285714286,0.400828561783502,0.84854915867496,92.9,84.2,81.2,94.1,50,100,100,72.7
43,0.857142857142857,0.818181818181818,0.979166666666667,0.928571428571429,0.433961230868858,0.334555834111106,85.7,78.9,75,88.2,100,87.5,85.7,100
44,0.87593984962406,0.818181818181818,0.979166666666667,0.928571428571429,0.332354205694215,0.759812327647637,100,68.4,70,100,100,87.5,85.7,100
45,0.902255639097744,0.878787878787879,0.958333333333333,0.928571428571429,0.371675069647963,0.259805411881294,92.9,84.2,81.2,94.1,100,87.5,85.7,100
46,0.868421052631579,0.787878787878788,0.958333333333333,0.928571428571429,0.370075073264535,0.454799058700657,85.7,73.7,70.6,87.5,83.3,100,100,88.9
47,0.890977443609023,0.848484848484849,0.958333333333333,0.928571428571429,0.383612088408323,0.230702492022912,92.9,78.9,76.5,93.8,100,87.5,85.7,100
48,0.921052631578947,0.878787878787879,0.833333333333333,0.785714285714286,0.383348856139986,0.483387664300824,85.7,89.5,85.7,89.5,100,62.5,66.7,100
49,0.913533834586466,0.848484848484849,0.833333333333333,0.785714285714286,0.340259744059236,0.292418668732783,92.9,78.9,76.5,93.8,100,62.5,66.7,100
50,0.906015037593985,0.848484848484849,0.895833333333333,0.857142857142857,0.401459136624856,0.306597335718671,85.7,84.2,80,88.9,100,75,75,100
51,0.932330827067669,0.878787878787879,0.833333333333333,0.785714285714286,0.336394324291478,0.211843560845363,100,78.9,77.8,100,100,62.5,66.7,100
52,0.921052631578947,0.848484848484849,0.854166666666667,0.785714285714286,0.417318007458961,0.307279114438344,85.7,84.2,80,88.9,100,62.5,66.7,100
53,0.951127819548872,0.878787878787879,0.833333333333333,0.785714285714286,0.452686791782348,0.481087061695413,85.7,89.5,85.7,89.5,83.3,75,71.4,85.7
54,0.894736842105263,0.787878787878788,0.875,0.857142857142857,0.314330723071184,0.503691715326462,100,63.2,66.7,100,83.3,87.5,83.3,87.5
55,0.928571428571429,0.848484848484849,0.75,0.714285714285714,0.432663311501642,0.222186194314604,85.7,84.2,80,88.9,100,50,60,100
56,0.954887218045113,0.909090909090909,0.75,0.714285714285714,0.399354518331697,0.227424167248255,92.9,89.5,86.7,94.4,100,50,60,100
57,0.93984962406015,0.909090909090909,0.895833333333333,0.857142857142857,0.486539110852433,0.784823532681469,85.7,94.7,92.3,90,66.7,100,100,80
58,0.932330827067669,0.878787878787879,0.854166666666667,0.857142857142857,0.307817121552266,0.392305255366585,100,78.9,77.8,100,83.3,87.5,83.3,87.5
59,0.966165413533835,0.909090909090909,0.75,0.714285714285714,0.418574368881998,0.271290254013654,92.9,89.5,86.7,94.4,100,50,60,100
60,0.902255639097744,0.848484848484849,0.895833333333333,0.857142857142857,0.377948637390442,0.555180311522045,92.9,78.9,76.5,93.8,66.7,100,100,80
61,0.857142857142857,0.818181818181818,0.9375,0.857142857142857,0.469974375773468,0.248874726728027,78.6,84.2,78.6,84.2,100,75,75,100
62,0.966165413533835,0.909090909090909,0.6875,0.714285714285714,0.446862195831733,0.316658360323817,92.9,89.5,86.7,94.4,83.3,62.5,62.5,83.3
63,0.951127819548872,0.878787878787879,0.645833333333333,0.714285714285714,0.261248514120745,0.311638488752129,100,78.9,77.8,100,83.3,62.5,62.5,83.3
64,0.913533834586466,0.848484848484849,0.875,0.857142857142857,0.392464027034492,0.67195378222649,92.9,78.9,76.5,93.8,66.7,100,100,80
65,0.909774436090226,0.848484848484849,0.895833333333333,0.857142857142857,0.314914344620559,0.552128007172213,100,73.7,73.7,100,66.7,100,100,80
66,0.924812030075188,0.878787878787879,0.875,0.857142857142857,0.405613995150659,0.25174931826287,92.9,84.2,81.2,94.1,100,75,75,100
67,0.898496240601504,0.848484848484849,0.8125,0.714285714285714,0.374770667750643,0.202686857924924,92.9,78.9,76.5,93.8,100,50,60,100
68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,0.928571428571429,0.878787878787879,0.895833333333333,0.857142857142857,0.383704617696375,0.243213218099701,92.9,84.2,81.2,94.1,100,75,75,100
71,0.984962406015038,0.939393939393939,0.541666666666667,0.642857142857143,0.304837576400308,0.436460034142955,100,89.5,87.5,100,66.7,62.5,57.1,71.4
72,0.898496240601504,0.848484848484849,0.854166666666667,0.857142857142857,0.364165829926311,0.618896351396555,100,73.7,73.7,100,66.7,100,100,80
73,0.954887218045113,0.878787878787879,0.708333333333333,0.714285714285714,0.42763501188951,0.21105742845761,92.9,84.2,81.2,94.1,100,50,60,100
74,0.894736842105263,0.848484848484849,0.854166666666667,0.857142857142857,0.389304289152949,0.69418505299547,100,73.7,73.7,100,66.7,100,100,80
75,0.890977443609023,0.848484848484849,0.916666666666667,0.857142857142857,0.409282927689303,0.289888466225694,85.7,84.2,80,88.9,100,75,75,100
76,0.951127819548872,0.909090909090909,0.895833333333333,0.857142857142857,0.543552684786237,0.939400639714683,85.7,94.7,92.3,90,83.3,87.5,83.3,87.5
77,0.87593984962406,0.848484848484849,0.979166666666667,0.928571428571429,0.38434483670545,0.283938966959469,92.9,78.9,76.5,93.8,100,87.5,85.7,100
78,0.947368421052632,0.909090909090909,0.833333333333333,0.785714285714286,0.428546288271709,0.318917063348332,92.9,89.5,86.7,94.4,83.3,75,71.4,85.7
79,0.902255639097744,0.848484848484849,0.875,0.857142857142857,0.407981119579179,0.330287185908061,85.7,84.2,80,88.9,83.3,87.5,83.3,87.5
80,0.924812030075188,0.878787878787879,0.833333333333333,0.785714285714286,0.364606959861711,0.241348613474405,92.9,84.2,81.2,94.1,100,62.5,66.7,100
81,0.87218045112782,0.818181818181818,0.9375,0.857142857142857,0.325163827754363,0.313821877470599,100,68.4,70,100,100,75,75,100
82,0.932330827067669,0.878787878787879,0.833333333333333,0.785714285714286,0.38507888322731,0.763098879137948,92.9,84.2,81.2,94.1,83.3,75,71.4,85.7
83,0.928571428571429,0.878787878787879,0.791666666666667,0.714285714285714,0.435142451379086,0.0872716848413718,85.7,89.5,85.7,89.5,100,50,60,100
84,0.909774436090226,0.878787878787879,0.958333333333333,0.928571428571429,0.444259154861167,0.315746244451301,85.7,89.5,85.7,89.5,100,87.5,85.7,100
85,0.887218045112782,0.818181818181818,0.958333333333333,0.928571428571429,0.375699317869628,0.779036548006174,85.7,78.9,75,88.2,83.3,100,100,88.9
86,0.928571428571429,0.878787878787879,0.854166666666667,0.785714285714286,0.429841982905448,0.286856022968909,85.7,89.5,85.7,89.5,100,62.5,66.7,100
87,0.947368421052632,0.909090909090909,0.75,0.785714285714286,0.409864615275306,0.423182823547725,92.9,89.5,86.7,94.4,66.7,87.5,80,77.8
88,0.917293233082707,0.878787878787879,0.854166666666667,0.857142857142857,0.330795097180194,0.438575200564625,100,78.9,77.8,100,66.7,100,100,80
89,0.93984962406015,0.909090909090909,0.729166666666667,0.785714285714286,0.477269964321963,0.350504062334382,85.7,94.7,92.3,90,83.3,75,71.4,85.7
90,0.924812030075188,0.848484848484849,0.854166666666667,0.857142857142857,0.328355791394027,0.704317866739459,100,73.7,73.7,100,66.7,100,100,80
91,0.947368421052632,0.909090909090909,0.8125,0.785714285714286,0.39515589582369,0.202661676594101,92.9,89.5,86.7,94.4,100,62.5,66.7,100
92,0.928571428571429,0.818181818181818,0.833333333333333,0.785714285714286,0.273288745724079,0.229731855740756,100,68.4,70,100,100,62.5,66.7,100
93,0.913533834586466,0.848484848484849,0.8125,0.857142857142857,0.340518692834894,0.879623700496602,100,73.7,73.7,100,66.7,100,100,80
94,0.887218045112782,0.848484848484849,0.9375,0.857142857142857,0.363402216901066,0.300527020265819,92.9,78.9,76.5,93.8,100,75,75,100
95,0.917293233082707,0.848484848484849,0.708333333333333,0.785714285714286,0.357577504337049,0.476671178593272,92.9,78.9,76.5,93.8,50,100,100,72.7
96,0.917293233082707,0.818181818181818,0.833333333333333,0.785714285714286,0.293983399135163,0.306602017153655,100,68.4,70,100,100,62.5,66.7,100
97,0.932330827067669,0.909090909090909,0.833333333333333,0.785714285714286,0.4122505430031,0.354081372485603,92.9,89.5,86.7,94.4,83.3,75,71.4,85.7
98,0.93984962406015,0.909090909090909,0.729166666666667,0.785714285714286,0.338788269054541,0.323363682208103,100,84.2,82.4,100,66.7,87.5,80,77.8
99,0.890977443609023,0.787878787878788,0.916666666666667,0.857142857142857,0.30386666475638,0.328591738062616,100,63.2,66.7,100,100,75,75,100
100,0.93984962406015,0.909090909090909,0.8125,0.785714285714286,0.351226396878415,0.228445964925783,100,84.2,82.4,100,100,62.5,66.7,100
