"","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","Cluster"
"4-Aminobutanoate",-0.468209177133593,-0.445620881749247,-0.42301679390994,-0.400381121160713,-0.377701817149402,-0.354981819935052,-0.332227813679504,-0.3094464825446,-0.286644510692182,-0.263828582284093,-0.241012330577104,-0.218237185207708,-0.195556832974634,-0.173050430809511,-0.150819395166031,-0.128971569434474,-0.107623553296711,-0.0868950434470217,-0.0669100278505003,-0.0477966632202014,-0.0296862568115071,-0.0127113857819178,0.00299240195074139,0.0172876290774654,0.0300387156653166,0.041118229079022,0.0504153574887655,0.0578458897736013,0.0633625595455229,0.0669643617539985,0.0687034281013634,0.0686882622572495,0.0670825550363044,0.0640993549426011,0.059990969842736,0.055035524403751,0.0495215103582488,0.0437318837005859,0.0379292605689515,0.0323435548046657,0.0271630301944754,0.0225292763780182,0.0185361351644527,0.0152321743034843,0.0126259828392651,0.0106933765530257,0.00938555839563283,0.00863735907765637,0.00837485282487927,0.00852186097434294,0.00900508104277401,0.00975777867887007,0.0107221340392029,0.0118504347788353,0.0131053577040081,0.0144595895143395,0.0158936555975456,0.0173896209836986,0.0189295507028708,0.0204963366853688,0.0220769051927361,0.0236626114043931,"1"
"Uracil",-0.22727761333219,-0.216259038526276,-0.205248091041918,-0.194252398200672,-0.183278785209491,-0.17233086881693,-0.161411463656944,-0.150523384363485,-0.139669445570507,-0.128852461911964,-0.118075149645461,-0.10733983152321,-0.0966499484157114,-0.0860156348398077,-0.075455552478164,-0.0649926974239102,-0.0546600927408531,-0.0444953646398918,-0.034546009227704,-0.0248682472478212,-0.0155225482022039,-0.00656917297575238,0.00193662510001007,0.00994771777711017,0.017426184226877,0.0243424452732915,0.0306728500236893,0.0363964976875532,0.041492286642067,0.0459371667664388,0.0497063265407577,0.0527756209407637,0.0551260284776641,0.0567494269495953,0.0576546071789493,0.0578722864025384,0.0574579782756037,0.0564919116796216,0.0550757017717531,0.0533260623466108,0.0513663906378838,0.0493174448071179,0.0472884928569608,0.0453702097713722,0.0436302613371011,0.0421120105223644,0.040836219955664,0.0398051161238085,0.0390078268775993,0.038426067673395,0.0380390493492118,0.0378268763542933,0.0377721228419841,0.0378597145708979,0.0380756052145246,0.0384049348236425,0.0388309634783788,0.0393365165528875,0.0399044194213229,0.0405173062241743,0.0411573676318603,0.0418088778295426,"1"
"Maleic acid",-1.17272196527597,-1.13806344726886,-1.10338899631435,-1.06868267946507,-1.03393480642239,-0.999160657482832,-0.964381755591679,-0.929619623694222,-0.894895784735753,-0.860231761661562,-0.825657847059493,-0.791239412087612,-0.757055799349202,-0.72321026495745,-0.689823692025196,-0.657019532043688,-0.624919084820812,-0.593640870276986,-0.563292238998578,-0.533967810934287,-0.505753273362095,-0.478732385963832,-0.452988008819032,-0.428602919658276,-0.405658350952999,-0.384229030801081,-0.364375387833456,-0.3461343957066,-0.329511026327627,-0.31447233311482,-0.300945775153601,-0.288822602718912,-0.277966122947328,-0.268223669022508,-0.259440325467254,-0.251472086754101,-0.244196231516083,-0.237517260402268,-0.231367651534278,-0.225703738598512,-0.220497986286847,-0.215729617793098,-0.21137579522201,-0.207405317679725,-0.203776141307877,-0.200437091547251,-0.19733314085752,-0.194412787967377,-0.19163558349376,-0.188977809131904,-0.186434738977522,-0.18401869371044,-0.181753061141408,-0.179663377310026,-0.177767224275008,-0.176064939823523,-0.174537506524664,-0.173161805211055,-0.171914716715316,-0.170770728386421,-0.169694332334448,-0.168647942336812,"1"
"N-Acetylglycine",-0.319541394381217,-0.300183214249439,-0.280856098014903,-0.261591109574848,-0.242420111912124,-0.223378164352,-0.204501125305357,-0.185824853183071,-0.167385206396021,-0.149218043355085,-0.131357977482917,-0.113834642249273,-0.0966759656722418,-0.0799080127501144,-0.0635563033537181,-0.047646924312245,-0.0322083149523738,-0.0172700667281642,-0.00286434759565218,0.0109748380762441,0.024213203628072,0.0368170336242957,0.0487554597399989,0.0600009904877527,0.0705284182720475,0.0803126084029448,0.0893257122678349,0.0975346166487219,0.104899535352304,0.111374531501308,0.116910438273335,0.121460177525256,0.124985950253618,0.127467298429155,0.128908717724241,0.129345411406226,0.128845949761294,0.127511017563164,0.125468025827771,0.122862028589511,0.119844000035413,0.116557979363326,0.113128797728724,0.109652027392824,0.106187454243134,0.102756836373836,0.0993460732270132,0.0959112859048233,0.0923878050646636,0.0887007549139749,0.0847758445733453,0.080549119384356,0.0759747317241127,0.0710301837167945,0.0657188847200667,0.0600701770730047,0.0541338281998782,0.0479636159516111,0.0416133181791287,0.0351366955901197,0.0285860168096362,0.0220049000832163,"1"
"Guanidoacetic acid",-0.849597392868704,-0.810189555130103,-0.770840482167147,-0.731608938755481,-0.692558503995024,-0.653772014282801,-0.615337120340108,-0.577341472888244,-0.539872722648508,-0.503018520342198,-0.466866453515498,-0.431503857014143,-0.397017658742107,-0.363493061877858,-0.331013527197543,-0.299661823066833,-0.269519346845186,-0.240666560162582,-0.21318068472038,-0.187133646608254,-0.16259158163484,-0.139617370922377,-0.118263466868718,-0.0985684589050579,-0.0805560361604814,-0.0642348745813034,-0.0495994429311422,-0.0366315470724985,-0.025302287086242,-0.015574017277689,-0.00740189363596617,-0.000734670498528885,0.00448544410267076,0.00832387232628232,0.0108554844880695,0.0121667693375776,0.0123578573530386,0.0115438619392354,0.00985505789750169,0.00743555458877195,0.0044403220915715,0.00103066136241559,-0.00263156197877223,-0.00639041093835926,-0.0101024657087786,-0.0136428377791862,-0.0169099909123581,-0.0198288815222716,-0.0223521224673828,-0.0244590984357102,-0.0261531870501513,-0.0274574378173433,-0.0284092063492215,-0.0290543170021259,-0.0294413256267814,-0.0296163774031814,-0.0296206579015028,-0.0294942200440096,-0.0292771167529633,-0.0290073201193649,-0.0287125878007648,-0.028409465857882,"1"
"2-Hydroxyisovaleric acid",-0.461270751810745,-0.435621619153279,-0.409979647421761,-0.384351997542138,-0.3587503982411,-0.333204849448317,-0.307749918894201,-0.282420174309163,-0.257250183423615,-0.232274513967971,-0.207532980357227,-0.183086383744717,-0.159004153798236,-0.135371449654985,-0.11228562088171,-0.0898460829403814,-0.0681517062741988,-0.0472995371792276,-0.0273779152893475,-0.00846382039863594,0.00937512910201752,0.0260740213105975,0.0415715899204212,0.05580804053363,0.0687221276399176,0.0802498182304984,0.0903252485315597,0.0988843506076856,0.10587109843349,0.111245862218325,0.114994937754542,0.117140004628391,0.117746120130057,0.116926908269469,0.114845859370593,0.111713087499909,0.107777444137288,0.103314480067205,0.0986112975474701,0.0939497600287821,0.0895897633055984,0.0857542843005392,0.0826177100559029,0.0802985426161098,0.0788570369884901,0.0782977396557782,0.0785763399966621,0.0796098036336796,0.0812884813875707,0.0834888069706423,0.0860853050405613,0.0889608930810415,0.092014817954373,0.0951679522548776,0.0983655200103903,0.101577572427138,0.104794164106418,0.108009303520292,0.11121699914082,0.114412639945347,0.117597749807882,0.120777552327096,"1"
"Succinic acid",-0.568318885837832,-0.53898606884055,-0.509686614150007,-0.480453884072944,-0.451323709793259,-0.422341798003486,-0.393556324273315,-0.36501546417244,-0.33676739327055,-0.308860287137339,-0.281342828293096,-0.254265727060497,-0.227680975082576,-0.201644584228961,-0.176217031729292,-0.151460699647352,-0.127441898393255,-0.104228428279776,-0.0818901878819151,-0.0604973890635685,-0.0401184606113514,-0.0208198639335966,-0.00266017324465838,0.0143130705096846,0.0300644957628362,0.0445710289077075,0.0578212476387451,0.0698143751902128,0.0805594100439782,0.0900748349624486,0.098389175376604,0.105542415752148,0.111587991497947,0.116594821217917,0.12064869257959,0.123852308343265,0.126323450860423,0.128191013232047,0.129589022011716,0.130649167566827,0.131492685447145,0.132222626958636,0.132917575867729,0.133627701219794,0.134373710724146,0.135148843511445,0.135923593364623,0.136652465491771,0.137281810336663,0.137757688857485,0.13803281238818,0.138071838386366,0.137854634097396,0.137377470346256,0.136652403740269,0.135705288581562,0.134571635266701,0.133288787251075,0.13189408799008,0.130424245817178,0.128912180739422,0.127383333567621,"1"
"Methylmalonic acid",-0.61472060994555,-0.58599200387209,-0.557252519143532,-0.528491277104777,-0.499703468201805,-0.47090855928492,-0.442132086305502,-0.413399585214934,-0.384736591964596,-0.356168642505872,-0.327731614551298,-0.29950275285803,-0.27157702725554,-0.244084117319775,-0.217181791945196,-0.191033055233497,-0.165801146107942,-0.141644792753301,-0.118698278932283,-0.0970595783177889,-0.0767922016969253,-0.0579458625960921,-0.0405377885494897,-0.024552088541934,-0.00994892929776819,0.00332516813889275,0.0153275846328595,0.0261120349189617,0.0357244642665391,0.0442031245839032,0.0515828184888154,0.0579025422392319,0.0632151022316399,0.0675968464029949,0.0711555280539745,0.074034539651811,0.0764122913204417,0.0784962778807946,0.0805122499840187,0.082689728138635,0.0852457284812139,0.0883688943873659,0.0922061911980393,0.0968539304724612,0.102354217121376,0.108697079451284,0.115827697212739,0.123657433184883,0.13207691719976,0.14096929426693,0.150221934652179,0.159735356228672,0.169428723000379,0.179241927587679,0.189134809841486,0.199084405033494,0.209079620940288,0.21911161028797,0.229171525802643,0.239250708999632,0.24934141224145,0.259437065514171,"1"
"Benzoic acid",-0.0153410474903778,0.00527244611261787,0.0258767528566594,0.0464626858827916,0.0670168267971724,0.0875088310664034,0.107904122622198,0.128168125396271,0.148266263320337,0.168163960326109,0.187823019795553,0.207190762911656,0.226209068800944,0.244811694905269,0.262927234528365,0.28048429155394,0.297414854817006,0.31365340703216,0.329142663905274,0.343834967836147,0.357689941069339,0.370669309797842,0.382738055364023,0.393864260801749,0.404019302409689,0.413179736142863,0.421330801985115,0.428471089841588,0.434617603760334,0.439810288760876,0.444115081741219,0.447624718092194,0.45045683957256,0.452749351158266,0.454653394099217,0.456324666669046,0.457914072157474,0.45955876704207,0.461374610957383,0.46345080287745,0.465847167494005,0.468594189428894,0.4716955413934,0.475132568786305,0.478870014241343,0.482862206802826,0.487058995584427,0.49141085283556,0.495872770843632,0.500406792162191,0.504983208448182,0.509580614475109,0.51418509772577,0.518788879468223,0.523388708848047,0.52798426103278,0.532576665513747,0.537167294813239,0.54175752145355,0.546348538131412,0.550940681320093,0.555533525396521,"1"
