"","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77"
"4-Aminobutanoate",0.0225856610277283,0.0225935607583473,0.0226172456888974,0.0226567316049611,0.0227007632743933,0.0227381181381365,0.0227687859727676,0.0227927653058247,0.0228100646522108,0.0228206784747969,0.0228037665692661,0.0227384674533593,0.0226088689642162,0.0223863288681287,0.0220581361059117,0.0216177192877889,0.0210585152588358,0.0203777994336622,0.0195708666437022,0.0186338728811174,0.0175649520783155,0.0163621557300093,0.0150224020419494,0.0135452811892086,0.011935415772808,0.0102048612086185,0.00837506669564659,0.0064778539995638,0.00455512076353542,0.00265707839907485,0.000839169472154646,-0.000842055645588154,-0.00233356553696345,-0.0035904031190037,-0.00457957688883594,-0.00528278344060364,-0.00569766790386841,-0.00583746946839533,-0.00572920651458974,-0.00541068701654046,-0.00492673612571063,-0.00432520290203663,-0.00365313681942964,-0.00295355890971245,-0.00226308485076643,-0.00161049303767707,-0.00101621866907736,-0.000492683730830295,-4.51696690066863e-05,0.000326864888668055,0.000628386411924977,0.000867339152121532,0.00105340911914567,0.00119697873326904,0.00130833848796034,0.00139713700833151,0.00146800421388421,0.00152093882283139,0.00155592852009767,0.00157548001705728,0.00158422567152544,0.00158644105420517
"Uracil",0.0110198450207095,0.0110160332712935,0.0110045893227559,0.0109855235486957,0.010961232499632,0.0109341307617204,0.0109042133351311,0.0108714775075652,0.0108359304890426,0.0107975684281833,0.0107566872427807,0.0107135799418985,0.0106645996594771,0.0106006134741721,0.0105161374884662,0.0104036514247377,0.0102556365997696,0.0100658026968294,0.00982340678592793,0.00952192352506358,0.00915928104863568,0.00873817607162611,0.0082655349327402,0.00775035611618924,0.00720171811435379,0.00662695570470801,0.00603045720222575,0.00541337313125633,0.00477435910910038,0.00411119730478398,0.00342297070105598,0.00271228228643242,0.00198700627003077,0.00126111135773895,0.00055428488676388,-0.000109673734978164,-0.00070547767140863,-0.00120954166361852,-0.00160318609172387,-0.00187526065155535,-0.00202370464541851,-0.00205577396072872,-0.00198689286203548,-0.00183836050128809,-0.00163435907344431,-0.00139880012473352,-0.00115256693149744,-0.000911615690727601,-0.000686150535032924,-0.000480930250338285,-0.000296466688641784,-0.000130778333664087,1.87973008154256e-05,0.000154097460675324,0.000275254757021166,0.000380541229016868,0.000468652812436364,0.00053959148669214,0.000593350180011847,0.000629368393066243,0.00064802311050244,0.000653251920850719
"Maleic acid",0.0346558624986416,0.0346638308912447,0.0346877313774695,0.0347275598180885,0.034764596730325,0.0347801149816017,0.0347741057295313,0.0347465737582101,0.0346975209877254,0.0346269402126592,0.0345085351570412,0.03431598404689,0.0340336851841209,0.0336367184342544,0.0331157640093858,0.0324724297491336,0.0317083383207623,0.0308302065124748,0.0298513709926663,0.02878348238317,0.0276315913440462,0.0263964284934909,0.0250784907864062,0.0236780078192488,0.0221984524265912,0.020649854401152,0.0190510227700204,0.0174299600056821,0.0158222190924962,0.0142673526159298,0.0128041231624703,0.0114653460243446,0.0102734511182645,0.00923765347408857,0.00835333040074544,0.00760376756970892,0.00696387875553012,0.00640519588753155,0.00590107576907388,0.00543106951008368,0.00498364405221591,0.00455671771190833,0.00415605489142899,0.00379195565051299,0.00347507967415596,0.00321240546637188,0.00300429805717275,0.00284331554953207,0.00271511204950467,0.00260116703301885,0.00248274771119433,0.00234518941623832,0.00218152642328959,0.00199463898989017,0.00179741885714759,0.00161100271554475,0.00144771231003324,0.00130754467790435,0.0011904831950454,0.00110373808084983,0.00105572258407319,0.00104171571785591
"N-Acetylglycine",0.0193633562143858,0.0193478264280093,0.0193012292659492,0.0192235702807315,0.0191124487690096,0.0189654708326572,0.018782635055452,0.0185639375203956,0.0183093828518538,0.0180189685729199,0.0176964339387765,0.0173455075081869,0.0169675763137156,0.0165640811198395,0.0161350898571154,0.0156788314283011,0.0151935501287907,0.0146775458676806,0.0141281699910677,0.0135444868737251,0.0129265297506795,0.0122759788504448,0.0115963218513274,0.0108906016252105,0.0101601469907521,0.00940366813672868,0.00861706387939385,0.0077941011609358,0.00692799876907902,0.00601364874790722,0.00505011350876244,0.00404283505588538,0.0030050828146374,0.00195819819382176,0.000930429707489203,-4.55819938456423e-05,-0.000936409600186087,-0.00171196286829407,-0.00234951214210554,-0.00283695434716559,-0.00317474787754056,-0.00337620414892808,-0.00346604740565808,-0.00347746743231797,-0.00344811525158559,-0.00341564547086641,-0.00341345130471217,-0.00346720090207202,-0.00359254566637492,-0.00379421429051106,-0.00406648394398366,-0.00439475236412149,-0.00475784485794068,-0.00513068449790012,-0.00548696065295117,-0.00580149227466058,-0.00606224588417576,-0.00626921482838238,-0.00642241943095859,-0.00652188398294655,-0.00657195038899856,-0.00658570207865794
"Guanidoacetic acid",0.0394176300763078,0.0393882530865528,0.039300105243636,0.0391531882535763,0.0389330678713073,0.038625302390484,0.0382298836617464,0.0377468080722246,0.0371760859636314,0.0365177108732291,0.0357718809502871,0.0349387721533705,0.0340194257425078,0.033015917794868,0.0319293031887965,0.030760598400281,0.0295108468702969,0.0281818132440857,0.0267778901570834,0.025305366872136,0.0237679437149844,0.0221716848160018,0.0205296618434397,0.0188564024237124,0.0171670216253739,0.0154762698671597,0.0137976830543703,0.0121429805415394,0.0105218575859703,0.00894217876653911,0.00741060478927213,0.00593344279497748,0.00451763886623662,0.00317163531271916,0.00190594442199948,0.000733271837166059,-0.000331917890138218,-0.00127432564746556,-0.00207918118233023,-0.00273386892955474,-0.00322955141116894,-0.00356261090437495,-0.00373566131562822,-0.00375796492737519,-0.00364519409198229,-0.00341853984717142,-0.00310322781815559,-0.00272668004221296,-0.00231644604616297,-0.00189819684806843,-0.0014939752599178,-0.00112091486447828,-0.00079042602879692,-0.000508039065878943,-0.00027378764000726,-8.29932109823878e-05,6.77483016940268e-05,0.000178450384136868,0.000249076970252792,0.00028591587957871,0.000300846038767524,0.000304252203479561
"2-Hydroxyisovaleric acid",0.0256503224798662,0.0256467476684645,0.0256360017908794,0.0256181037297152,0.0255793345660827,0.0255060026842701,0.0253981033446468,0.0252556308729408,0.0250785922764658,0.0248669865520222,0.0246050777554683,0.0242771127720151,0.0238729600848082,0.023375859489528,0.0227792098980796,0.0220834127783555,0.0212888859705678,0.0204006867666253,0.0194297452375883,0.0183874816123942,0.0172794554356197,0.016108223221643,0.0148770330833446,0.0135857009826106,0.0122317777541298,0.0108125265579086,0.00932748040902587,0.00778114892795291,0.00618547064835193,0.004561503232337,0.00294003205523293,0.00136079541204481,-0.000129665798100365,-0.00148141907146577,-0.0026454387643206,-0.00357829126158545,-0.00424664307082481,-0.00463096178958371,-0.00472795295814186,-0.00455138258379868,-0.0041311190376285,-0.00351056943842742,-0.00274276390456202,-0.00188560261734388,-0.000996845857568587,-0.000129422343940942,0.000672440597087228,0.00137585233359956,0.00196056876831473,0.00241887766053604,0.0027543807717136,0.00297985569255101,0.00311472697206829,0.00318239613866072,0.00320778720215703,0.00321531927134493,0.00321686153034341,0.00321241928901585,0.00320196931887486,0.00318968943896878,0.00318152849207749,0.00317893516979991
"Succinic acid",0.029338376575507,0.0293216980560127,0.0292716540703303,0.0291882472701338,0.0290640719430805,0.0288917246138118,0.0286711999876756,0.028402496428056,0.0280856191614877,0.0277205648140185,0.0273058190229757,0.0268398506785268,0.026320344885321,0.0257422050997224,0.0251026689866942,0.0243987817209741,0.0236276065217855,0.0227876120613356,0.02187707836352,0.0208971895276619,0.0198493382932636,0.018738032692604,0.0175733932051239,0.0163671960369379,0.0151318299211508,0.0138793645354568,0.0126209702775964,0.0113667932970861,0.0101263410357591,0.00890922230646872,0.00772606430731441,0.00658926282059603,0.00551333377984217,0.00451462118258705,0.00361028818838477,0.00281668261394046,0.00214725241237415,0.00161042091018646,0.00120777565192822,0.000932941764064171,0.000771447487897309,0.00070164401245589,0.000696643256644472,0.000727000389072105,0.000763757304944631,0.000781397669845025,0.000760296037607109,0.000688284837332806,0.000561218389417993,0.000382504797082444,0.00016176033850341,-8.70941544721532e-05,-0.000347919505285057,-0.000604345071249764,-0.000841397616666252,-0.00104661035197913,-0.00121447779266764,-0.0013449945414864,-0.00143818254241085,-0.00149591709034111,-0.00152387127630144,-0.00153134014461918
"Methylmalonic acid",0.0287267896933407,0.0287322357468625,0.0287485489125901,0.0287757474877937,0.0287956148089009,0.028789950333691,0.0287587478631282,0.0287020067897394,0.0286197281494182,0.0285119157295308,0.0283475462396475,0.0280955829786853,0.0277338879829176,0.0272247763087972,0.026552720270689,0.0257175388503695,0.0247190644714474,0.0235709984033804,0.0223055497554592,0.0209624430205595,0.0195629032782599,0.0181270932566057,0.0166919655571465,0.0152863678126233,0.0139291435296592,0.0126288322586523,0.01138507096886,0.0101914843989722,0.00903962751590379,0.00792327423403897,0.00684233669288356,0.0058056323723515,0.00483198606570538,0.00394933876690793,0.00319193784355123,0.00259598636320427,0.00219440581000331,0.00201160214335881,0.00205905827048331,0.00233251979856801,0.00281129972213836,0.00345978127296894,0.00423096392455021,0.00507146908124436,0.00592723571227055,0.00674903806062586,0.00749705278308147,0.00814381378740557,0.0086753451529843,0.00909038391287191,0.00939816132897719,0.00961515246413274,0.00976158362507219,0.00985820799783806,0.00992383665562244,0.00997387691534849,0.0100150751571257,0.0100474296430616,0.0100709213526898,0.0100861533056747,0.0100941252025634,0.0100964120897802
"Benzoic acid",0.0206150238906477,0.0206104328279977,0.0205966524730089,0.0205736844642302,0.0205288353126317,0.0204494125428097,0.0203354123711377,0.0201868343792936,0.0200036806041827,0.0197859506064859,0.0195227871069771,0.0192033188876623,0.0188220900698701,0.0183711233962706,0.0178479174392923,0.0172550044313823,0.0165949288474293,0.0158726299665593,0.0150979795601426,0.0142801321654261,0.0134233191366979,0.0125296188401483,0.011602548812741,0.0106450386992644,0.00966103849871915,0.0086572367988531,0.00764451507004686,0.00663876390522151,0.00566083276891167,0.00473550211377908,0.00388959178415456,0.00314941872571092,0.00253800747016904,0.00207245251857088,0.00176184770035864,0.00160610062460007,0.00159578323055139,0.00171306705036342,0.00193356329537825,0.00222878981767617,0.00256894707588007,0.00292558060311634,0.00327385099066201,0.00359415145016615,0.00387296005267414,0.00410292318770625,0.00428229096633919,0.00441385215431152,0.00450362425233565,0.00455946476168527,0.00458982317963316,0.00460270949306166,0.00460500373251242,0.00460205994675599,0.00459758476774205,0.00459374776394803,0.00459128581601563,0.00459020062858727,0.00459047939116756,0.00459160068854903,0.00459259890853575,0.00459296222764346
