"i","train_auc_full","acc_train_full","test_auc_full","acc_test_full","train_cutoff_full","test_cutoff_full","Sens_train","Spec_train","PPV_train","NPV_train","Sens_test","Spec_test","PPV_test","NPV_test"
1,0.847619047619048,0.803921568627451,0.717948717948718,0.818181818181818,0.416128535467641,0.701903523228901,90.5,73.3,70.4,91.7,55.6,100,100,76.5
2,0.763492063492063,0.725490196078431,0.837606837606838,0.818181818181818,0.408396516188639,0.590106609154046,76.2,70,64,80.8,55.6,100,100,76.5
3,0.834920634920635,0.803921568627451,0.726495726495726,0.772727272727273,0.481908104961111,0.741004699053616,71.4,86.7,78.9,81.2,44.4,100,100,72.2
4,0.761904761904762,0.745098039215686,0.888888888888889,0.818181818181818,0.446836666830651,0.401904801034464,66.7,80,70,77.4,88.9,76.9,72.7,90.9
5,0.776190476190476,0.705882352941177,0.803418803418803,0.818181818181818,0.381396119346036,0.511503534060457,85.7,60,60,85.7,66.7,92.3,85.7,80
6,0.807936507936508,0.745098039215686,0.717948717948718,0.681818181818182,0.429838722956084,0.26242146661754,76.2,73.3,66.7,81.5,100,46.2,56.2,100
7,0.879365079365079,0.823529411764706,0.641025641025641,0.681818181818182,0.463302211296585,0.507541193855453,76.2,86.7,80,83.9,44.4,84.6,66.7,68.8
8,0.865079365079365,0.803921568627451,0.683760683760684,0.727272727272727,0.468174307775678,0.542242913368257,76.2,83.3,76.2,83.3,44.4,92.3,80,70.6
9,0.834920634920635,0.803921568627451,0.666666666666667,0.636363636363636,0.395688628905657,0.336023603364419,81,80,73.9,85.7,100,38.5,52.9,100
10,0.804761904761905,0.803921568627451,0.811965811965812,0.863636363636364,0.481995920750627,0.771369148433443,71.4,86.7,78.9,81.2,66.7,100,100,81.2
11,0.850793650793651,0.764705882352941,0.64957264957265,0.636363636363636,0.350149211014634,0.428353528338423,90.5,66.7,65.5,90.9,66.7,61.5,54.5,72.7
12,0.833333333333333,0.745098039215686,0.700854700854701,0.636363636363636,0.339468295500369,0.133139500153259,90.5,63.3,63.3,90.5,100,38.5,52.9,100
13,0.758730158730159,0.705882352941177,0.803418803418803,0.818181818181818,0.376134248805294,0.375931157373865,66.7,73.3,63.6,75.9,100,69.2,69.2,100
14,0.736507936507936,0.666666666666667,0.94017094017094,0.909090909090909,0.397707581951339,0.433893720564229,81,56.7,56.7,81,88.9,92.3,88.9,92.3
15,0.86984126984127,0.803921568627451,0.700854700854701,0.772727272727273,0.442432980020549,0.673275075443479,85.7,76.7,72,88.5,55.6,92.3,83.3,75
16,0.80952380952381,0.745098039215686,0.735042735042735,0.772727272727273,0.412000753718878,0.370053341842689,76.2,73.3,66.7,81.5,66.7,84.6,75,78.6
17,0.822222222222222,0.784313725490196,0.735042735042735,0.727272727272727,0.409250448584947,0.229805620842388,81,76.7,70.8,85.2,100,53.8,60,100
18,0.768253968253968,0.745098039215686,0.811965811965812,0.818181818181818,0.435992404342479,0.42320818657868,66.7,80,70,77.4,77.8,84.6,77.8,84.6
19,0.877777777777778,0.843137254901961,0.572649572649573,0.590909090909091,0.604907745643891,0.303794871952211,66.7,96.7,93.3,80.6,77.8,46.2,50,75
20,0.801587301587302,0.764705882352941,0.683760683760684,0.681818181818182,0.393301403514093,0.399199136289304,76.2,76.7,69.6,82.1,77.8,61.5,58.3,80
21,0.777777777777778,0.686274509803922,0.803418803418803,0.772727272727273,0.363410757018972,0.385819092022918,90.5,53.3,57.6,88.9,77.8,76.9,70,83.3
22,0.782539682539683,0.764705882352941,0.752136752136752,0.727272727272727,0.437436214451188,0.299341931483218,71.4,80,71.4,80,100,53.8,60,100
23,0.780952380952381,0.725490196078431,0.752136752136752,0.727272727272727,0.408481188090484,0.335592776263368,81,66.7,63,83.3,100,53.8,60,100
24,0.838095238095238,0.803921568627451,0.726495726495726,0.681818181818182,0.461734645822242,0.164096747504104,71.4,86.7,78.9,81.2,100,46.2,56.2,100
25,0.782539682539683,0.725490196078431,0.794871794871795,0.772727272727273,0.398954755222438,0.43507075220216,76.2,70,64,80.8,77.8,76.9,70,83.3
26,0.83968253968254,0.764705882352941,0.700854700854701,0.727272727272727,0.436698732936766,0.35280422022105,76.2,76.7,69.6,82.1,88.9,61.5,61.5,88.9
27,0.868253968253968,0.843137254901961,0.632478632478632,0.590909090909091,0.525039146600376,0.32298778708213,71.4,93.3,88.2,82.4,88.9,38.5,50,83.3
28,0.819047619047619,0.784313725490196,0.769230769230769,0.772727272727273,0.423755833028219,0.695775848733344,81,76.7,70.8,85.2,44.4,100,100,72.2
29,0.831746031746032,0.784313725490196,0.717948717948718,0.727272727272727,0.40600870679257,0.450891823868098,76.2,80,72.7,82.8,55.6,84.6,71.4,73.3
30,0.780952380952381,0.784313725490196,0.666666666666667,0.636363636363636,0.43481767455228,0.283158351687107,71.4,83.3,75,80.6,100,38.5,52.9,100
31,0.907936507936508,0.882352941176471,0.623931623931624,0.681818181818182,0.651166320118086,0.772355892960676,71.4,100,100,83.3,44.4,84.6,66.7,68.8
32,0.792063492063492,0.725490196078431,0.829059829059829,0.818181818181818,0.336261358657826,0.439999431716408,95.2,56.7,60.6,94.4,88.9,76.9,72.7,90.9
33,0.828571428571429,0.784313725490196,0.64957264957265,0.636363636363636,0.438149559221821,0.287824958307299,76.2,80,72.7,82.8,88.9,46.2,53.3,85.7
34,0.803174603174603,0.764705882352941,0.743589743589744,0.727272727272727,0.441484128152004,0.374882763373741,71.4,80,71.4,80,77.8,69.2,63.6,81.8
35,0.793650793650794,0.745098039215686,0.777777777777778,0.727272727272727,0.424792310897525,0.251676357429839,71.4,76.7,68.2,79.3,100,53.8,60,100
