"i","train_auc_full","acc_train_full","test_auc_full","acc_test_full","train_cutoff_full","test_cutoff_full","Sens_train","Spec_train","PPV_train","NPV_train","Sens_test","Spec_test","PPV_test","NPV_test"
14,0.844444444444444,0.803921568627451,0.871794871794872,0.863636363636364,0.409319723729364,0.423687577557478,90.5,73.3,70.4,91.7,88.9,84.6,80,91.7
15,0.903174603174603,0.843137254901961,0.743589743589744,0.727272727272727,0.44314431320971,0.493694726754369,90.5,80,76,92.3,66.7,76.9,66.7,76.9
16,0.884126984126984,0.803921568627451,0.803418803418803,0.818181818181818,0.435221449331051,0.288219987234606,85.7,76.7,72,88.5,88.9,76.9,72.7,90.9
17,0.880952380952381,0.823529411764706,0.854700854700855,0.818181818181818,0.468629659741311,0.338052397388081,81,83.3,77.3,86.2,88.9,76.9,72.7,90.9
18,0.865079365079365,0.823529411764706,0.854700854700855,0.863636363636364,0.48921700481574,0.509231444148565,76.2,86.7,80,83.9,66.7,100,100,81.2
19,0.936507936507937,0.862745098039216,0.632478632478632,0.681818181818182,0.353399685634516,0.651265898149517,100,76.7,75,100,33.3,92.3,75,66.7
20,0.914285714285714,0.843137254901961,0.666666666666667,0.681818181818182,0.406359863299161,0.308201300932792,95.2,76.7,74.1,95.8,88.9,53.8,57.1,87.5
21,0.858730158730159,0.764705882352941,0.871794871794872,0.863636363636364,0.364706377056852,0.421625764528976,95.2,63.3,64.5,95,88.9,84.6,80,91.7
22,0.895238095238095,0.803921568627451,0.777777777777778,0.727272727272727,0.338270079220214,0.159025669492181,95.2,70,69,95.5,100,53.8,60,100
23,0.847619047619048,0.784313725490196,0.863247863247863,0.818181818181818,0.389331734452098,0.407645616814069,90.5,70,67.9,91.3,100,69.2,69.2,100
24,0.903174603174603,0.823529411764706,0.752136752136752,0.727272727272727,0.300443468337035,0.215974448726156,100,70,70,100,100,53.8,60,100
25,0.882539682539683,0.823529411764706,0.794871794871795,0.772727272727273,0.403115504761281,0.431517560166759,95.2,73.3,71.4,95.7,77.8,76.9,70,83.3
26,0.877777777777778,0.784313725490196,0.794871794871795,0.772727272727273,0.354937676460849,0.492008113699579,95.2,66.7,66.7,95.2,77.8,76.9,70,83.3
27,0.950793650793651,0.901960784313726,0.615384615384615,0.681818181818182,0.55105527180918,0.271000601828929,85.7,93.3,90,90.3,88.9,53.8,57.1,87.5
28,0.893650793650794,0.823529411764706,0.786324786324786,0.818181818181818,0.455109927499441,0.289108079230374,85.7,80,75,88.9,100,69.2,69.2,100
29,0.898412698412698,0.843137254901961,0.794871794871795,0.727272727272727,0.489881725648616,0.29863808336595,85.7,83.3,78.3,89.3,88.9,61.5,61.5,88.9
30,0.895238095238095,0.862745098039216,0.735042735042735,0.681818181818182,0.537511757521401,0.301938019271892,76.2,93.3,88.9,84.8,100,46.2,56.2,100
31,0.974603174603175,0.941176470588235,0.572649572649573,0.636363636363636,0.617150128618388,0.373519260429695,85.7,100,100,90.9,66.7,61.5,54.5,72.7
32,0.912698412698413,0.823529411764706,0.675213675213675,0.636363636363636,0.369485744409945,0.306516569059265,95.2,73.3,71.4,95.7,88.9,46.2,53.3,85.7
33,0.906349206349206,0.823529411764706,0.760683760683761,0.727272727272727,0.415550389225601,0.239313154153357,90.5,76.7,73.1,92,100,53.8,60,100
34,0.852380952380952,0.764705882352941,0.863247863247863,0.863636363636364,0.429861132527944,0.39547927650274,85.7,70,66.7,87.5,88.9,84.6,80,91.7
35,0.841269841269841,0.764705882352941,0.88034188034188,0.863636363636364,0.430338563637482,0.385505097865856,85.7,70,66.7,87.5,88.9,84.6,80,91.7
36,0.93015873015873,0.882352941176471,0.683760683760684,0.727272727272727,0.500167865823121,0.412295309315241,81,93.3,89.5,87.5,88.9,61.5,61.5,88.9
37,0.926984126984127,0.882352941176471,0.623931623931624,0.590909090909091,0.44982255723737,0.0927480443076313,95.2,83.3,80,96.2,100,30.8,50,100
38,0.874603174603175,0.803921568627451,0.854700854700855,0.818181818181818,0.423676667466748,0.269643592960999,95.2,70,69,95.5,100,69.2,69.2,100
39,0.90952380952381,0.803921568627451,0.743589743589744,0.772727272727273,0.295445612424243,0.637892531438647,100,66.7,67.7,100,66.7,84.6,75,78.6
40,0.866666666666667,0.784313725490196,0.837606837606838,0.818181818181818,0.391023674197282,0.356829496316344,90.5,70,67.9,91.3,100,69.2,69.2,100
41,0.863492063492064,0.784313725490196,0.863247863247863,0.818181818181818,0.389514828493456,0.333194878865647,90.5,70,67.9,91.3,100,69.2,69.2,100
42,0.865079365079365,0.784313725490196,0.829059829059829,0.818181818181818,0.414495609361174,0.474910506520885,90.5,70,67.9,91.3,88.9,76.9,72.7,90.9
43,0.898412698412698,0.843137254901961,0.769230769230769,0.772727272727273,0.431289331991889,0.613304447155105,90.5,80,76,92.3,44.4,100,100,72.2
44,0.83015873015873,0.725490196078431,0.923076923076923,0.863636363636364,0.364958787166604,0.330251659533564,95.2,56.7,60.6,94.4,100,76.9,75,100
45,0.903174603174603,0.823529411764706,0.743589743589744,0.772727272727273,0.36167469238927,0.376135669579451,100,70,70,100,77.8,76.9,70,83.3
46,0.887301587301587,0.823529411764706,0.769230769230769,0.772727272727273,0.406148160582569,0.382315187765618,100,70,70,100,77.8,76.9,70,83.3
47,0.880952380952381,0.823529411764706,0.837606837606838,0.818181818181818,0.487027856915582,0.343329568316203,71.4,90,83.3,81.8,88.9,76.9,72.7,90.9
48,0.853968253968254,0.764705882352941,0.914529914529915,0.863636363636364,0.392892014621871,0.282812429723791,90.5,66.7,65.5,90.9,100,76.9,75,100
49,0.923809523809524,0.862745098039216,0.735042735042735,0.727272727272727,0.356509821083494,0.208555702943606,100,76.7,75,100,88.9,61.5,61.5,88.9
50,0.879365079365079,0.803921568627451,0.829059829059829,0.818181818181818,0.419178701737564,0.182693152501279,85.7,76.7,72,88.5,100,69.2,69.2,100
51,0.925396825396825,0.882352941176471,0.692307692307692,0.636363636363636,0.530968518254027,0.387278902998702,85.7,90,85.7,90,77.8,53.8,53.8,77.8
52,0.865079365079365,0.764705882352941,0.82051282051282,0.863636363636364,0.39484925159096,0.364840817909383,85.7,70,66.7,87.5,100,76.9,75,100
53,0.885714285714286,0.843137254901961,0.786324786324786,0.727272727272727,0.447138287237477,0.36543010424588,85.7,83.3,78.3,89.3,77.8,69.2,63.6,81.8
54,0.926984126984127,0.843137254901961,0.726495726495726,0.681818181818182,0.465765813678015,0.297291363753822,90.5,80,76,92.3,77.8,61.5,58.3,80
55,0.857142857142857,0.745098039215686,0.863247863247863,0.909090909090909,0.384179002085243,0.311038176516548,85.7,66.7,64.3,87,100,84.6,81.8,100
56,0.865079365079365,0.803921568627451,0.846153846153846,0.818181818181818,0.369405296441961,0.210353991035565,95.2,70,69,95.5,100,69.2,69.2,100
57,0.911111111111111,0.843137254901961,0.700854700854701,0.681818181818182,0.421625319135162,0.435812623785333,90.5,80,76,92.3,88.9,53.8,57.1,87.5
58,0.876190476190476,0.803921568627451,0.837606837606838,0.772727272727273,0.398901827119954,0.405865186823998,95.2,70,69,95.5,88.9,69.2,66.7,90
59,0.885714285714286,0.803921568627451,0.863247863247863,0.818181818181818,0.400703727685555,0.272598598631238,95.2,70,69,95.5,100,69.2,69.2,100
60,0.898412698412698,0.901960784313726,0.837606837606838,0.772727272727273,0.494942411166034,0.253118113964661,85.7,93.3,90,90.3,100,61.5,64.3,100
61,0.853968253968254,0.803921568627451,0.931623931623932,0.863636363636364,0.561492844153613,0.311805308616453,66.7,90,82.4,79.4,100,76.9,75,100
62,0.879365079365079,0.803921568627451,0.811965811965812,0.772727272727273,0.441504709721957,0.521990393551611,90.5,73.3,70.4,91.7,66.7,84.6,75,78.6
63,0.873015873015873,0.823529411764706,0.871794871794872,0.863636363636364,0.525988000493443,0.353265017943626,61.9,96.7,92.9,78.4,88.9,84.6,80,91.7
64,0.880952380952381,0.803921568627451,0.726495726495726,0.727272727272727,0.400864860351609,0.390839891994664,90.5,73.3,70.4,91.7,66.7,76.9,66.7,76.9
65,0.941269841269841,0.901960784313726,0.572649572649573,0.590909090909091,0.547037652048281,0.240372684953739,81,96.7,94.4,87.9,100,30.8,50,100
66,0.926984126984127,0.882352941176471,0.606837606837607,0.681818181818182,0.384710979350734,0.414942471154642,100,80,77.8,100,77.8,61.5,58.3,80
67,0.892063492063492,0.823529411764706,0.760683760683761,0.727272727272727,0.426178786521939,0.324651000300487,90.5,76.7,73.1,92,100,53.8,60,100
68,0.946031746031746,0.901960784313726,0.666666666666667,0.727272727272727,0.555722664255264,0.756939251657213,81,96.7,94.4,87.9,44.4,92.3,80,70.6
69,0.892063492063492,0.843137254901961,0.794871794871795,0.772727272727273,0.465544588004879,0.336177944956641,85.7,83.3,78.3,89.3,88.9,69.2,66.7,90
70,0.855555555555556,0.784313725490196,0.863247863247863,0.863636363636364,0.371923675227092,0.407782895169168,90.5,70,67.9,91.3,100,76.9,75,100
71,0.898412698412698,0.803921568627451,0.777777777777778,0.818181818181818,0.390963484318178,0.298840108361847,95.2,70,69,95.5,100,69.2,69.2,100
72,0.863492063492064,0.784313725490196,0.88034188034188,0.772727272727273,0.342561882345202,0.312830714824758,100,63.3,65.6,100,100,61.5,64.3,100
73,0.901587301587302,0.843137254901961,0.752136752136752,0.727272727272727,0.466475602888099,0.349324127767022,76.2,90,84.2,84.4,88.9,61.5,61.5,88.9
74,0.903174603174603,0.843137254901961,0.803418803418803,0.772727272727273,0.493691318344196,0.673522188821973,90.5,80,76,92.3,55.6,92.3,83.3,75
75,0.901587301587302,0.823529411764706,0.760683760683761,0.727272727272727,0.432425297530311,0.144216798950437,85.7,80,75,88.9,100,53.8,60,100
76,0.928571428571429,0.882352941176471,0.666666666666667,0.636363636363636,0.532786441502368,0.154742063401039,85.7,90,85.7,90,88.9,46.2,53.3,85.7
77,0.846031746031746,0.764705882352941,0.863247863247863,0.863636363636364,0.324084818067726,0.418850165409694,100,60,63.6,100,88.9,84.6,80,91.7
78,0.9,0.823529411764706,0.717948717948718,0.727272727272727,0.377137287581101,0.30746211387437,90.5,76.7,73.1,92,100,53.8,60,100
79,0.858730158730159,0.803921568627451,0.846153846153846,0.818181818181818,0.409579713991947,0.40637529321221,85.7,76.7,72,88.5,100,69.2,69.2,100
80,0.855555555555556,0.764705882352941,0.854700854700855,0.863636363636364,0.373833166491847,0.296628857229483,90.5,66.7,65.5,90.9,100,76.9,75,100
81,0.884126984126984,0.823529411764706,0.846153846153846,0.818181818181818,0.424197015406027,0.649270202243919,90.5,76.7,73.1,92,55.6,100,100,76.5
82,0.895238095238095,0.843137254901961,0.794871794871795,0.818181818181818,0.420626617343079,0.269743093653151,95.2,76.7,74.1,95.8,100,69.2,69.2,100
83,0.906349206349206,0.862745098039216,0.743589743589744,0.727272727272727,0.43548261813226,0.395251517061223,95.2,80,76.9,96,66.7,76.9,66.7,76.9
84,0.914285714285714,0.882352941176471,0.752136752136752,0.727272727272727,0.428427235193264,0.627591123598653,95.2,83.3,80,96.2,66.7,76.9,66.7,76.9
85,0.880952380952381,0.803921568627451,0.794871794871795,0.772727272727273,0.39720793424427,0.370051587354569,90.5,73.3,70.4,91.7,100,61.5,64.3,100
86,0.912698412698413,0.843137254901961,0.632478632478632,0.636363636363636,0.417571577796503,0.260770787443125,90.5,80,76,92.3,88.9,46.2,53.3,85.7
87,0.857142857142857,0.784313725490196,0.88034188034188,0.772727272727273,0.407693510619896,0.416204514579165,90.5,70,67.9,91.3,100,61.5,64.3,100
88,0.892063492063492,0.862745098039216,0.811965811965812,0.727272727272727,0.453815362115863,0.392223067558537,95.2,80,76.9,96,88.9,61.5,61.5,88.9
89,0.863492063492064,0.843137254901961,0.837606837606838,0.818181818181818,0.400457562690901,0.58545671629666,100,73.3,72.4,100,55.6,100,100,76.5
90,0.906349206349206,0.862745098039216,0.735042735042735,0.727272727272727,0.488906678913706,0.428573883997262,85.7,86.7,81.8,89.7,88.9,61.5,61.5,88.9
91,0.873015873015873,0.803921568627451,0.854700854700855,0.772727272727273,0.417111217519425,0.328840443757896,90.5,73.3,70.4,91.7,100,61.5,64.3,100
92,0.912698412698413,0.843137254901961,0.743589743589744,0.681818181818182,0.44325749928049,0.160619419212486,90.5,80,76,92.3,100,46.2,56.2,100
93,0.912698412698413,0.803921568627451,0.743589743589744,0.727272727272727,0.334038244426848,0.504069310882299,100,66.7,67.7,100,66.7,76.9,66.7,76.9
94,0.874603174603175,0.823529411764706,0.897435897435897,0.863636363636364,0.449981035231877,0.568817546042153,90.5,76.7,73.1,92,88.9,84.6,80,91.7
95,0.83968253968254,0.764705882352941,0.888888888888889,0.863636363636364,0.328929454742847,0.430538245351376,100,60,63.6,100,100,76.9,75,100
96,0.887301587301587,0.823529411764706,0.777777777777778,0.727272727272727,0.354315428780021,0.194135196671698,100,70,70,100,88.9,61.5,61.5,88.9
97,0.892063492063492,0.823529411764706,0.777777777777778,0.772727272727273,0.424846691948023,0.415218682233625,90.5,76.7,73.1,92,88.9,69.2,66.7,90
98,0.842857142857143,0.784313725490196,0.914529914529915,0.909090909090909,0.407047491234201,0.532680935098419,95.2,66.7,66.7,95.2,77.8,100,100,86.7
99,0.9,0.803921568627451,0.769230769230769,0.727272727272727,0.338754484309026,0.361791547476304,100,66.7,67.7,100,77.8,69.2,63.6,81.8
100,0.898412698412698,0.823529411764706,0.811965811965812,0.818181818181818,0.392761329046053,0.649079802482794,95.2,73.3,71.4,95.7,55.6,100,100,76.5
