"i","train_auc_full","acc_train_full","test_auc_full","acc_test_full","train_cutoff_full","test_cutoff_full","Sens_train","Spec_train","PPV_train","NPV_train","Sens_test","Spec_test","PPV_test","NPV_test"
37,0.938095238095238,0.941176470588235,0.632478632478632,0.636363636363636,0.501550576075805,0.188965951503473,95.2,93.3,90.9,96.6,77.8,53.8,53.8,77.8
38,0.858730158730159,0.803921568627451,0.871794871794872,0.818181818181818,0.430867244032948,0.284238744202332,95.2,70,69,95.5,100,69.2,69.2,100
39,0.926984126984127,0.882352941176471,0.752136752136752,0.772727272727273,0.517960446494351,0.636081234916317,85.7,90,85.7,90,66.7,84.6,75,78.6
40,0.898412698412698,0.862745098039216,0.829059829059829,0.818181818181818,0.474856041729436,0.338744273947783,85.7,86.7,81.8,89.7,100,69.2,69.2,100
41,0.884126984126984,0.843137254901961,0.854700854700855,0.818181818181818,0.475814810364017,0.356418855797654,81,86.7,81,86.7,100,69.2,69.2,100
42,0.885714285714286,0.823529411764706,0.854700854700855,0.863636363636364,0.431510361726454,0.454444261466013,85.7,80,75,88.9,88.9,84.6,80,91.7
43,0.903174603174603,0.882352941176471,0.760683760683761,0.772727272727273,0.470785330774564,0.554677100560195,90.5,86.7,82.6,92.9,55.6,92.3,83.3,75
44,0.861904761904762,0.843137254901961,0.923076923076923,0.863636363636364,0.478310972929504,0.354012797107554,76.2,90,84.2,84.4,88.9,84.6,80,91.7
45,0.919047619047619,0.862745098039216,0.735042735042735,0.772727272727273,0.481766939467769,0.411320947591331,81,90,85,87.1,77.8,76.9,70,83.3
46,0.911111111111111,0.862745098039216,0.769230769230769,0.727272727272727,0.438804159069549,0.414255109261979,90.5,83.3,79.2,92.6,77.8,69.2,63.6,81.8
47,0.880952380952381,0.843137254901961,0.863247863247863,0.863636363636364,0.4731679601027,0.383305067918779,76.2,90,84.2,84.4,88.9,84.6,80,91.7
48,0.857142857142857,0.803921568627451,0.94017094017094,0.909090909090909,0.411234895144758,0.467565691374977,90.5,73.3,70.4,91.7,77.8,100,100,86.7
49,0.914285714285714,0.882352941176471,0.794871794871795,0.772727272727273,0.403292538079094,0.26135776549699,100,80,77.8,100,88.9,69.2,66.7,90
50,0.904761904761905,0.862745098039216,0.811965811965812,0.818181818181818,0.457194112264654,0.24673360815444,85.7,86.7,81.8,89.7,88.9,76.9,72.7,90.9
51,0.938095238095238,0.92156862745098,0.683760683760684,0.727272727272727,0.440557211038779,0.504720007036038,95.2,90,87,96.4,66.7,76.9,66.7,76.9
52,0.880952380952381,0.823529411764706,0.871794871794872,0.863636363636364,0.479717062232611,0.34478341339226,76.2,86.7,80,83.9,100,76.9,75,100
53,0.9,0.882352941176471,0.743589743589744,0.727272727272727,0.484129356529261,0.467317517557713,85.7,90,85.7,90,66.7,76.9,66.7,76.9
54,0.925396825396825,0.843137254901961,0.700854700854701,0.636363636363636,0.406259073676561,0.148265657678056,95.2,76.7,74.1,95.8,100,38.5,52.9,100
55,0.871428571428571,0.803921568627451,0.88034188034188,0.909090909090909,0.510661938228211,0.341044657375151,61.9,93.3,86.7,77.8,100,84.6,81.8,100
56,0.865079365079365,0.803921568627451,0.871794871794872,0.818181818181818,0.375451866532059,0.216847860858078,95.2,70,69,95.5,100,69.2,69.2,100
57,0.917460317460317,0.862745098039216,0.769230769230769,0.772727272727273,0.406330532502911,0.444918390467694,90.5,83.3,79.2,92.6,88.9,69.2,66.7,90
58,0.880952380952381,0.843137254901961,0.871794871794872,0.863636363636364,0.5150297151414,0.484266447057006,76.2,90,84.2,84.4,88.9,84.6,80,91.7
59,0.880952380952381,0.823529411764706,0.905982905982906,0.863636363636364,0.392474892533474,0.484350111427387,95.2,73.3,71.4,95.7,77.8,92.3,87.5,85.7
60,0.892063492063492,0.901960784313726,0.777777777777778,0.681818181818182,0.470357945791973,0.167878975063107,90.5,90,86.4,93.1,100,46.2,56.2,100
61,0.850793650793651,0.764705882352941,0.931623931623932,0.909090909090909,0.381859884187806,0.354848840686925,90.5,66.7,65.5,90.9,100,84.6,81.8,100
62,0.89047619047619,0.862745098039216,0.854700854700855,0.818181818181818,0.484043280083668,0.603909578365279,90.5,83.3,79.2,92.6,55.6,100,100,76.5
63,0.915873015873016,0.862745098039216,0.777777777777778,0.818181818181818,0.509323457234684,0.372228859234382,76.2,93.3,88.9,84.8,88.9,76.9,72.7,90.9
64,0.9,0.862745098039216,0.743589743589744,0.772727272727273,0.374090360083092,0.419222885569655,95.2,80,76.9,96,66.7,84.6,75,78.6
65,0.936507936507937,0.92156862745098,0.632478632478632,0.681818181818182,0.553092307700552,0.312395190089646,81,100,100,88.2,100,46.2,56.2,100
66,0.934920634920635,0.92156862745098,0.632478632478632,0.636363636363636,0.448970261324285,0.355819587945982,95.2,90,87,96.4,77.8,53.8,53.8,77.8
67,0.896825396825397,0.862745098039216,0.794871794871795,0.772727272727273,0.488603370406422,0.431129535614571,81,90,85,87.1,100,61.5,64.3,100
68,0.96984126984127,0.96078431372549,0.58974358974359,0.681818181818182,0.446811141714263,0.687026768748984,95.2,96.7,95.2,96.7,66.7,69.2,60,75
69,0.890476190476191,0.862745098039216,0.794871794871795,0.727272727272727,0.484489897060235,0.379492375174387,85.7,86.7,81.8,89.7,88.9,61.5,61.5,88.9
70,0.863492063492064,0.843137254901961,0.846153846153846,0.818181818181818,0.440356588539095,0.350195668686841,81,86.7,81,86.7,100,69.2,69.2,100
71,0.89047619047619,0.823529411764706,0.786324786324786,0.772727272727273,0.40642703849301,0.410786650241678,95.2,73.3,71.4,95.7,88.9,69.2,66.7,90
72,0.868253968253968,0.823529411764706,0.905982905982906,0.863636363636364,0.437272874702436,0.55891914306681,90.5,76.7,73.1,92,66.7,100,100,81.2
73,0.912698412698413,0.882352941176471,0.752136752136752,0.727272727272727,0.446179991091516,0.335082251719219,85.7,90,85.7,90,100,53.8,60,100
74,0.919047619047619,0.901960784313726,0.803418803418803,0.772727272727273,0.542814627229719,0.536947456400383,85.7,93.3,90,90.3,88.9,69.2,66.7,90
75,0.895238095238095,0.823529411764706,0.82051282051282,0.772727272727273,0.425468703468749,0.230964497037216,90.5,76.7,73.1,92,100,61.5,64.3,100
76,0.931746031746032,0.92156862745098,0.64957264957265,0.727272727272727,0.489363192489375,0.489101787660785,95.2,90,87,96.4,44.4,92.3,80,70.6
77,0.853968253968254,0.784313725490196,0.905982905982906,0.863636363636364,0.369125813804361,0.449377711049688,95.2,66.7,66.7,95.2,88.9,84.6,80,91.7
78,0.914285714285714,0.882352941176471,0.743589743589744,0.727272727272727,0.467050196592685,0.27784730979752,90.5,86.7,82.6,92.9,88.9,61.5,61.5,88.9
79,0.866666666666667,0.803921568627451,0.897435897435897,0.863636363636364,0.399395016209046,0.389849061094602,85.7,76.7,72,88.5,100,76.9,75,100
80,0.871428571428571,0.764705882352941,0.846153846153846,0.818181818181818,0.376198478120928,0.283966890690104,90.5,66.7,65.5,90.9,100,69.2,69.2,100
81,0.893650793650794,0.843137254901961,0.837606837606838,0.772727272727273,0.375333763475269,0.535685291945342,95.2,76.7,74.1,95.8,77.8,76.9,70,83.3
82,0.919047619047619,0.843137254901961,0.794871794871795,0.772727272727273,0.328597679757441,0.363463984946978,100,73.3,72.4,100,88.9,69.2,66.7,90
83,0.912698412698413,0.882352941176471,0.752136752136752,0.772727272727273,0.477737382902199,0.430501192669831,95.2,83.3,80,96.2,66.7,84.6,75,78.6
84,0.920634920634921,0.882352941176471,0.786324786324786,0.772727272727273,0.440565336596336,0.508983368313334,90.5,86.7,82.6,92.9,88.9,69.2,66.7,90
85,0.887301587301587,0.843137254901961,0.871794871794872,0.909090909090909,0.48598410447298,0.450837848666638,81,86.7,81,86.7,88.9,92.3,88.9,92.3
86,0.914285714285714,0.843137254901961,0.632478632478632,0.590909090909091,0.359000217493651,0.19704628603488,100,73.3,72.4,100,100,30.8,50,100
87,0.877777777777778,0.862745098039216,0.905982905982906,0.863636363636364,0.471526373861132,0.45620261678629,81,90,85,87.1,100,76.9,75,100
88,0.906349206349206,0.862745098039216,0.82051282051282,0.863636363636364,0.484861425973218,0.488128681673101,85.7,86.7,81.8,89.7,88.9,84.6,80,91.7
89,0.892063492063492,0.882352941176471,0.82051282051282,0.818181818181818,0.453777693167657,0.537907399422975,90.5,86.7,82.6,92.9,66.7,92.3,85.7,80
90,0.903174603174603,0.843137254901961,0.726495726495726,0.727272727272727,0.475761896311505,0.425375260558318,81,86.7,81,86.7,88.9,61.5,61.5,88.9
91,0.896825396825397,0.843137254901961,0.871794871794872,0.863636363636364,0.455425153980899,0.566050656090191,85.7,83.3,78.3,89.3,88.9,84.6,80,91.7
92,0.915873015873016,0.862745098039216,0.777777777777778,0.681818181818182,0.482817485287838,0.181728468715179,90.5,83.3,79.2,92.6,100,46.2,56.2,100
93,0.946031746031746,0.92156862745098,0.700854700854701,0.727272727272727,0.503420949175641,0.424743169674152,95.2,90,87,96.4,66.7,76.9,66.7,76.9
94,0.884126984126984,0.843137254901961,0.897435897435897,0.818181818181818,0.448144127738637,0.562035252009296,85.7,83.3,78.3,89.3,88.9,76.9,72.7,90.9
95,0.833333333333333,0.784313725490196,0.923076923076923,0.863636363636364,0.355782678100655,0.438760300464078,95.2,66.7,66.7,95.2,100,76.9,75,100
96,0.906349206349206,0.882352941176471,0.760683760683761,0.772727272727273,0.505018950067295,0.489118320582068,90.5,86.7,82.6,92.9,55.6,92.3,83.3,75
97,0.919047619047619,0.882352941176471,0.794871794871795,0.772727272727273,0.470175718674546,0.377923278131656,90.5,86.7,82.6,92.9,88.9,69.2,66.7,90
98,0.882539682539683,0.843137254901961,0.837606837606838,0.863636363636364,0.491236425313791,0.508566796158993,81,86.7,81,86.7,77.8,92.3,87.5,85.7
99,0.907936507936508,0.862745098039216,0.769230769230769,0.772727272727273,0.435769924150697,0.511953530296732,95.2,80,76.9,96,55.6,92.3,83.3,75
100,0.911111111111111,0.843137254901961,0.786324786324786,0.727272727272727,0.401404379541394,0.546628110840571,95.2,76.7,74.1,95.8,88.9,61.5,61.5,88.9
