"i","train_auc_full","acc_train_full","test_auc_full","acc_test_full","train_cutoff_full","test_cutoff_full","Sens_train","Spec_train","PPV_train","NPV_train","Sens_test","Spec_test","PPV_test","NPV_test"
1,0.865079365079365,0.803921568627451,0.803418803418803,0.818181818181818,0.356399127253936,0.687065355025129,95.2,70,69,95.5,55.6,100,100,76.5
2,0.819047619047619,0.745098039215686,0.854700854700855,0.818181818181818,0.403941496243929,0.60521303025448,90.5,63.3,63.3,90.5,66.7,92.3,85.7,80
3,0.904761904761905,0.862745098039216,0.743589743589744,0.772727272727273,0.485113444023511,0.748286367549723,85.7,86.7,81.8,89.7,44.4,100,100,72.2
4,0.815873015873016,0.784313725490196,0.854700854700855,0.772727272727273,0.452716437298584,0.375280234767812,76.2,80,72.7,82.8,100,61.5,64.3,100
5,0.793650793650794,0.764705882352941,0.88034188034188,0.863636363636364,0.440058478001819,0.48924299204313,76.2,76.7,69.6,82.1,77.8,92.3,87.5,85.7
6,0.817460317460317,0.745098039215686,0.811965811965812,0.818181818181818,0.408087465799832,0.374723973647445,85.7,66.7,64.3,87,100,69.2,69.2,100
7,0.901587301587302,0.843137254901961,0.658119658119658,0.636363636363636,0.409349291047592,0.437878759413812,95.2,76.7,74.1,95.8,66.7,61.5,54.5,72.7
8,0.879365079365079,0.784313725490196,0.726495726495726,0.681818181818182,0.414656054047989,0.0779372097600633,90.5,70,67.9,91.3,100,46.2,56.2,100
9,0.855555555555556,0.803921568627451,0.726495726495727,0.681818181818182,0.404404393541211,0.373659765727159,81,80,73.9,85.7,100,46.2,56.2,100
10,0.863492063492064,0.803921568627451,0.743589743589744,0.818181818181818,0.495226715570683,0.686856473970202,71.4,86.7,78.9,81.2,66.7,92.3,85.7,80
11,0.89047619047619,0.823529411764706,0.64957264957265,0.727272727272727,0.445413541034101,0.715046498197749,81,83.3,77.3,86.2,44.4,92.3,80,70.6
12,0.873015873015873,0.784313725490196,0.743589743589744,0.727272727272727,0.347655393601284,0.296984419696925,95.2,66.7,66.7,95.2,77.8,69.2,63.6,81.8
13,0.815873015873016,0.803921568627451,0.752136752136752,0.772727272727273,0.533602616292895,0.370948286529371,61.9,93.3,86.7,77.8,88.9,69.2,66.7,90
14,0.807936507936508,0.745098039215686,0.897435897435897,0.863636363636364,0.427552994095283,0.42847863349619,71.4,76.7,68.2,79.3,88.9,84.6,80,91.7
15,0.879365079365079,0.803921568627451,0.743589743589744,0.772727272727273,0.467543157139736,0.64222951359703,85.7,76.7,72,88.5,55.6,92.3,83.3,75
16,0.846031746031746,0.764705882352941,0.777777777777778,0.772727272727273,0.33886764528955,0.364248134315251,85.7,70,66.7,87.5,77.8,76.9,70,83.3
17,0.850793650793651,0.803921568627451,0.803418803418803,0.818181818181818,0.40258009177458,0.379309242935543,85.7,76.7,72,88.5,66.7,92.3,85.7,80
18,0.819047619047619,0.784313725490196,0.837606837606838,0.818181818181818,0.466605817242598,0.41232907076005,66.7,86.7,77.8,78.8,77.8,84.6,77.8,84.6
19,0.917460317460317,0.882352941176471,0.632478632478632,0.636363636363636,0.547209476080415,0.226996288567735,81,93.3,89.5,87.5,77.8,53.8,53.8,77.8
20,0.831746031746032,0.803921568627451,0.692307692307692,0.636363636363636,0.426609298942147,0.284758467280067,71.4,86.7,78.9,81.2,100,38.5,52.9,100
21,0.828571428571429,0.745098039215686,0.846153846153846,0.818181818181818,0.372744231867065,0.399463336528473,90.5,63.3,63.3,90.5,88.9,76.9,72.7,90.9
22,0.847619047619048,0.803921568627451,0.743589743589744,0.727272727272727,0.3906168045824,0.364528898395901,85.7,76.7,72,88.5,66.7,76.9,66.7,76.9
23,0.825396825396825,0.803921568627451,0.760683760683761,0.727272727272727,0.431586044449443,0.326479323865743,81,80,73.9,85.7,100,53.8,60,100
24,0.876190476190476,0.843137254901961,0.709401709401709,0.681818181818182,0.438746373541905,0.364824228469075,85.7,83.3,78.3,89.3,77.8,61.5,58.3,80
25,0.822222222222222,0.784313725490196,0.863247863247863,0.772727272727273,0.461184698982041,0.243639592563962,71.4,83.3,75,80.6,100,61.5,64.3,100
26,0.86031746031746,0.823529411764706,0.760683760683761,0.727272727272727,0.442026979835536,0.362653903352845,81,83.3,77.3,86.2,88.9,61.5,61.5,88.9
27,0.941269841269841,0.882352941176471,0.564102564102564,0.545454545454545,0.469272125172485,0.073273718842284,90.5,86.7,82.6,92.9,100,23.1,47.4,100
28,0.855555555555556,0.823529411764706,0.82051282051282,0.772727272727273,0.473344609952759,0.354873275892802,76.2,86.7,80,83.9,77.8,76.9,70,83.3
29,0.850793650793651,0.784313725490196,0.760683760683761,0.818181818181818,0.385570583725727,0.475717462226659,85.7,73.3,69.2,88,66.7,92.3,85.7,80
30,0.855555555555556,0.843137254901961,0.632478632478632,0.590909090909091,0.559692682057228,0.252784064524221,71.4,93.3,88.2,82.4,100,30.8,50,100
31,0.96031746031746,0.92156862745098,0.598290598290598,0.681818181818182,0.638062034748742,0.571220171278132,81,100,100,88.2,55.6,76.9,62.5,71.4
32,0.814285714285714,0.745098039215686,0.863247863247863,0.818181818181818,0.369225088489672,0.455901102888196,90.5,63.3,63.3,90.5,88.9,76.9,72.7,90.9
33,0.892063492063492,0.843137254901961,0.692307692307692,0.727272727272727,0.438786751316187,0.332124631241864,81,86.7,81,86.7,77.8,69.2,63.6,81.8
34,0.828571428571429,0.764705882352941,0.829059829059829,0.818181818181818,0.458631476267642,0.317893911642461,71.4,80,71.4,80,88.9,76.9,72.7,90.9
35,0.812698412698413,0.764705882352941,0.863247863247863,0.818181818181818,0.446779124148712,0.36837270624032,71.4,80,71.4,80,88.9,76.9,72.7,90.9
36,0.871428571428571,0.843137254901961,0.64957264957265,0.727272727272727,0.416595691524314,0.320240057593221,81,86.7,81,86.7,88.9,61.5,61.5,88.9
37,0.89047619047619,0.862745098039216,0.658119658119658,0.636363636363636,0.515296153392554,0.207183592970576,76.2,93.3,88.9,84.8,100,38.5,52.9,100
38,0.879365079365079,0.843137254901961,0.743589743589744,0.727272727272727,0.500608789648729,0.493665036327562,85.7,83.3,78.3,89.3,55.6,84.6,71.4,73.3
39,0.825396825396825,0.705882352941177,0.794871794871795,0.818181818181818,0.280523607586758,0.464716285073844,100,50,58.3,100,77.8,84.6,77.8,84.6
40,0.83015873015873,0.764705882352941,0.794871794871795,0.772727272727273,0.378211389364058,0.331435775286076,85.7,70,66.7,87.5,100,61.5,64.3,100
41,0.823809523809524,0.764705882352941,0.829059829059829,0.818181818181818,0.445448381190232,0.428613184017466,71.4,80,71.4,80,88.9,76.9,72.7,90.9
42,0.841269841269841,0.784313725490196,0.82051282051282,0.818181818181818,0.445863409808086,0.426561409402793,66.7,86.7,77.8,78.8,88.9,76.9,72.7,90.9
43,0.834920634920635,0.784313725490196,0.82051282051282,0.818181818181818,0.411677310549992,0.489228712108274,85.7,73.3,69.2,88,66.7,92.3,85.7,80
44,0.763492063492063,0.725490196078431,0.923076923076923,0.909090909090909,0.410995383078809,0.396333809805534,71.4,73.3,65.2,78.6,77.8,100,100,86.7
45,0.882539682539683,0.784313725490196,0.709401709401709,0.727272727272727,0.352972856518334,0.438512331325416,95.2,66.7,66.7,95.2,55.6,84.6,71.4,73.3
46,0.86031746031746,0.764705882352941,0.717948717948718,0.727272727272727,0.344121295332863,0.433018773509773,100,60,63.6,100,77.8,69.2,63.6,81.8
47,0.812698412698413,0.784313725490196,0.846153846153846,0.818181818181818,0.420011841275003,0.357779559902482,71.4,83.3,75,80.6,88.9,76.9,72.7,90.9
48,0.814285714285714,0.764705882352941,0.888888888888889,0.863636363636364,0.415160296057235,0.447937920250603,85.7,70,66.7,87.5,66.7,100,100,81.2
49,0.887301587301587,0.823529411764706,0.726495726495726,0.727272727272727,0.395746037667903,0.455232695144099,95.2,73.3,71.4,95.7,66.7,76.9,66.7,76.9
50,0.882539682539683,0.862745098039216,0.786324786324786,0.772727272727273,0.429019782373308,0.106749873898568,85.7,86.7,81.8,89.7,100,61.5,64.3,100
51,0.861904761904762,0.823529411764706,0.700854700854701,0.727272727272727,0.508537083562711,0.386057040551,66.7,93.3,87.5,80,77.8,69.2,63.6,81.8
52,0.814285714285714,0.784313725490196,0.888888888888889,0.818181818181818,0.403571092084071,0.350408182024026,81,76.7,70.8,85.2,100,69.2,69.2,100
53,0.842857142857143,0.784313725490196,0.726495726495726,0.636363636363636,0.369747652206691,0.280715046735672,85.7,73.3,69.2,88,100,38.5,52.9,100
54,0.912698412698413,0.862745098039216,0.683760683760684,0.727272727272727,0.473834029640725,0.739762161095506,95.2,80,76.9,96,44.4,92.3,80,70.6
55,0.825396825396825,0.784313725490196,0.854700854700855,0.818181818181818,0.425086089996821,0.326951620279369,76.2,80,72.7,82.8,88.9,76.9,72.7,90.9
56,0.83015873015873,0.784313725490196,0.837606837606838,0.772727272727273,0.431024033205503,0.385301706676622,76.2,80,72.7,82.8,77.8,76.9,70,83.3
57,0.865079365079365,0.803921568627451,0.700854700854701,0.727272727272727,0.475908431831505,0.428317323262765,71.4,86.7,78.9,81.2,77.8,69.2,63.6,81.8
58,0.852380952380952,0.823529411764706,0.837606837606838,0.818181818181818,0.457556224362581,0.552168519714638,81,83.3,77.3,86.2,77.8,84.6,77.8,84.6
59,0.823809523809524,0.823529411764706,0.871794871794872,0.772727272727273,0.437136992141313,0.353584445328319,76.2,86.7,80,83.9,88.9,69.2,66.7,90
60,0.833333333333333,0.803921568627451,0.82051282051282,0.818181818181818,0.388347127231811,0.503555854610384,85.7,76.7,72,88.5,66.7,92.3,85.7,80
61,0.836507936507937,0.803921568627451,0.863247863247863,0.818181818181818,0.495056872201665,0.473795367723236,66.7,90,82.4,79.4,88.9,76.9,72.7,90.9
62,0.825396825396825,0.803921568627451,0.863247863247863,0.818181818181818,0.460067032800566,0.421122836798828,76.2,83.3,76.2,83.3,88.9,76.9,72.7,90.9
63,0.847619047619048,0.764705882352941,0.786324786324786,0.772727272727273,0.376359342570809,0.339980185677213,85.7,70,66.7,87.5,88.9,69.2,66.7,90
64,0.826984126984127,0.764705882352941,0.846153846153846,0.818181818181818,0.403067939052619,0.347261658260712,76.2,76.7,69.6,82.1,88.9,76.9,72.7,90.9
