"i","train_auc_full","acc_train_full","test_auc_full","acc_test_full","train_cutoff_full","test_cutoff_full","Sens_train","Spec_train","PPV_train","NPV_train","Sens_test","Spec_test","PPV_test","NPV_test"
45,0.895238095238095,0.803921568627451,0.735042735042735,0.727272727272727,0.349861620883903,0.398019996257802,100,66.7,67.7,100,77.8,69.2,63.6,81.8
46,0.861904761904762,0.803921568627451,0.769230769230769,0.772727272727273,0.341230864079252,0.35439750988707,100,66.7,67.7,100,77.8,76.9,70,83.3
47,0.842857142857143,0.745098039215686,0.846153846153846,0.772727272727273,0.339680801821398,0.266696659272008,95.2,60,62.5,94.7,100,61.5,64.3,100
48,0.836507936507937,0.764705882352941,0.905982905982906,0.863636363636364,0.414495690540849,0.329506180694091,85.7,70,66.7,87.5,100,76.9,75,100
49,0.882539682539683,0.843137254901961,0.769230769230769,0.727272727272727,0.400709369182595,0.330866667156515,95.2,76.7,74.1,95.8,77.8,69.2,63.6,81.8
50,0.9,0.823529411764706,0.829059829059829,0.818181818181818,0.48084130089128,0.170079623876424,81,83.3,77.3,86.2,100,69.2,69.2,100
51,0.892063492063492,0.862745098039216,0.726495726495726,0.727272727272727,0.461186652596046,0.41864735201886,85.7,86.7,81.8,89.7,77.8,69.2,63.6,81.8
52,0.836507936507937,0.745098039215686,0.846153846153846,0.863636363636364,0.329978747316517,0.390408050357182,95.2,60,62.5,94.7,100,76.9,75,100
53,0.873015873015873,0.843137254901961,0.743589743589744,0.681818181818182,0.527898161108618,0.324320743720318,71.4,93.3,88.2,82.4,88.9,53.8,57.1,87.5
54,0.926984126984127,0.843137254901961,0.700854700854701,0.636363636363636,0.48031987877515,0.159362351732522,85.7,83.3,78.3,89.3,100,38.5,52.9,100
55,0.857142857142857,0.823529411764706,0.846153846153846,0.863636363636364,0.554082941981099,0.354929746014972,57.1,100,100,76.9,88.9,84.6,80,91.7
56,0.852380952380952,0.823529411764706,0.854700854700855,0.818181818181818,0.404739316764394,0.209836899395888,90.5,76.7,73.1,92,100,69.2,69.2,100
57,0.882539682539683,0.803921568627451,0.752136752136752,0.772727272727273,0.397803310026441,0.430740212761708,85.7,76.7,72,88.5,88.9,69.2,66.7,90
58,0.861904761904762,0.764705882352941,0.837606837606838,0.818181818181818,0.345262483700656,0.454210121374842,90.5,66.7,65.5,90.9,88.9,76.9,72.7,90.9
59,0.863492063492064,0.803921568627451,0.846153846153846,0.772727272727273,0.427463056792375,0.351850693536263,85.7,76.7,72,88.5,88.9,69.2,66.7,90
60,0.877777777777778,0.843137254901961,0.82051282051282,0.818181818181818,0.444878415567953,0.615619629577853,85.7,83.3,78.3,89.3,55.6,100,100,76.5
61,0.844444444444444,0.784313725490196,0.897435897435897,0.863636363636364,0.480208556234875,0.336659639452448,71.4,83.3,75,80.6,100,76.9,75,100
62,0.849206349206349,0.784313725490196,0.846153846153846,0.818181818181818,0.315732735374564,0.540189327307332,100,63.3,65.6,100,66.7,92.3,85.7,80
63,0.868253968253968,0.764705882352941,0.837606837606838,0.818181818181818,0.379380911427288,0.396982838612547,85.7,70,66.7,87.5,77.8,84.6,77.8,84.6
64,0.86984126984127,0.803921568627451,0.743589743589744,0.727272727272727,0.486318095862759,0.417343698303314,71.4,86.7,78.9,81.2,66.7,76.9,66.7,76.9
65,0.911111111111111,0.843137254901961,0.64957264957265,0.636363636363636,0.423082451048742,0.439564446140137,90.5,80,76,92.3,77.8,53.8,53.8,77.8
66,0.917460317460317,0.862745098039216,0.572649572649573,0.590909090909091,0.38222062357279,0.307255988551213,100,76.7,75,100,77.8,46.2,50,75
67,0.877777777777778,0.843137254901961,0.769230769230769,0.727272727272727,0.426331543661387,0.483834805652095,90.5,80,76,92.3,88.9,61.5,61.5,88.9
68,0.915873015873016,0.843137254901961,0.64957264957265,0.636363636363636,0.527677323452771,0.389320316559148,76.2,90,84.2,84.4,77.8,53.8,53.8,77.8
69,0.874603174603175,0.764705882352941,0.769230769230769,0.727272727272727,0.321760251148583,0.327345081873885,100,60,63.6,100,88.9,61.5,61.5,88.9
70,0.841269841269841,0.784313725490196,0.846153846153846,0.863636363636364,0.367991704626314,0.423506055475031,90.5,70,67.9,91.3,100,76.9,75,100
71,0.882539682539683,0.803921568627451,0.760683760683761,0.818181818181818,0.410674241525065,0.342223847443302,85.7,76.7,72,88.5,100,69.2,69.2,100
72,0.844444444444444,0.764705882352941,0.88034188034188,0.818181818181818,0.349398359265501,0.376492988952811,100,60,63.6,100,100,69.2,69.2,100
73,0.884126984126984,0.843137254901961,0.786324786324786,0.727272727272727,0.458271758143899,0.380969725749993,76.2,90,84.2,84.4,88.9,61.5,61.5,88.9
74,0.895238095238095,0.823529411764706,0.811965811965812,0.727272727272727,0.374313148625164,0.45711070209195,90.5,76.7,73.1,92,88.9,61.5,61.5,88.9
75,0.9,0.823529411764706,0.743589743589744,0.727272727272727,0.442735839582021,0.125967765579881,85.7,80,75,88.9,100,53.8,60,100
76,0.919047619047619,0.843137254901961,0.632478632478632,0.636363636363636,0.442893842156263,0.127567031155373,90.5,80,76,92.3,88.9,46.2,53.3,85.7
77,0.833333333333333,0.764705882352941,0.88034188034188,0.863636363636364,0.379336479170726,0.390997919446113,85.7,70,66.7,87.5,88.9,84.6,80,91.7
78,0.892063492063492,0.823529411764706,0.675213675213675,0.727272727272727,0.370052748207572,0.299038423221573,85.7,80,75,88.9,100,53.8,60,100
79,0.825396825396825,0.784313725490196,0.905982905982906,0.863636363636364,0.382048593683689,0.399237425758435,81,76.7,70.8,85.2,100,76.9,75,100
80,0.861904761904762,0.764705882352941,0.837606837606838,0.772727272727273,0.358238923749304,0.1958910528173,90.5,66.7,65.5,90.9,100,61.5,64.3,100
81,0.888888888888889,0.803921568627451,0.837606837606838,0.818181818181818,0.332502997638082,0.710088378922473,100,66.7,67.7,100,55.6,100,100,76.5
82,0.86031746031746,0.803921568627451,0.829059829059829,0.818181818181818,0.403316815754738,0.326085068295303,90.5,73.3,70.4,91.7,100,69.2,69.2,100
83,0.880952380952381,0.803921568627451,0.777777777777778,0.772727272727273,0.437036982273706,0.371090683758201,85.7,76.7,72,88.5,77.8,76.9,70,83.3
84,0.904761904761905,0.843137254901961,0.735042735042735,0.727272727272727,0.383105223131888,0.601962813575219,95.2,76.7,74.1,95.8,55.6,84.6,71.4,73.3
85,0.858730158730159,0.803921568627451,0.854700854700855,0.772727272727273,0.387223238614734,0.283304416086087,90.5,73.3,70.4,91.7,100,61.5,64.3,100
86,0.911111111111111,0.843137254901961,0.598290598290598,0.636363636363636,0.350146148176134,0.221763205748763,100,73.3,72.4,100,88.9,46.2,53.3,85.7
87,0.825396825396825,0.784313725490196,0.897435897435897,0.863636363636364,0.380599954466718,0.534144523410691,95.2,66.7,66.7,95.2,66.7,100,100,81.2
88,0.86984126984127,0.823529411764706,0.837606837606838,0.772727272727273,0.456885404770346,0.59157711968577,85.7,80,75,88.9,77.8,76.9,70,83.3
89,0.868253968253968,0.823529411764706,0.837606837606838,0.818181818181818,0.409515512086754,0.647289859443803,90.5,76.7,73.1,92,55.6,100,100,76.5
90,0.89047619047619,0.823529411764706,0.777777777777778,0.727272727272727,0.409596176033209,0.325034302132,85.7,80,75,88.9,100,53.8,60,100
91,0.853968253968254,0.764705882352941,0.854700854700855,0.818181818181818,0.32074073889808,0.437327660938144,100,60,63.6,100,88.9,76.9,72.7,90.9
92,0.901587301587302,0.803921568627451,0.717948717948718,0.681818181818182,0.318869601839906,0.252522111316292,95.2,70,69,95.5,88.9,53.8,57.1,87.5
93,0.892063492063492,0.803921568627451,0.752136752136752,0.772727272727273,0.332610773392712,0.427061775530805,95.2,70,69,95.5,66.7,84.6,75,78.6
94,0.866666666666667,0.823529411764706,0.854700854700855,0.772727272727273,0.446301247688831,0.356359321225633,81,83.3,77.3,86.2,100,61.5,64.3,100
95,0.833333333333333,0.784313725490196,0.897435897435897,0.863636363636364,0.398898080988508,0.394389497385999,90.5,70,67.9,91.3,100,76.9,75,100
96,0.890476190476191,0.823529411764706,0.752136752136752,0.681818181818182,0.295407785433002,0.224800519994718,100,70,70,100,88.9,53.8,57.1,87.5
97,0.866666666666667,0.764705882352941,0.811965811965812,0.818181818181818,0.27225450534681,0.315953660868295,100,60,63.6,100,100,69.2,69.2,100
98,0.825396825396825,0.764705882352941,0.931623931623932,0.909090909090909,0.331916747318138,0.544150046252008,100,60,63.6,100,77.8,100,100,86.7
99,0.9,0.803921568627451,0.709401709401709,0.681818181818182,0.293617121136774,0.304315392887176,100,66.7,67.7,100,77.8,61.5,58.3,80
100,0.884126984126984,0.803921568627451,0.777777777777778,0.727272727272727,0.300486627927475,0.521597217745474,100,66.7,67.7,100,88.9,61.5,61.5,88.9
