"i","train_auc_full","acc_train_full","test_auc_full","acc_test_full","train_cutoff_full","test_cutoff_full","Sens_train","Spec_train","PPV_train","NPV_train","Sens_test","Spec_test","PPV_test","NPV_test"
33,0.93968253968254,0.901960784313726,0.717948717948718,0.727272727272727,0.415671434232004,0.420548445116674,95.2,86.7,83.3,96.3,77.8,69.2,63.6,81.8
34,0.861904761904762,0.784313725490196,0.897435897435897,0.863636363636364,0.444058126980781,0.309318545389157,81,76.7,70.8,85.2,100,76.9,75,100
35,0.844444444444444,0.784313725490196,0.914529914529915,0.909090909090909,0.425755036349449,0.353085632637676,90.5,70,67.9,91.3,100,84.6,81.8,100
36,0.93015873015873,0.882352941176471,0.692307692307692,0.727272727272727,0.470022595995201,0.42519515925356,85.7,90,85.7,90,88.9,61.5,61.5,88.9
37,0.925396825396825,0.901960784313726,0.658119658119658,0.636363636363636,0.525909610109333,0.192217152697458,95.2,86.7,83.3,96.3,88.9,46.2,53.3,85.7
38,0.871428571428571,0.803921568627451,0.871794871794872,0.818181818181818,0.423559185057332,0.284963850107418,95.2,70,69,95.5,100,69.2,69.2,100
39,0.925396825396825,0.882352941176471,0.769230769230769,0.772727272727273,0.515698702901948,0.638003019114011,85.7,90,85.7,90,66.7,84.6,75,78.6
40,0.895238095238095,0.862745098039216,0.829059829059829,0.818181818181818,0.49424615026299,0.381031378555673,81,90,85,87.1,100,69.2,69.2,100
41,0.879365079365079,0.823529411764706,0.837606837606838,0.818181818181818,0.474673153853098,0.383760274907636,85.7,80,75,88.9,100,69.2,69.2,100
42,0.888888888888889,0.803921568627451,0.854700854700855,0.863636363636364,0.410021993858033,0.440688776739316,90.5,73.3,70.4,91.7,88.9,84.6,80,91.7
43,0.898412698412698,0.882352941176471,0.777777777777778,0.772727272727273,0.489331659353087,0.575652451341975,90.5,86.7,82.6,92.9,55.6,92.3,83.3,75
44,0.855555555555556,0.803921568627451,0.931623931623932,0.863636363636364,0.445609977805031,0.371449709539039,85.7,76.7,72,88.5,88.9,84.6,80,91.7
45,0.906349206349206,0.823529411764706,0.743589743589744,0.772727272727273,0.45014017121447,0.425957052426252,90.5,76.7,73.1,92,77.8,76.9,70,83.3
46,0.906349206349206,0.862745098039216,0.794871794871795,0.818181818181818,0.454169159463941,0.422657742865505,90.5,83.3,79.2,92.6,77.8,84.6,77.8,84.6
47,0.884126984126984,0.843137254901961,0.846153846153846,0.818181818181818,0.466738647388615,0.387872226501029,76.2,90,84.2,84.4,88.9,76.9,72.7,90.9
48,0.850793650793651,0.784313725490196,0.94017094017094,0.909090909090909,0.387975085013358,0.472525364824729,95.2,66.7,66.7,95.2,77.8,100,100,86.7
49,0.917460317460318,0.882352941176471,0.794871794871795,0.772727272727273,0.405482667004522,0.249175255985549,100,80,77.8,100,88.9,69.2,66.7,90
50,0.895238095238095,0.823529411764706,0.829059829059829,0.818181818181818,0.405224842726134,0.263815789654098,95.2,73.3,71.4,95.7,88.9,76.9,72.7,90.9
51,0.933333333333333,0.92156862745098,0.658119658119658,0.681818181818182,0.525820055070222,0.459424148645249,90.5,93.3,90.5,93.3,66.7,69.2,60,75
52,0.876190476190476,0.803921568627451,0.871794871794872,0.863636363636364,0.44776841711585,0.352153516684846,81,80,73.9,85.7,100,76.9,75,100
53,0.89047619047619,0.843137254901961,0.82051282051282,0.772727272727273,0.449331148308927,0.355231817685023,85.7,83.3,78.3,89.3,88.9,69.2,66.7,90
54,0.914285714285714,0.843137254901961,0.760683760683761,0.727272727272727,0.432641465927748,0.335725411821921,90.5,80,76,92.3,77.8,69.2,63.6,81.8
55,0.874603174603175,0.803921568627451,0.888888888888889,0.909090909090909,0.492112482411338,0.34440071808142,66.7,90,82.4,79.4,100,84.6,81.8,100
56,0.86031746031746,0.803921568627451,0.897435897435897,0.818181818181818,0.361599324883994,0.233289543373485,95.2,70,69,95.5,100,69.2,69.2,100
57,0.920634920634921,0.862745098039216,0.769230769230769,0.727272727272727,0.420628665254604,0.446434525202951,90.5,83.3,79.2,92.6,88.9,61.5,61.5,88.9
58,0.885714285714286,0.823529411764706,0.854700854700855,0.818181818181818,0.436949028233718,0.48975732128105,85.7,80,75,88.9,88.9,76.9,72.7,90.9
59,0.882539682539683,0.843137254901961,0.888888888888889,0.818181818181818,0.458687933078233,0.429543160219239,90.5,80,76,92.3,88.9,76.9,72.7,90.9
60,0.89047619047619,0.901960784313726,0.846153846153846,0.772727272727273,0.489795253871036,0.215155938180542,90.5,90,86.4,93.1,100,61.5,64.3,100
61,0.852380952380952,0.764705882352941,0.931623931623932,0.909090909090909,0.374501398495778,0.36178361545446,90.5,66.7,65.5,90.9,100,84.6,81.8,100
62,0.892063492063492,0.862745098039216,0.837606837606838,0.772727272727273,0.498785210374291,0.520027215168482,90.5,83.3,79.2,92.6,66.7,84.6,75,78.6
63,0.904761904761905,0.862745098039216,0.811965811965812,0.818181818181818,0.439622742789065,0.440865036909558,85.7,86.7,81.8,89.7,88.9,76.9,72.7,90.9
64,0.895238095238095,0.862745098039216,0.752136752136752,0.772727272727273,0.386233273018312,0.402582246287395,95.2,80,76.9,96,66.7,84.6,75,78.6
65,0.942857142857143,0.901960784313726,0.64957264957265,0.636363636363636,0.590256155436806,0.3045359041726,81,96.7,94.4,87.9,100,38.5,52.9,100
66,0.93968253968254,0.92156862745098,0.615384615384615,0.681818181818182,0.450507463983177,0.453533916748928,95.2,90,87,96.4,66.7,69.2,60,75
67,0.903174603174603,0.862745098039216,0.777777777777778,0.772727272727273,0.47506742928991,0.399448826715534,81,90,85,87.1,100,61.5,64.3,100
68,0.966666666666667,0.941176470588235,0.58974358974359,0.636363636363636,0.467010219868177,0.554339087756,95.2,93.3,90.9,96.6,66.7,61.5,54.5,72.7
69,0.895238095238095,0.862745098039216,0.803418803418803,0.772727272727273,0.493882436634876,0.395963545421582,85.7,86.7,81.8,89.7,88.9,69.2,66.7,90
70,0.855555555555556,0.803921568627451,0.88034188034188,0.818181818181818,0.41323667324594,0.391713685304463,90.5,73.3,70.4,91.7,100,69.2,69.2,100
71,0.893650793650794,0.823529411764706,0.777777777777778,0.772727272727273,0.421734236503071,0.401728428514097,95.2,73.3,71.4,95.7,88.9,69.2,66.7,90
72,0.861904761904762,0.803921568627451,0.897435897435897,0.863636363636364,0.413072970930725,0.570223897164328,95.2,70,69,95.5,66.7,100,100,81.2
73,0.90952380952381,0.882352941176471,0.786324786324786,0.772727272727273,0.470131264320577,0.347291201482719,85.7,90,85.7,90,100,61.5,64.3,100
74,0.922222222222222,0.901960784313726,0.82051282051282,0.772727272727273,0.516014896457655,0.578158347255789,90.5,90,86.4,93.1,88.9,69.2,66.7,90
75,0.9,0.843137254901961,0.803418803418803,0.772727272727273,0.42747039063603,0.254930302594971,90.5,80,76,92.3,77.8,76.9,70,83.3
76,0.931746031746032,0.92156862745098,0.64957264957265,0.727272727272727,0.491888243180312,0.488395804849916,95.2,90,87,96.4,44.4,92.3,80,70.6
77,0.855555555555556,0.784313725490196,0.931623931623932,0.863636363636364,0.364249059402132,0.444692219399129,95.2,66.7,66.7,95.2,88.9,84.6,80,91.7
78,0.904761904761905,0.843137254901961,0.752136752136752,0.772727272727273,0.398729189160013,0.333900127718217,95.2,76.7,74.1,95.8,88.9,69.2,66.7,90
79,0.866666666666667,0.803921568627451,0.888888888888889,0.863636363636364,0.40834346161431,0.408880898175043,85.7,76.7,72,88.5,88.9,84.6,80,91.7
80,0.874603174603175,0.764705882352941,0.846153846153846,0.818181818181818,0.371512060255482,0.266360043772451,90.5,66.7,65.5,90.9,100,69.2,69.2,100
81,0.893650793650794,0.843137254901961,0.82051282051282,0.772727272727273,0.374972672107583,0.600707409813912,95.2,76.7,74.1,95.8,66.7,84.6,75,78.6
82,0.912698412698413,0.862745098039216,0.786324786324786,0.772727272727273,0.511726967157622,0.365643323614124,81,90,85,87.1,88.9,69.2,66.7,90
83,0.895238095238095,0.862745098039216,0.777777777777778,0.772727272727273,0.434083134427312,0.323407770098742,95.2,80,76.9,96,77.8,76.9,70,83.3
84,0.925396825396825,0.882352941176471,0.752136752136752,0.727272727272727,0.415411953002403,0.485690770441267,95.2,83.3,80,96.2,88.9,61.5,61.5,88.9
85,0.893650793650794,0.823529411764706,0.846153846153846,0.818181818181818,0.426101108405725,0.404306607065112,90.5,76.7,73.1,92,100,69.2,69.2,100
86,0.90952380952381,0.862745098039216,0.658119658119658,0.636363636363636,0.512109186995696,0.217675819625364,81,90,85,87.1,100,38.5,52.9,100
87,0.880952380952381,0.862745098039216,0.897435897435897,0.863636363636364,0.484671992841505,0.472505867200326,81,90,85,87.1,100,76.9,75,100
88,0.901587301587302,0.843137254901961,0.811965811965812,0.818181818181818,0.405658659414277,0.514948753636291,95.2,76.7,74.1,95.8,77.8,84.6,77.8,84.6
89,0.892063492063492,0.862745098039216,0.854700854700855,0.772727272727273,0.486793423100895,0.25244436248373,90.5,83.3,79.2,92.6,88.9,69.2,66.7,90
90,0.90952380952381,0.862745098039216,0.726495726495726,0.727272727272727,0.476290295348656,0.427373991722842,85.7,86.7,81.8,89.7,88.9,61.5,61.5,88.9
91,0.895238095238095,0.843137254901961,0.88034188034188,0.863636363636364,0.451971608385728,0.590480118766529,90.5,80,76,92.3,88.9,84.6,80,91.7
92,0.915873015873016,0.862745098039216,0.794871794871795,0.727272727272727,0.472429623765056,0.183570172503271,90.5,83.3,79.2,92.6,100,53.8,60,100
93,0.946031746031746,0.92156862745098,0.692307692307692,0.727272727272727,0.442524504291253,0.596847545521653,95.2,90,87,96.4,55.6,84.6,71.4,73.3
94,0.882539682539683,0.843137254901961,0.897435897435897,0.818181818181818,0.475075267020029,0.575997714736338,85.7,83.3,78.3,89.3,88.9,76.9,72.7,90.9
95,0.836507936507937,0.784313725490196,0.923076923076923,0.863636363636364,0.354471465482286,0.440412779651738,95.2,66.7,66.7,95.2,100,76.9,75,100
96,0.898412698412698,0.843137254901961,0.786324786324786,0.727272727272727,0.422830343514432,0.350983165368529,95.2,76.7,74.1,95.8,77.8,69.2,63.6,81.8
97,0.917460317460317,0.882352941176471,0.777777777777778,0.772727272727273,0.480908703444616,0.395159078002629,90.5,86.7,82.6,92.9,88.9,69.2,66.7,90
98,0.853968253968254,0.803921568627451,0.863247863247863,0.818181818181818,0.457000542125253,0.396105280288742,90.5,73.3,70.4,91.7,88.9,76.9,72.7,90.9
99,0.9,0.823529411764706,0.760683760683761,0.772727272727273,0.410528710574682,0.500266274028365,95.2,73.3,71.4,95.7,55.6,92.3,83.3,75
100,0.9,0.843137254901961,0.846153846153846,0.818181818181818,0.37049290779356,0.631385730620818,95.2,76.7,74.1,95.8,66.7,92.3,85.7,80
